"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia HUAYLAS (000)",15872,49,1043,372,423,1619,5178,733,983,5116,87,269
"Agric., ganadería, caza y silvicultura (001)",8708,,22,20,23,,5178,2,8,3455,,
"Explotación de minas y canteras (003)",244,,12,11,4,,,67,7,143,,
"Industrias manufactureras (004)",511,,5,11,7,7,,444,23,14,,
"Suministro de electricidad, gas y agua (005)",73,,5,18,6,,,27,6,11,,
"Construcción (006)",833,,18,17,7,,,44,354,393,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1646,1,12,52,17,1175,,128,10,251,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",140,1,2,4,2,24,,97,8,2,,
"Comercio al por mayor (009)",87,,,3,8,72,,,1,3,,
"Comercio al por menor (010)",1419,,10,45,7,1079,,31,1,246,,
"Hoteles y restaurantes (011)",511,,5,17,5,309,,,,175,,
"Trans., almac. y comunicaciones (012)",676,,5,7,27,2,,4,526,105,,
"Intermediación financiera (013)",36,,7,6,22,,,,,1,,
"Activid.inmobil., empres. y alquileres (014)",286,,70,40,57,61,,4,7,47,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",605,30,51,55,150,25,,9,40,158,87,
"Enseñanza (016)",834,18,744,4,45,,,,,23,,
