"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUANCABAMBA (000)",43089,144055,121691,,2774,84.5,1.9
"De 12 a 14 años (001)",5294,26,23,,6,88.5,23.1
"De 15 a 19 años (002)",5825,902,863,294,95.7,32.6,
"De 20 a 24 años (003)",4575,4723,4516,660,95.6,14,
"De 25 a 29 años (004)",3929,8078,7623,653,94.4,8.1,
"De 30 a 34 años (005)",3639,11103,10370,499,93.4,4.5,
"De 35 a 39 años (006)",3527,14392,13189,407,91.6,2.8,
"De 40 a 44 años (007)",3207,16225,14442,207,89,1.3,
"De 45 a 49 años (008)",2854,16762,14409,48,86,0.3,
"De 50 y más años (009)",10239,71844,56256,,78.3,,
"Sin nivel (010)",13073,74777,60247,701,80.6,0.9,
"De 12 a 14 años (011)",159,3,2,1,66.7,33.3,
"De 15 a 19 años (012)",387,122,112,37,91.8,30.3,
"De 20 a 24 años (013)",599,876,816,102,93.2,11.6,
"De 25 a 29 años (014)",752,1889,1743,144,92.3,7.6,
"De 30 a 34 años (015)",973,3484,3189,148,91.5,4.2,
"De 35 a 39 años (016)",1123,5279,4753,146,90,2.8,
"De 40 a 44 años (017)",1260,7044,6170,98,87.6,1.4,
"De 45 a 49 años (018)",1239,7981,6702,25,84,0.3,
"De 50 y más años (019)",6581,48099,36760,,76.4,,
"Educacion Inicial (020)",93,205,185,16,90.2,7.8,
"De 12 a 14 años (021)",16,,,,,,
"De 15 a 19 años (022)",12,4,3,2,75,50,
"De 20 a 24 años (023)",18,25,25,2,100,8,
"De 25 a 29 años (024)",25,73,67,6,91.8,8.2,
"De 30 a 34 años (025)",19,86,79,4,91.9,4.7,
"De 35 a 39 años (026)",3,17,11,2,64.7,11.8,
"Primaria (030)",19079,57303,50073,1496,87.4,2.6,
"De 12 a 14 años (031)",3305,13,13,4,100,30.8,
"De 15 a 19 años (032)",2350,532,511,173,96.1,32.5,
"De 20 a 24 años (033)",2307,2684,2568,384,95.7,14.3,
"De 25 a 29 años (034)",1945,4485,4215,358,94,8,
"De 30 a 34 años (035)",1703,5663,5300,252,93.6,4.4,
"De 35 a 39 años (036)",1666,7251,6646,209,91.7,2.9,
"De 40 a 44 años (037)",1429,7631,6799,94,89.1,1.2,
"De 45 a 49 años (038)",1263,7580,6577,22,86.8,0.3,
