"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia OYON (000)",7149,21220,18879,,376,89,1.8
"De 12 a 14 años (001)",665,2,1,,,50,
"De 15 a 19 años (002)",886,127,125,38,98.4,29.9,
"De 20 a 24 años (003)",786,717,698,99,97.4,13.8,
"De 25 a 29 años (004)",720,1169,1137,80,97.3,6.8,
"De 30 a 34 años (005)",688,1683,1611,74,95.7,4.4,
"De 35 a 39 años (006)",709,2461,2307,57,93.7,2.3,
"De 40 a 44 años (007)",494,2179,2028,25,93.1,1.1,
"De 45 a 49 años (008)",449,2354,2127,3,90.4,0.1,
"De 50 y más años (009)",1752,10528,8845,,84,,
"Sin nivel (010)",1099,6440,5357,22,83.2,0.3,
"De 12 a 14 años (011)",5,,,,,,
"De 15 a 19 años (012)",10,2,2,2,100,100,
"De 20 a 24 años (013)",15,11,11,1,100,9.1,
"De 25 a 29 años (014)",20,53,47,3,88.7,5.7,
"De 30 a 34 años (015)",70,212,208,9,98.1,4.2,
"De 35 a 39 años (016)",85,367,342,4,93.2,1.1,
"De 40 a 44 años (017)",73,349,319,3,91.4,0.9,
"De 45 a 49 años (018)",77,491,434,,88.4,,
"De 50 y más años (019)",744,4955,3994,,80.6,,
"Educacion Inicial (020)",12,8,8,,100,,
"De 15 a 19 años (022)",9,,,,,,
"De 25 a 29 años (024)",2,2,2,,100,,
"De 35 a 39 años (026)",1,6,6,,100,,
"Primaria (030)",2251,8706,7733,96,88.8,1.1,
"De 12 a 14 años (031)",299,1,,,,,
"De 15 a 19 años (032)",101,20,20,7,100,35,
"De 20 a 24 años (033)",108,138,133,17,96.4,12.3,
"De 25 a 29 años (034)",122,254,245,19,96.5,7.5,
"De 30 a 34 años (035)",206,617,579,25,93.8,4.1,
"De 35 a 39 años (036)",258,1093,997,18,91.2,1.6,
"De 40 a 44 años (037)",218,1079,992,7,91.9,0.6,
"De 45 a 49 años (038)",223,1247,1119,3,89.7,0.2,
"De 50 y más años (039)",716,4257,3648,,85.7,,
"Secundaria (040)",2621,3934,3757,169,95.5,4.3,
"De 12 a 14 años (041)",361,1,1,,100,,
"De 15 a 19 años (042)",706,98,96,27,98,27.6,
"De 20 a 24 años (043)",442,458,444,59,96.9,12.9,
"De 25 a 29 años (044)",349,618,605,30,97.9,4.9,
