"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANCAVELICA (000)",45014,8319,4038,22229,260,9729,439
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",105,100,,,5,,
"Profes., científicos e intelectuales (002)",4495,4172,,300,16,7,
"Técnicos de nivel medio y trab. asimilados (003)",1310,949,,310,39,12,
"Jefes y empleados de oficina (004)",1395,1370,,18,,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3191,528,46,2175,42,400,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",14821,10,2,14721,82,6,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2892,,842,1766,36,248,
"Obreros construc.,conf.,papel, fab., instr. (008)",1804,208,632,924,20,20,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",14001,603,2313,1741,16,8889,439
"Otra (010)",243,243,,,,,
"Ocupación no especificada (011)",757,136,203,274,4,140,
"Hombres (012)",27589,4786,3591,15774,171,3240,27
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",89,84,,,5,,
"Profes., científicos e intelectuales (014)",2464,2254,,191,15,4,
"Técnicos de nivel medio y trab. asimilados (015)",856,557,,267,25,7,
"Jefes y empleados de oficina (016)",750,732,,16,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1300,332,29,822,24,93,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",12100,9,1,12030,55,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1570,,796,688,22,64,
"Obreros construc.,conf.,papel, fab., instr. (020)",1769,208,623,907,19,12,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",6004,319,1969,716,4,2969,27
"Otra (022)",221,221,,,,,
"Ocupación no especificada (023)",466,70,173,137,2,84,
"Mujeres (024)",17425,3533,447,6455,89,6489,412
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",16,16,,,,,
"Profes., científicos e intelectuales (026)",2031,1918,,109,1,3,
"Técnicos de nivel medio y trab. asimilados (027)",454,392,,43,14,5,
"Jefes y empleados de oficina (028)",645,638,,2,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1891,196,17,1353,18,307,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",2721,1,1,2691,27,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",1322,,46,1078,14,184,
"Obreros construc.,conf.,papel, fab., instr. (032)",35,,9,17,1,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",7997,284,344,1025,12,5920,412
"Otra (034)",22,22,,,,,
"Ocupación no especificada (035)",291,66,30,137,2,56,
,,,,,,,
"URBANA (036)",18471,7568,2472,6848,174,1068,341
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",83,79,,,4,,
"Profes., científicos e intelectuales (038)",4116,3830,,272,9,5,
"Técnicos de nivel medio y trab. asimilados (039)",1184,874,,261,38,11,
"Jefes y empleados de oficina (040)",1301,1277,,18,,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2767,462,39,1887,33,346,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1543,3,2,1504,32,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1418,,593,739,24,62,
"Obreros construc.,conf.,papel, fab., instr. (044)",1399,188,504,675,18,14,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",4014,525,1163,1381,15,589,341
"Otra (046)",240,240,,,,,
"Ocupación no especificada (047)",406,90,171,111,1,33,
"Hombres (048)",11058,4273,2172,4067,117,411,18
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",69,65,,,4,,
"Profes., científicos e intelectuales (050)",2205,2016,,178,8,3,
"Técnicos de nivel medio y trab. asimilados (051)",755,504,,221,24,6,
"Jefes y empleados de oficina (052)",681,663,,16,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1067,292,25,653,18,79,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1253,2,1,1222,26,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1174,,557,561,17,39,
"Obreros construc.,conf.,papel, fab., instr. (056)",1369,188,496,661,17,7,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2014,281,947,505,3,260,18
"Otra (058)",219,219,,,,,
"Ocupación no especificada (059)",252,43,146,50,,13,
"Mujeres (060)",7413,3295,300,2781,57,657,323
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",14,14,,,,,
"Profes., científicos e intelectuales (062)",1911,1814,,94,1,2,
"Técnicos de nivel medio y trab. asimilados (063)",429,370,,40,14,5,
"Jefes y empleados de oficina (064)",620,614,,2,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1700,170,14,1234,15,267,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",290,1,1,282,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",244,,36,178,7,23,
"Obreros construc.,conf.,papel, fab., instr. (068)",30,,8,14,1,7,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2000,244,216,876,12,329,323
"Otra (070)",21,21,,,,,
"Ocupación no especificada (071)",154,47,25,61,1,20,
,,,,,,,
"RURAL (072)",26543,751,1566,15381,86,8661,98
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",22,21,,,1,,
"Profes., científicos e intelectuales (074)",379,342,,28,7,2,
"Técnicos de nivel medio y trab. asimilados (075)",126,75,,49,1,1,
"Jefes y empleados de oficina (076)",94,93,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",424,66,7,288,9,54,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",13278,7,,13217,50,4,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",1474,,249,1027,12,186,
"Obreros construc.,conf.,papel, fab., instr. (080)",405,20,128,249,2,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",9987,78,1150,360,1,8300,98
"Otra (082)",3,3,,,,,
"Ocupación no especificada (083)",351,46,32,163,3,107,
"Hombres (084)",16531,513,1419,11707,54,2829,9
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",20,19,,,1,,
"Profes., científicos e intelectuales (086)",259,238,,13,7,1,
"Técnicos de nivel medio y trab. asimilados (087)",101,53,,46,1,1,
"Jefes y empleados de oficina (088)",69,69,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",233,40,4,169,6,14,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",10847,7,,10808,29,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",396,,239,127,5,25,
"Obreros construc.,conf.,papel, fab., instr. (092)",400,20,127,246,2,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",3990,38,1022,211,1,2709,9
"Otra (094)",2,2,,,,,
"Ocupación no especificada (095)",214,27,27,87,2,71,
