"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Mujeres (096)",10012,238,147,3674,32,5832,89
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,2,,,,,
"Profes., científicos e intelectuales (098)",120,104,,15,,1,
"Técnicos de nivel medio y trab. asimilados (099)",25,22,,3,,,
"Jefes y empleados de oficina (100)",25,24,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",191,26,3,119,3,40,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",2431,,,2409,21,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",1078,,10,900,7,161,
"Obreros construc.,conf.,papel, fab., instr. (104)",5,,1,3,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",5997,40,128,149,,5591,89
"Otra (106)",1,1,,,,,
"Ocupación no especificada (107)",137,19,5,76,1,36,
