"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUANCAVELICA (000)",48354,8319,4038,22229,260,9729,439,3340
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",105,100,,,5,,,
"Profes., científicos e intelectuales (002)",4495,4172,,300,16,7,,
"Técnicos de nivel medio y trab. asimilados (003)",1310,949,,310,39,12,,
"Jefes y empleados de oficina (004)",1395,1370,,18,,7,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3191,528,46,2175,42,400,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",14821,10,2,14721,82,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2892,,842,1766,36,248,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1804,208,632,924,20,20,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",14001,603,2313,1741,16,8889,439,
"Otra (010)",243,243,,,,,,
"Ocupaciñn no especificada (011)",757,136,203,274,4,140,,
"Desocupado (012)",3340,,,,,,,3340
"Hombres (013)",29967,4786,3591,15774,171,3240,27,2378
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",89,84,,,5,,,
"Profes., científicos e intelectuales (015)",2464,2254,,191,15,4,,
"Técnicos de nivel medio y trab. asimilados (016)",856,557,,267,25,7,,
"Jefes y empleados de oficina (017)",750,732,,16,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1300,332,29,822,24,93,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",12100,9,1,12030,55,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1570,,796,688,22,64,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1769,208,623,907,19,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",6004,319,1969,716,4,2969,27,
"Otra (023)",221,221,,,,,,
"Ocupaciñn no especificada (024)",466,70,173,137,2,84,,
"Desocupado (025)",2378,,,,,,,2378
"Mujeres (026)",18387,3533,447,6455,89,6489,412,962
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",16,16,,,,,,
"Profes., científicos e intelectuales (028)",2031,1918,,109,1,3,,
"Técnicos de nivel medio y trab. asimilados (029)",454,392,,43,14,5,,
"Jefes y empleados de oficina (030)",645,638,,2,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1891,196,17,1353,18,307,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",2721,1,1,2691,27,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",1322,,46,1078,14,184,,
"Obreros construc.,conf.,papel, fab., instr. (034)",35,,9,17,1,8,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",7997,284,344,1025,12,5920,412,
"Otra (036)",22,22,,,,,,
"Ocupaciñn no especificada (037)",291,66,30,137,2,56,,
"Desocupado (038)",962,,,,,,,962
,,,,,,,,
"URBANA (039)",20218,7568,2472,6848,174,1068,341,1747
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",83,79,,,4,,,
"Profes., científicos e intelectuales (041)",4116,3830,,272,9,5,,
"Técnicos de nivel medio y trab. asimilados (042)",1184,874,,261,38,11,,
"Jefes y empleados de oficina (043)",1301,1277,,18,,6,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2767,462,39,1887,33,346,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1543,3,2,1504,32,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",1418,,593,739,24,62,,
"Obreros construc.,conf.,papel, fab., instr. (047)",1399,188,504,675,18,14,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",4014,525,1163,1381,15,589,341,
"Otra (049)",240,240,,,,,,
"Ocupaciñn no especificada (050)",406,90,171,111,1,33,,
"Desocupado (051)",1747,,,,,,,1747
"Hombres (052)",12224,4273,2172,4067,117,411,18,1166
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",69,65,,,4,,,
"Profes., científicos e intelectuales (054)",2205,2016,,178,8,3,,
"Técnicos de nivel medio y trab. asimilados (055)",755,504,,221,24,6,,
"Jefes y empleados de oficina (056)",681,663,,16,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1067,292,25,653,18,79,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1253,2,1,1222,26,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",1174,,557,561,17,39,,
"Obreros construc.,conf.,papel, fab., instr. (060)",1369,188,496,661,17,7,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",2014,281,947,505,3,260,18,
"Otra (062)",219,219,,,,,,
"Ocupaciñn no especificada (063)",252,43,146,50,,13,,
"Desocupado (064)",1166,,,,,,,1166
"Mujeres (065)",7994,3295,300,2781,57,657,323,581
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",14,14,,,,,,
"Profes., científicos e intelectuales (067)",1911,1814,,94,1,2,,
"Técnicos de nivel medio y trab. asimilados (068)",429,370,,40,14,5,,
"Jefes y empleados de oficina (069)",620,614,,2,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1700,170,14,1234,15,267,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",290,1,1,282,6,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",244,,36,178,7,23,,
"Obreros construc.,conf.,papel, fab., instr. (073)",30,,8,14,1,7,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",2000,244,216,876,12,329,323,
"Otra (075)",21,21,,,,,,
"Ocupaciñn no especificada (076)",154,47,25,61,1,20,,
"Desocupado (077)",581,,,,,,,581
,,,,,,,,
"RURAL (078)",28136,751,1566,15381,86,8661,98,1593
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",22,21,,,1,,,
"Profes., científicos e intelectuales (080)",379,342,,28,7,2,,
"Técnicos de nivel medio y trab. asimilados (081)",126,75,,49,1,1,,
"Jefes y empleados de oficina (082)",94,93,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",424,66,7,288,9,54,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",13278,7,,13217,50,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",1474,,249,1027,12,186,,
"Obreros construc.,conf.,papel, fab., instr. (086)",405,20,128,249,2,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",9987,78,1150,360,1,8300,98,
"Otra (088)",3,3,,,,,,
"Ocupaciñn no especificada (089)",351,46,32,163,3,107,,
"Desocupado (090)",1593,,,,,,,1593
"Hombres (091)",17743,513,1419,11707,54,2829,9,1212
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",20,19,,,1,,,
"Profes., científicos e intelectuales (093)",259,238,,13,7,1,,
"Técnicos de nivel medio y trab. asimilados (094)",101,53,,46,1,1,,
