"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefes y empleados de oficina (040)",38,,,1,12,1,11,6,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",287,3,,72,153,18,17,11,13
"Agricult.trabaj. calif.agrop. y pesquros (042)",571,23,,264,243,13,12,4,12
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",69,2,,12,43,5,7,,
"Obreros. construc., conf., papel, fab., instr (044)",83,,,17,50,5,4,4,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",559,30,3,219,245,22,19,10,11
"Otra (046)",11,,,,,,7,1,3
"Ocupación no especificada (047)",92,4,,27,37,12,5,4,3
"Hombres (048)",1372,19,1,354,556,75,132,39,196
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",20,,,2,4,1,3,1,9
"Profes., científicos e intelectuales (050)",228,,,,3,8,69,5,143
"Técnicos de nivel medio ytrab.asimilados (051)",24,,,,,7,8,5,4
"Jefes y empleados de oficina (052)",21,,,1,6,,3,5,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",117,1,,21,68,9,3,7,8
"Agricult.trabaj. calif.agrop. y pesquros (054)",460,10,,200,213,12,12,3,10
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",62,1,,10,39,5,7,,
"Obreros. construc., conf., papel, fab., instr (056)",83,,,17,50,5,4,4,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",302,7,1,91,156,20,13,5,9
"Otra (058)",11,,,,,,7,1,3
"Ocupación no especificada (059)",44,,,12,17,8,3,3,1
"Mujeres (060)",774,43,2,260,239,22,92,20,96
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",3,,,,1,1,1,,
"Profes., científicos e intelectuales (062)",149,,,,3,4,56,4,82
"Técnicos de nivel medio ytrab.asimilados (063)",12,,,,1,,5,4,2
"Jefes y empleados de oficina (064)",17,,,,6,1,8,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",170,2,,51,85,9,14,4,5
"Agricult.trabaj. calif.agrop. y pesquros (066)",111,13,,64,30,1,,1,2
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",7,1,,2,4,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",257,23,2,128,89,2,6,5,2
"Ocupación no especificada (071)",48,4,,15,20,4,2,1,2
,,,,,,,,,
"RURAL (072)",7212,486,5,2712,3018,224,379,107,281
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",8,,,1,,,4,,3
"Profes., científicos e intelectuales (074)",320,,,,12,26,101,8,173
"Técnicos de nivel medio ytrab.asimilados (075)",82,,,,6,16,38,17,5
"Jefes y empleados de oficina (076)",71,,,,17,5,12,5,32
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",206,6,,80,86,10,16,4,4
"Agricult.trabaj. calif.agrop. y pesquros (078)",3078,209,,1510,1230,52,36,18,23
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",662,4,,77,444,39,74,13,11
"Obreros. construc., conf., papel, fab., instr (080)",279,2,,25,177,18,34,19,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2378,246,5,957,1012,55,58,22,23
"Ocupación no especificada (083)",128,19,,62,34,3,6,1,3
"Hombres (084)",5690,249,2,1973,2639,193,311,95,228
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",7,,,1,,,3,,3
"Profes., científicos e intelectuales (086)",233,,,,6,16,68,6,137
"Técnicos de nivel medio ytrab.asimilados (087)",67,,,,6,13,34,13,1
"Jefes y empleados de oficina (088)",60,,,,13,5,10,4,28
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",100,2,,32,47,5,9,2,3
"Agricult.trabaj. calif.agrop. y pesquros (090)",2681,117,,1299,1145,50,31,18,21
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",648,2,,75,437,38,72,13,11
"Obreros. construc., conf., papel, fab., instr (092)",276,2,,24,175,18,34,19,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1584,126,2,530,798,46,46,19,17
"Ocupación no especificada (095)",34,,,12,12,2,4,1,3
"Mujeres (096)",1522,237,3,739,379,31,68,12,53
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,1,,
"Profes., científicos e intelectuales (098)",87,,,,6,10,33,2,36
"Técnicos de nivel medio ytrab.asimilados (099)",15,,,,,3,4,4,4
"Jefes y empleados de oficina (100)",11,,,,4,,2,1,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",106,4,,48,39,5,7,2,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",397,92,,211,85,2,5,,2
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",14,2,,2,7,1,2,,
"Obreros. construc., conf., papel, fab., instr (104)",3,,,1,2,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",794,120,3,427,214,9,12,3,6
"Ocupación no especificada (107)",94,19,,50,22,1,2,,
