"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TALARA (000)",42433,13272,11827,14579,848,941,966
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",88,77,,,11,,
"Profes., científicos e intelectuales (002)",3625,2991,,547,69,18,
"Técnicos de nivel medio y trab. asimilados (003)",2939,1996,,798,134,11,
"Jefes y empleados de oficina (004)",2151,2109,,28,,14,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",7096,2919,151,3412,193,421,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",2855,1,592,2075,176,11,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",5681,,3583,1960,100,38,
"Obreros construc.,conf., papel, fab., instr. (008)",6385,661,2459,3148,98,19,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",10116,1818,4753,2194,31,354,966
"Otra (010)",356,356,,,,,
"Ocupación no especificada (011)",1141,344,289,417,36,55,
"Hombres (012)",30890,7981,11104,10640,637,476,52
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",60,52,,,8,,
"Profes., científicos e intelectuales (014)",1752,1370,,325,53,4,
"Técnicos de nivel medio y trab. asimilados (015)",2042,1415,,527,92,8,
"Jefes y empleados de oficina (016)",1023,1007,,10,,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",3771,1892,109,1586,98,86,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",2795,1,584,2024,175,11,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",5225,,3437,1675,88,25,
"Obreros construc.,conf., papel, fab., instr. (020)",6237,647,2414,3061,97,18,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",7029,1097,4360,1218,8,294,52
"Otra (022)",341,341,,,,,
"Ocupación no especificada (023)",615,159,200,214,18,24,
"Mujeres (024)",11543,5291,723,3939,211,465,914
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",28,25,,,3,,
"Profes., científicos e intelectuales (026)",1873,1621,,222,16,14,
"Técnicos de nivel medio y trab. asimilados (027)",897,581,,271,42,3,
"Jefes y empleados de oficina (028)",1128,1102,,18,,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",3325,1027,42,1826,95,335,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",60,,8,51,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",456,,146,285,12,13,
"Obreros construc.,conf., papel, fab., instr. (032)",148,14,45,87,1,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",3087,721,393,976,23,60,914
"Otra (034)",15,15,,,,,
"Ocupación no especificada (035)",526,185,89,203,18,31,
,,,,,,,
"URBANA (036)",41419,13080,11533,14139,800,924,943
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",83,72,,,11,,
"Profes., científicos e intelectuales (038)",3545,2945,,525,57,18,
"Técnicos de nivel medio y trab. asimilados (039)",2881,1971,,777,122,11,
"Jefes y empleados de oficina (040)",2122,2080,,28,,14,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",7006,2886,147,3365,188,420,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",2579,1,571,1832,164,11,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",5649,,3575,1937,99,38,
"Obreros construc.,conf., papel, fab., instr. (044)",6327,658,2433,3120,97,19,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",9765,1788,4520,2145,31,338,943
"Otra (046)",338,338,,,,,
"Ocupación no especificada (047)",1124,341,287,410,31,55,
"Hombres (048)",30045,7856,10826,10255,597,462,49
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",56,48,,,8,,
"Profes., científicos e intelectuales (050)",1707,1347,,312,44,4,
"Técnicos de nivel medio y trab. asimilados (051)",2007,1403,,514,82,8,
"Jefes y empleados de oficina (052)",1009,993,,10,,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",3708,1863,107,1558,94,86,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",2521,1,563,1783,163,11,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",5196,,3430,1654,87,25,
"Obreros construc.,conf., papel, fab., instr. (056)",6181,644,2389,3034,96,18,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",6729,1075,4138,1179,8,280,49
"Otra (058)",325,325,,,,,
"Ocupación no especificada (059)",606,157,199,211,15,24,
"Mujeres (060)",11374,5224,707,3884,203,462,894
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",27,24,,,3,,
"Profes., científicos e intelectuales (062)",1838,1598,,213,13,14,
"Técnicos de nivel medio y trab. asimilados (063)",874,568,,263,40,3,
"Jefes y empleados de oficina (064)",1113,1087,,18,,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",3298,1023,40,1807,94,334,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",58,,8,49,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",453,,145,283,12,13,
"Obreros construc.,conf., papel, fab., instr. (068)",146,14,44,86,1,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",3036,713,382,966,23,58,894
"Otra (070)",13,13,,,,,
"Ocupación no especificada (071)",518,184,88,199,16,31,
,,,,,,,
"RURAL (072)",1014,192,294,440,48,17,23
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",5,5,,,,,
"Profes., científicos e intelectuales (074)",80,46,,22,12,,
"Técnicos de nivel medio y trab. asimilados (075)",58,25,,21,12,,
"Jefes y empleados de oficina (076)",29,29,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",90,33,4,47,5,1,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",276,,21,243,12,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",32,,8,23,1,,
"Obreros construc.,conf., papel, fab., instr. (080)",58,3,26,28,1,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",351,30,233,49,,16,23
"Otra (082)",18,18,,,,,
"Ocupación no especificada (083)",17,3,2,7,5,,
"Hombres (084)",845,125,278,385,40,14,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,4,,,,,
"Profes., científicos e intelectuales (086)",45,23,,13,9,,
"Técnicos de nivel medio y trab. asimilados (087)",35,12,,13,10,,
"Jefes y empleados de oficina (088)",14,14,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",63,29,2,28,4,,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",274,,21,241,12,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",29,,7,21,1,,
"Obreros construc.,conf., papel, fab., instr. (092)",56,3,25,27,1,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",300,22,222,39,,14,3
"Otra (094)",16,16,,,,,
"Ocupación no especificada (095)",9,2,1,3,3,,
"Mujeres (096)",169,67,16,55,8,3,20
