"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",3258,77,1041,1216,810,114
"Otra (034)",6,,3,3,,
"Ocupación no especificada (035)",355,1,114,124,93,23
,,,,,,
"URBANA (036)",29336,321,8498,11005,8197,1315
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",53,,2,20,24,7
"Profes., científicos e intelectuales (038)",2422,,423,1209,741,49
"Técnicos de nivel medio y trab. asimilados (039)",1207,3,385,513,279,27
"Jefes y empleados de oficina (040)",1101,,403,416,267,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4195,34,1086,1548,1290,237
"Agricult. trabaj. calif.agrop. y pesqueros (042)",2120,10,332,655,846,277
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",2463,21,839,872,634,97
"Obreros construc., conf., papel, fab., instr. (044)",3886,13,1224,1570,980,99
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",10696,237,3481,3737,2794,447
"Otra (046)",199,,11,117,70,1
"Ocupación no especificada (047)",994,3,312,348,272,59
"Hombres (048)",20921,226,6099,7642,5937,1017
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",36,,1,11,18,6
"Profes., científicos e intelectuales (050)",1153,,185,532,404,32
"Técnicos de nivel medio y trab. asimilados (051)",851,2,262,363,198,26
"Jefes y empleados de oficina (052)",497,,129,190,168,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1902,18,529,679,552,124
"Agricult. trabaj. calif.agrop. y pesqueros (054)",1944,9,278,601,794,262
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",2218,17,781,786,549,85
"Obreros construc., conf., papel, fab., instr. (056)",3818,12,1194,1544,970,98
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",7661,166,2531,2596,2031,337
"Otra (058)",193,,8,114,70,1
"Ocupación no especificada (059)",648,2,201,226,183,36
"Mujeres (060)",8415,95,2399,3363,2260,298
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",17,,1,9,6,1
"Profes., científicos e intelectuales (062)",1269,,238,677,337,17
"Técnicos de nivel medio y trab. asimilados (063)",356,1,123,150,81,1
"Jefes y empleados de oficina (064)",604,,274,226,99,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2293,16,557,869,738,113
"Agricult. trabaj. calif.agrop. y pesqueros (066)",176,1,54,54,52,15
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",245,4,58,86,85,12
"Obreros construc., conf., papel, fab., instr. (068)",68,1,30,26,10,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",3035,71,950,1141,763,110
"Otra (070)",6,,3,3,,
"Ocupación no especificada (071)",346,1,111,122,89,23
,,,,,,
"RURAL (072)",2166,35,764,682,570,115
"Profes., científicos e intelectuales (074)",26,,8,15,3,
"Técnicos de nivel medio y trab. asimilados (075)",18,,9,5,4,
"Jefes y empleados de oficina (076)",17,,8,5,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",99,1,30,43,23,2
"Agricult. trabaj. calif.agrop. y pesqueros (078)",272,,27,67,128,50
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",38,,17,15,6,
"Obreros construc., conf., papel, fab., instr. (080)",119,,44,53,21,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",1551,34,613,475,370,59
"Ocupación no especificada (083)",26,,8,4,11,3
"Hombres (084)",1844,29,640,565,500,110
"Profes., científicos e intelectuales (086)",11,,3,6,2,
"Técnicos de nivel medio y trab. asimilados (087)",14,,6,5,3,
"Jefes y empleados de oficina (088)",7,,2,2,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",50,1,16,21,11,1
"Agricult. trabaj. calif.agrop. y pesqueros (090)",263,,26,62,125,50
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",35,,16,14,5,
"Obreros construc., conf., papel, fab., instr. (092)",119,,44,53,21,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",1328,28,522,400,323,55
"Ocupación no especificada (095)",17,,5,2,7,3
"Mujeres (096)",322,6,124,117,70,5
"Profes., científicos e intelectuales (098)",15,,5,9,1,
"Técnicos de nivel medio y trab. asimilados (099)",4,,3,,1,
"Jefes y empleados de oficina (100)",10,,6,3,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",49,,14,22,12,1
"Agricult. trabaj. calif.agrop. y pesqueros (102)",9,,1,5,3,
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",3,,1,1,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",223,6,91,75,47,4
"Ocupación no especificada (107)",9,,3,2,4,
