"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MOHO (000)",11072,596,855,5900,58,3616,47
"Agric., ganadería, caza y silvicultura (001)",9111,2,615,5002,51,3441,
"Pesca (002)",23,,6,12,,5,
"Explotación de minas y canteras (003)",8,1,7,,,,
"Industrias manufactureras (004)",144,1,29,97,,17,
"Suministro de electricidad, gas y agua (005)",3,1,2,,,,
"Construcción (006)",169,1,131,33,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",533,19,4,424,,86,
"Venta, mant.y rep. veh.autom y motoc. (008)",17,1,3,12,,1,
"Comercio al por mayor (009)",13,2,,10,,1,
"Comercio al por menor (010)",503,16,1,402,,84,
"Hoteles y restaurantes (011)",119,9,3,97,2,8,
"Trans., almac. y comunicaciones (012)",104,18,6,74,1,5,
"Intermediación financiera (013)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (014)",19,11,2,3,,3,
"Admin.pub. y defensa; p. segur soc.afil (015)",204,188,16,,,,
"Enseñanza (016)",304,265,1,35,,3,
"Servicios sociales y de salud (017)",50,42,2,5,,1,
"Otras activ. serv.comun.soc y personales (018)",24,7,1,16,,,
"Hogares privados con servicio doméstico (019)",47,,,,,,47
"Actividad economica no especificada (021)",209,30,30,102,1,46,
"Hombres (022)",6130,448,570,3770,34,1301,7
"Agric., ganadería, caza y silvicultura (023)",4929,2,342,3307,31,1247,
"Pesca (024)",21,,6,11,,4,
"Explotación de minas y canteras (025)",8,1,7,,,,
"Industrias manufactureras (026)",99,,27,63,,9,
"Suministro de electricidad, gas y agua (027)",3,1,2,,,,
"Construcción (028)",167,1,130,33,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",230,10,4,196,,20,
"Venta, mant.y rep. veh.autom y motoc. (030)",15,1,3,11,,,
"Comercio al por mayor (031)",7,1,,6,,,
"Comercio al por menor (032)",208,8,1,179,,20,
"Hoteles y restaurantes (033)",24,5,2,14,,3,
"Trans., almac. y comunicaciones (034)",97,15,6,71,1,4,
"Intermediación financiera (035)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (036)",13,7,1,3,,2,
"Admin.pub. y defensa; p. segur soc.afil (037)",167,151,16,,,,
"Enseñanza (038)",220,203,,15,,2,
"Servicios sociales y de salud (039)",31,25,2,3,,1,
"Otras activ. serv.comun.soc y personales (040)",19,6,1,12,,,
"Hogares privados con servicio doméstico (041)",7,,,,,,7
"Actividad economica no especificada (043)",94,20,24,42,,8,
"Mujeres (044)",4942,148,285,2130,24,2315,40
"Agric., ganadería, caza y silvicultura (045)",4182,,273,1695,20,2194,
"Pesca (046)",2,,,1,,1,
"Industrias manufactureras (048)",45,1,2,34,,8,
"Construcción (050)",2,,1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",303,9,,228,,66,
"Venta, mant.y rep. veh.autom y motoc. (052)",2,,,1,,1,
"Comercio al por mayor (053)",6,1,,4,,1,
"Comercio al por menor (054)",295,8,,223,,64,
"Hoteles y restaurantes (055)",95,4,1,83,2,5,
"Trans., almac. y comunicaciones (056)",7,3,,3,,1,
"Activid.inmobil., empres. y alquileres (058)",6,4,1,,,1,
"Admin.pub. y defensa; p. segur soc.afil (059)",37,37,,,,,
"Enseñanza (060)",84,62,1,20,,1,
"Servicios sociales y de salud (061)",19,17,,2,,,
"Otras activ. serv.comun.soc y personales (062)",5,1,,4,,,
"Hogares privados con servicio doméstico (063)",40,,,,,,40
"Actividad economica no especificada (065)",115,10,6,60,1,38,
,,,,,,,
"URBANA (066)",2828,383,135,1644,14,632,20
"Agric., ganadería, caza y silvicultura (067)",1695,1,38,1112,10,534,
"Pesca (068)",3,,1,1,,1,
"Explotación de minas y canteras (069)",2,,2,,,,
"Industrias manufactureras (070)",67,1,7,45,,14,
"Suministro de electricidad, gas y agua (071)",3,1,2,,,,
"Construcción (072)",59,1,42,15,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",367,14,1,290,,62,
"Venta, mant.y rep. veh.autom y motoc. (074)",13,1,1,11,,,
"Comercio al por mayor (075)",9,2,,6,,1,
"Comercio al por menor (076)",345,11,,273,,61,
"Hoteles y restaurantes (077)",97,6,1,82,1,7,
"Trans., almac. y comunicaciones (078)",42,11,2,26,1,2,
"Intermediación financiera (079)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (080)",12,7,2,2,,1,
"Admin.pub. y defensa; p. segur soc.afil (081)",135,124,11,,,,
"Enseñanza (082)",179,161,,17,,1,
"Servicios sociales y de salud (083)",35,29,1,4,,1,
"Otras activ. serv.comun.soc y personales (084)",17,6,1,10,,,
"Hogares privados con servicio doméstico (085)",20,,,,,,20
"Actividad economica no especificada (087)",94,20,24,40,1,9,
"Hombres (088)",1637,276,119,995,7,235,5
"Agric., ganadería, caza y silvicultura (089)",991,1,28,755,5,202,
"Pesca (090)",2,,1,,,1,
"Explotación de minas y canteras (091)",2,,2,,,,
"Industrias manufactureras (092)",44,,7,29,,8,
"Suministro de electricidad, gas y agua (093)",3,1,2,,,,
"Construcción (094)",59,1,42,15,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",146,8,1,125,,12,
"Venta, mant.y rep. veh.autom y motoc. (096)",12,1,1,10,,,
"Comercio al por mayor (097)",5,1,,4,,,
"Comercio al por menor (098)",129,6,,111,,12,
"Hoteles y restaurantes (099)",19,3,1,12,,3,
"Trans., almac. y comunicaciones (100)",40,9,2,26,1,2,
"Intermediación financiera (101)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (102)",10,6,1,2,,1,
"Admin.pub. y defensa; p. segur soc.afil (103)",104,93,11,,,,
"Enseñanza (104)",122,114,,7,,1,
"Servicios sociales y de salud (105)",23,19,1,2,,1,
"Otras activ. serv.comun.soc y personales (106)",14,5,1,8,,,
"Hogares privados con servicio doméstico (107)",5,,,,,,5
"Actividad economica no especificada (109)",52,15,19,14,,4,
"Mujeres (110)",1191,107,16,649,7,397,15
"Agric., ganadería, caza y silvicultura (111)",704,,10,357,5,332,
"Pesca (112)",1,,,1,,,
"Industrias manufactureras (114)",23,1,,16,,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",221,6,,165,,50,
"Venta, mant.y rep. veh.autom y motoc. (118)",1,,,1,,,
"Comercio al por mayor (119)",4,1,,2,,1,
"Comercio al por menor (120)",216,5,,162,,49,
"Hoteles y restaurantes (121)",78,3,,70,1,4,
"Trans., almac. y comunicaciones (122)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (124)",2,1,1,,,,
"Admin.pub. y defensa; p. segur soc.afil (125)",31,31,,,,,
"Enseñanza (126)",57,47,,10,,,
"Servicios sociales y de salud (127)",12,10,,2,,,
"Otras activ. serv.comun.soc y personales (128)",3,1,,2,,,
"Hogares privados con servicio doméstico (129)",15,,,,,,15
"Actividad economica no especificada (131)",42,5,5,26,1,5,
,,,,,,,
