"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CASTILLA (000)",38425,20269,18156,21913,11299,10614,16512,8970,7542
"Menores de 1 año (001)",664,332,332,399,197,202,265,135,130
"Menores de 1 mes (002)",55,26,29,30,14,16,25,12,13
"De 1 a 11 meses (003)",609,306,303,369,183,186,240,123,117
"De 1 a 4 años (004)",3141,1570,1571,1810,909,901,1331,661,670
"1 año (005)",744,369,375,435,224,211,309,145,164
"2 años (006)",839,428,411,480,248,232,359,180,179
"3 años (007)",826,414,412,472,235,237,354,179,175
"4 años (008)",732,359,373,423,202,221,309,157,152
"De 5 a 9 años (009)",3744,1869,1875,2188,1080,1108,1556,789,767
"5 años (010)",759,387,372,433,216,217,326,171,155
"6 años (011)",670,329,341,397,207,190,273,122,151
"7 años (012)",768,384,384,478,229,249,290,155,135
"8 años (013)",792,391,401,445,226,219,347,165,182
"9 años (014)",755,378,377,435,202,233,320,176,144
"De 10 a 14 años (015)",3962,2070,1892,2339,1212,1127,1623,858,765
"10 años (016)",760,399,361,467,239,228,293,160,133
"11 años (017)",782,403,379,471,239,232,311,164,147
"12 años (018)",850,454,396,496,263,233,354,191,163
"13 años (019)",837,438,399,488,246,242,349,192,157
"14 años (020)",733,376,357,417,225,192,316,151,165
"De 15 a 19 años (021)",3191,1667,1524,1844,951,893,1347,716,631
"15 años (022)",800,423,377,499,267,232,301,156,145
"16 años (023)",697,339,358,418,213,205,279,126,153
"17 años (024)",617,355,262,346,192,154,271,163,108
"18 años (025)",551,299,252,287,149,138,264,150,114
"19 años (026)",526,251,275,294,130,164,232,121,111
"De 20 a 24 años (027)",2885,1504,1381,1634,811,823,1251,693,558
"20 años (028)",594,303,291,322,158,164,272,145,127
"21 años (029)",486,250,236,286,139,147,200,111,89
"22 años (030)",566,303,263,325,171,154,241,132,109
"23 años (031)",610,310,300,339,165,174,271,145,126
"24 años (032)",629,338,291,362,178,184,267,160,107
"De 25 a 29 años (033)",3074,1680,1394,1857,984,873,1217,696,521
"25 años (034)",614,324,290,360,173,187,254,151,103
"26 años (035)",564,314,250,342,180,162,222,134,88
"27 años (036)",720,410,310,448,261,187,272,149,123
"28 años (037)",621,320,301,365,188,177,256,132,124
"29 años (038)",555,312,243,342,182,160,213,130,83
"De 30 a 34 años (039)",3009,1651,1358,1762,904,858,1247,747,500
"30 años (040)",760,431,329,430,228,202,330,203,127
"31 años (041)",471,265,206,281,147,134,190,118,72
"32 años (042)",647,355,292,386,198,188,261,157,104
"33 años (043)",594,324,270,354,179,175,240,145,95
"34 años (044)",537,276,261,311,152,159,226,124,102
"De 35 a 39 años (045)",2867,1518,1349,1654,841,813,1213,677,536
"35 años (046)",592,308,284,351,178,173,241,130,111
