"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",1400,,,,20,52,145,128,1055
"Técnicos de nivel medio ytrab.asimilados (039)",717,1,,30,109,154,219,84,120
"Jefes y empleados de oficina (040)",533,,,6,116,67,166,45,133
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",2247,64,2,500,1094,159,212,107,109
"Agricult.trabaj. calif.agrop. y pesquros (042)",2270,112,1,913,993,86,45,62,58
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1160,11,1,251,611,95,100,43,48
"Obreros. construc., conf., papel, fab., instr (044)",1343,6,,268,827,83,70,49,40
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",3092,168,6,1113,1423,152,103,76,51
"Otra (046)",93,,,,14,7,29,12,31
"Ocupación no especificada (047)",309,14,,101,125,18,17,12,22
"Hombres (048)",8756,166,5,2129,3878,587,598,432,961
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",38,,,1,4,,3,3,27
"Profes., científicos e intelectuales (050)",685,,,,7,24,51,70,533
"Técnicos de nivel medio ytrab.asimilados (051)",455,,,17,67,121,112,64,74
"Jefes y empleados de oficina (052)",249,,,4,64,22,60,22,77
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",864,6,1,141,464,76,73,53,50
"Agricult.trabaj. calif.agrop. y pesquros (054)",2042,85,1,817,914,76,39,60,50
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1062,8,1,224,566,89,88,43,43
"Obreros. construc., conf., papel, fab., instr (056)",1309,5,,260,812,80,68,48,36
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1821,58,2,634,899,78,69,51,30
"Otra (058)",92,,,,14,7,29,12,30
"Ocupación no especificada (059)",139,4,,31,67,14,6,6,11
"Mujeres (060)",4452,210,5,1054,1458,286,511,189,739
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",6,,,,,,,,6
"Profes., científicos e intelectuales (062)",715,,,,13,28,94,58,522
"Técnicos de nivel medio ytrab.asimilados (063)",262,1,,13,42,33,107,20,46
"Jefes y empleados de oficina (064)",284,,,2,52,45,106,23,56
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1383,58,1,359,630,83,139,54,59
"Agricult.trabaj. calif.agrop. y pesquros (066)",228,27,,96,79,10,6,2,8
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",98,3,,27,45,6,12,,5
"Obreros. construc., conf., papel, fab., instr (068)",34,1,,8,15,3,2,1,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",1271,110,4,479,524,74,34,25,21
"Otra (070)",1,,,,,,,,1
"Ocupación no especificada (071)",170,10,,70,58,4,11,6,11
,,,,,,,,,
"RURAL (072)",19212,2133,27,10434,5261,333,355,195,474
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",22,,,3,3,2,4,1,9
"Profes., científicos e intelectuales (074)",545,,,,22,48,95,46,334
"Técnicos de nivel medio ytrab.asimilados (075)",157,,,17,44,20,58,6,12
"Jefes y empleados de oficina (076)",69,,,3,21,5,27,4,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",596,29,1,228,245,25,32,21,15
"Agricult.trabaj. calif.agrop. y pesquros (078)",8240,992,7,4875,2114,105,56,50,41
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",318,18,,120,140,10,17,8,5
"Obreros. construc., conf., papel, fab., instr (080)",338,6,,110,179,18,11,12,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",8496,1012,18,4853,2407,87,47,41,31
"Otra (082)",2,,,,,1,1,,
"Ocupación no especificada (083)",429,76,1,225,86,12,7,6,16
"Hombres (084)",14940,1312,21,8379,4349,245,203,150,281
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",16,,,3,3,2,1,,7
"Profes., científicos e intelectuales (086)",263,,,,5,13,47,26,172
"Técnicos de nivel medio ytrab.asimilados (087)",95,,,9,31,13,29,5,8
"Jefes y empleados de oficina (088)",32,,,1,11,4,7,3,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",205,5,,70,95,9,6,12,8
"Agricult.trabaj. calif.agrop. y pesquros (090)",7458,798,5,4470,1943,104,52,47,39
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",279,6,,109,128,10,14,8,4
"Obreros. construc., conf., papel, fab., instr (092)",327,6,,105,176,15,11,12,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",6063,475,16,3492,1915,69,34,34,28
"Otra (094)",2,,,,,1,1,,
"Ocupación no especificada (095)",200,22,,120,42,5,1,3,7
"Mujeres (096)",4272,821,6,2055,912,88,152,45,193
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",6,,,,,,3,1,2
"Profes., científicos e intelectuales (098)",282,,,,17,35,48,20,162
"Técnicos de nivel medio ytrab.asimilados (099)",62,,,8,13,7,29,1,4
"Jefes y empleados de oficina (100)",37,,,2,10,1,20,1,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",391,24,1,158,150,16,26,9,7
"Agricult.trabaj. calif.agrop. y pesquros (102)",782,194,2,405,171,1,4,3,2
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",39,12,,11,12,,3,,1
"Obreros. construc., conf., papel, fab., instr (104)",11,,,5,3,3,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",2433,537,2,1361,492,18,13,7,3
"Ocupación no especificada (107)",229,54,1,105,44,7,6,3,9
