"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",181,173,5,2,1
,,,,,
"URBANA (036)",6618,5024,586,291,717
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",70,,3,3,64
"Profes., científicos e intelectuales (038)",785,141,212,168,264
"Técnicos de nivel medio y trab. asimilados (039)",122,46,20,9,47
"Jefes y empleados de oficina (040)",224,8,16,20,180
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",576,549,18,2,7
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2318,2231,87,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",197,147,23,14,13
"Obreros construc.,conf.,papel, fab., instr. (044)",286,195,45,22,24
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1845,1584,154,37,70
"Otra (046)",44,,,,44
"Ocupación no especificada (047)",151,123,8,16,4
"Hombres (048)",4024,2969,394,214,447
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",57,,2,3,52
"Profes., científicos e intelectuales (050)",432,64,120,107,141
"Técnicos de nivel medio y trab. asimilados (051)",72,26,11,9,26
"Jefes y empleados de oficina (052)",123,4,14,9,96
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",203,189,7,2,5
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1687,1628,59,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",169,123,20,14,12
"Obreros construc.,conf.,papel, fab., instr. (056)",282,192,45,22,23
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",903,711,113,34,45
"Otra (058)",43,,,,43
"Ocupación no especificada (059)",53,32,3,14,4
"Mujeres (060)",2594,2055,192,77,270
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",13,,1,,12
"Profes., científicos e intelectuales (062)",353,77,92,61,123
"Técnicos de nivel medio y trab. asimilados (063)",50,20,9,,21
"Jefes y empleados de oficina (064)",101,4,2,11,84
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",373,360,11,,2
"Agricult.trabaj.calif.agrop.y pesqueros (066)",631,603,28,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",28,24,3,,1
"Obreros construc.,conf.,papel, fab., instr. (068)",4,3,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",942,873,41,3,25
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",98,91,5,2,
,,,,,
"RURAL (072)",6146,3895,317,234,1700
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",12,,,1,11
"Profes., científicos e intelectuales (074)",221,84,52,17,68
"Técnicos de nivel medio y trab. asimilados (075)",196,23,14,36,123
"Jefes y empleados de oficina (076)",95,11,2,13,69
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",232,165,34,12,21
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2073,2021,52,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",879,82,45,64,688
"Obreros construc.,conf.,papel, fab., instr. (080)",453,112,35,54,252
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1857,1283,80,36,458
"Otra (082)",5,,,,5
"Ocupación no especificada (083)",123,114,3,1,5
"Hombres (084)",4519,2413,240,222,1644
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,,,1,7
"Profes., científicos e intelectuales (086)",135,35,30,14,56
"Técnicos de nivel medio y trab. asimilados (087)",183,19,10,35,119
"Jefes y empleados de oficina (088)",76,8,1,12,55
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",116,67,22,8,19
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1492,1456,36,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",875,81,44,63,687
"Obreros construc.,conf.,papel, fab., instr. (092)",422,93,35,54,240
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1167,622,59,34,452
"Otra (094)",5,,,,5
"Ocupación no especificada (095)",40,32,3,1,4
"Mujeres (096)",1627,1482,77,12,56
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,,,,4
"Profes., científicos e intelectuales (098)",86,49,22,3,12
"Técnicos de nivel medio y trab. asimilados (099)",13,4,4,1,4
"Jefes y empleados de oficina (100)",19,3,1,1,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",116,98,12,4,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",581,565,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",4,1,1,1,1
"Obreros construc.,conf.,papel, fab., instr. (104)",31,19,,,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",690,661,21,2,6
"Ocupación no especificada (107)",83,82,,,1
