"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia YAUYOS (000)",12764,8919,903,525,2417
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",82,,3,4,75
"Profes., científicos e intelectuales (002)",1006,225,264,185,332
"Técnicos de nivel medio y trab. asimilados (003)",318,69,34,45,170
"Jefes y empleados de oficina (004)",319,19,18,33,249
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",808,714,52,14,28
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4391,4252,139,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1076,229,68,78,701
"Obreros construc.,conf.,papel, fab., instr. (008)",739,307,80,76,276
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",3702,2867,234,73,528
"Otra (010)",49,,,,49
"Ocupación no especificada (011)",274,237,11,17,9
"Hombres (012)",8543,5382,634,436,2091
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",65,,2,4,59
"Profes., científicos e intelectuales (014)",567,99,150,121,197
"Técnicos de nivel medio y trab. asimilados (015)",255,45,21,44,145
"Jefes y empleados de oficina (016)",199,12,15,21,151
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",319,256,29,10,24
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3179,3084,95,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1044,204,64,77,699
"Obreros construc.,conf.,papel, fab., instr. (020)",704,285,80,76,263
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",2070,1333,172,68,497
"Otra (022)",48,,,,48
"Ocupación no especificada (023)",93,64,6,15,8
"Mujeres (024)",4221,3537,269,89,326
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",17,,1,,16
"Profes., científicos e intelectuales (026)",439,126,114,64,135
"Técnicos de nivel medio y trab. asimilados (027)",63,24,13,1,25
"Jefes y empleados de oficina (028)",120,7,3,12,98
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",489,458,23,4,4
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1212,1168,44,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",32,25,4,1,2
"Obreros construc.,conf.,papel, fab., instr. (032)",35,22,,,13
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1632,1534,62,5,31
