"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Explotación de minas y canteras (047)",37,,,,4,5,9,,19
"Industrias manufactureras (048)",39,6,,5,10,3,9,1,5
"Suministro de electricidad, gas y agua (049)",2,1,,,1,,,,
"Construcción (050)",71,19,,12,22,,6,1,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",423,49,,116,127,28,61,11,31
"Venta, mant.y rep. veh.autom.y motoc. (052)",4,1,,1,,,1,,1
"Comercio al por mayor (053)",19,1,,3,8,2,1,,4
"Comercio al por menor (054)",400,47,,112,119,26,59,11,26
"Hoteles y restaurantes (055)",263,30,,78,94,13,24,13,11
"Trans., almac. y comunicaciones (056)",28,,,3,9,4,8,,4
"Intermediación financiera (057)",2,,,,,,1,1,
"Activid.inmobil., empres. y de alquiler (058)",59,2,,3,5,7,15,3,24
"Admin.pub. y defensa; p. segur.soc.afil (059)",119,6,,12,27,9,44,5,16
"Enseñanza (060)",510,,,2,30,45,298,21,114
"Servicios sociales y de salud (061)",141,,,,9,4,64,6,58
"Otras activ. serv.comun.soc y personales (062)",114,21,,16,21,10,31,5,10
"Hogares privados con servicio doméstico (063)",206,50,,63,67,9,7,2,8
"Actividad economica no especificada (065)",379,129,,123,79,9,25,6,8
,,,,,,,,,
"URBANA (066)",6208,324,3,1363,1794,451,1308,200,765
"Agric., ganadería, caza y silvicultura (067)",1664,155,3,679,591,72,101,17,46
"Pesca (068)",1,,,,1,,,,
"Explotación de minas y canteras (069)",40,,,6,21,4,4,1,4
"Industrias manufactureras (070)",173,6,,35,62,24,27,3,16
"Suministro de electricidad, gas y agua (071)",16,1,,4,9,,2,,
"Construcción (072)",650,22,,143,300,45,72,15,53
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",688,36,,157,244,58,118,22,53
"Venta, mant.y rep. veh.autom.y motoc. (074)",47,1,,6,11,6,18,,5
"Comercio al por mayor (075)",35,1,,4,17,5,3,,5
"Comercio al por menor (076)",606,34,,147,216,47,97,22,43
"Hoteles y restaurantes (077)",268,15,,78,92,26,30,12,15
"Trans., almac. y comunicaciones (078)",182,1,,24,70,30,32,6,19
"Intermediación financiera (079)",5,,,,,,1,1,3
"Activid.inmobil., empres. y de alquiler (080)",175,,,14,30,22,35,15,59
"Admin.pub. y defensa; p. segur.soc.afil (081)",394,3,,29,100,48,131,18,65
"Enseñanza (082)",1040,,,3,43,60,583,49,302
"Servicios sociales y de salud (083)",185,,,2,10,5,84,11,73
"Otras activ. serv.comun.soc y personales (084)",253,15,,40,75,31,46,18,28
"Hogares privados con servicio doméstico (085)",151,32,,48,42,9,9,2,9
"Actividad economica no especificada (087)",323,38,,101,104,17,33,10,20
"Hombres (088)",4405,165,3,1033,1421,337,811,128,507
"Agric., ganadería, caza y silvicultura (089)",1549,122,3,640,561,67,97,14,45
"Pesca (090)",1,,,,1,,,,
"Explotación de minas y canteras (091)",37,,,6,20,4,3,1,3
"Industrias manufactureras (092)",147,4,,31,56,22,20,2,12
"Suministro de electricidad, gas y agua (093)",16,1,,4,9,,2,,
"Construcción (094)",622,20,,138,287,45,68,14,50
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",349,3,,68,142,37,64,11,24
"Venta, mant.y rep. veh.autom.y motoc. (096)",46,,,6,11,6,18,,5
"Comercio al por mayor (097)",18,,,1,10,3,2,,2
"Comercio al por menor (098)",285,3,,61,121,28,44,11,17
"Hoteles y restaurantes (099)",84,1,,17,32,15,14,1,4
"Trans., almac. y comunicaciones (100)",163,1,,23,65,26,27,6,15
"Intermediación financiera (101)",4,,,,,,1,,3
"Activid.inmobil., empres. y de alquiler (102)",138,,,13,28,17,24,15,41
"Admin.pub. y defensa; p. segur.soc.afil (103)",302,1,,26,78,40,91,14,52
"Enseñanza (104)",617,,,1,29,26,336,28,197
"Servicios sociales y de salud (105)",71,,,2,5,2,32,5,25
"Otras activ. serv.comun.soc y personales (106)",166,4,,30,59,22,17,13,21
"Hogares privados con servicio doméstico (107)",13,2,,4,2,1,3,,1
"Actividad economica no especificada (109)",126,6,,30,47,13,12,4,14
"Mujeres (110)",1803,159,,330,373,114,497,72,258
"Agric., ganadería, caza y silvicultura (111)",115,33,,39,30,5,4,3,1
"Explotación de minas y canteras (113)",3,,,,1,,1,,1
"Industrias manufactureras (114)",26,2,,4,6,2,7,1,4
"Construcción (116)",28,2,,5,13,,4,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",339,33,,89,102,21,54,11,29
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,1,,,,,,,
"Comercio al por mayor (119)",17,1,,3,7,2,1,,3
"Comercio al por menor (120)",321,31,,86,95,19,53,11,26
"Hoteles y restaurantes (121)",184,14,,61,60,11,16,11,11
"Trans., almac. y comunicaciones (122)",19,,,1,5,4,5,,4
"Intermediación financiera (123)",1,,,,,,,1,
"Activid.inmobil., empres. y de alquiler (124)",37,,,1,2,5,11,,18
"Admin.pub. y defensa; p. segur.soc.afil (125)",92,2,,3,22,8,40,4,13
"Enseñanza (126)",423,,,2,14,34,247,21,105
"Servicios sociales y de salud (127)",114,,,,5,3,52,6,48
"Otras activ. serv.comun.soc y personales (128)",87,11,,10,16,9,29,5,7
"Hogares privados con servicio doméstico (129)",138,30,,44,40,8,6,2,8
"Actividad economica no especificada (131)",197,32,,71,57,4,21,6,6
,,,,,,,,,
"RURAL (132)",9535,1512,12,3153,2555,529,1085,226,463
"Agric., ganadería, caza y silvicultura (133)",4897,1133,12,2305,1194,91,134,11,17
"Pesca (134)",3,,,2,1,,,,
"Explotación de minas y canteras (135)",1026,9,,65,246,126,267,103,210
"Industrias manufactureras (136)",204,21,,36,55,30,46,5,11
"Suministro de electricidad, gas y agua (137)",65,5,,22,19,5,11,,3
"Construcción (138)",1148,98,,345,421,65,121,26,72
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",392,25,,57,75,37,153,17,28
"Venta, mant.y rep. veh.autom.y motoc. (140)",127,,,4,8,19,72,11,13
"Comercio al por mayor (141)",8,1,,2,2,,1,,2
"Comercio al por menor (142)",257,24,,51,65,18,80,6,13
"Hoteles y restaurantes (143)",158,20,,27,81,11,14,3,2
"Trans., almac. y comunicaciones (144)",154,2,,20,73,17,26,8,8
"Intermediación financiera (145)",2,,,,,,2,,
"Activid.inmobil., empres. y de alquiler (146)",381,3,,18,129,84,75,37,35
"Admin.pub. y defensa; p. segur.soc.afil (147)",263,22,,85,97,13,27,5,14
"Enseñanza (148)",219,,,5,24,23,130,5,32
"Servicios sociales y de salud (149)",49,,,1,6,2,21,1,18
"Otras activ. serv.comun.soc y personales (150)",190,28,,45,50,17,41,4,5
"Hogares privados con servicio doméstico (151)",72,20,,20,29,1,2,,
"Actividad economica no especificada (153)",312,126,,100,55,7,15,1,8
"Hombres (154)",8499,1168,10,2891,2350,491,970,220,399
"Agric., ganadería, caza y silvicultura (155)",4566,976,10,2185,1151,90,128,11,15
"Pesca (156)",3,,,2,1,,,,
"Explotación de minas y canteras (157)",992,9,,65,243,121,259,103,192
"Industrias manufactureras (158)",191,17,,35,51,29,44,5,10
"Suministro de electricidad, gas y agua (159)",63,4,,22,18,5,11,,3
"Construcción (160)",1105,81,,338,412,65,119,26,64
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",308,9,,30,50,30,146,17,26
"Venta, mant.y rep. veh.autom.y motoc. (162)",124,,,3,8,19,71,11,12
"Comercio al por mayor (163)",6,1,,2,1,,1,,1
"Comercio al por menor (164)",178,8,,25,41,11,74,6,13
"Hoteles y restaurantes (165)",79,4,,10,47,9,6,1,2
"Trans., almac. y comunicaciones (166)",145,2,,18,69,17,23,8,8
"Intermediación financiera (167)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (168)",359,1,,16,126,82,71,34,29
"Admin.pub. y defensa; p. segur.soc.afil (169)",236,18,,76,92,12,23,4,11
"Enseñanza (170)",132,,,5,8,12,79,5,23
"Servicios sociales y de salud (171)",22,,,1,2,1,9,1,8
"Otras activ. serv.comun.soc y personales (172)",163,18,,39,45,16,39,4,2
"Hogares privados con servicio doméstico (173)",4,,,1,2,,1,,
"Actividad economica no especificada (175)",130,29,,48,33,2,11,1,6
"Mujeres (176)",1036,344,2,262,205,38,115,6,64
"Agric., ganadería, caza y silvicultura (177)",331,157,2,120,43,1,6,,2
"Explotación de minas y canteras (179)",34,,,,3,5,8,,18
"Industrias manufactureras (180)",13,4,,1,4,1,2,,1
"Suministro de electricidad, gas y agua (181)",2,1,,,1,,,,
"Construcción (182)",43,17,,7,9,,2,,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",84,16,,27,25,7,7,,2
"Venta, mant.y rep. veh.autom.y motoc. (184)",3,,,1,,,1,,1
"Comercio al por mayor (185)",2,,,,1,,,,1
"Comercio al por menor (186)",79,16,,26,24,7,6,,
"Hoteles y restaurantes (187)",79,16,,17,34,2,8,2,
"Trans., almac. y comunicaciones (188)",9,,,2,4,,3,,
"Intermediación financiera (189)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (190)",22,2,,2,3,2,4,3,6
"Admin.pub. y defensa; p. segur.soc.afil (191)",27,4,,9,5,1,4,1,3
"Enseñanza (192)",87,,,,16,11,51,,9
"Servicios sociales y de salud (193)",27,,,,4,1,12,,10
"Otras activ. serv.comun.soc y personales (194)",27,10,,6,5,1,2,,3
"Hogares privados con servicio doméstico (195)",68,20,,19,27,1,1,,
"Actividad economica no especificada (197)",182,97,,52,22,5,4,,2
