"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",6,4,,1,1
"Primaria (063)",1424,1134,127,71,92
"Secundaria (064)",3368,2346,347,268,407
"Superior no univ. incompleta (065)",570,375,52,54,89
"Superior no univ. completa (066)",852,412,70,133,237
"Superior univ. incompleta (067)",467,277,42,53,95
"Superior univ. completa (068)",1089,465,114,180,330
"De 06 a 14 años (070)",83,69,9,1,4
"Sin nivel (071)",2,1,1,,
"Primaria (073)",37,35,2,,
"Secundaria (074)",44,33,6,1,4
"De 15 a 29 años (080)",2397,1504,251,229,413
"Sin nivel (081)",12,10,1,1,
"Educación inicial (082)",3,2,,1,
"Primaria (083)",199,141,25,15,18
"Secundaria (084)",1319,894,136,106,183
"Superior no univ. incompleta (085)",240,153,23,21,43
"Superior no univ. completa (086)",230,109,24,29,68
"Superior univ. incompleta (087)",199,113,23,26,37
"Superior univ. completa (088)",195,82,19,30,64
"De 30 a 44 años (090)",3132,1905,317,353,557
"Sin nivel (091)",84,57,8,8,11
"Educación inicial (092)",3,2,,,1
"Primaria (093)",367,270,43,20,34
"Secundaria (094)",1280,888,139,111,142
"Superior no univ. incompleta (095)",246,161,24,24,37
"Superior no univ. completa (096)",443,204,32,83,124
"Superior univ. incompleta (097)",173,94,15,21,43
"Superior univ. completa (098)",536,229,56,86,165
"De 45 a 64 años (100)",1918,1284,175,182,277
"Sin nivel (101)",78,56,9,7,6
"Primaria (103)",557,449,47,31,30
"Secundaria (104)",643,466,57,47,73
"Superior no univ. incompleta (105)",77,54,5,9,9
"Superior no univ. completa (106)",160,82,14,20,44
"Superior univ. incompleta (107)",83,58,4,6,15
"Superior univ. completa (108)",320,119,39,62,100
"De 65 y más años (110)",469,415,23,12,19
"Sin nivel (111)",47,40,4,1,2
"Primaria (113)",264,239,10,5,10
"Secundaria (114)",82,65,9,3,5
"Superior no univ. incompleta (115)",7,7,,,
"Superior no univ. completa (116)",19,17,,1,1
"Superior univ. incompleta (117)",12,12,,,
"Superior univ. completa (118)",38,35,,2,1
,,,,,
"RURAL (120)",2486,2036,215,112,123
"Sin nivel (121)",163,140,14,5,4
"Educación inicial (122)",2,1,1,,
"Primaria (123)",933,788,75,29,41
"Secundaria (124)",1146,935,94,65,52
"Superior no univ. incompleta (125)",56,46,2,5,3
"Superior no univ. completa (126)",54,39,4,2,9
"Superior univ. incompleta (127)",44,37,5,,2
"Superior univ. completa (128)",88,50,20,6,12
"De 06 a 14 años (130)",30,24,4,1,1
"Sin nivel (131)",4,4,,,
"Primaria (133)",14,11,2,1,
"Secundaria (134)",12,9,2,,1
"De 15 a 29 años (140)",859,662,109,42,46
"Sin nivel (141)",15,11,1,1,2
"Educación inicial (142)",2,1,1,,
"Primaria (143)",236,182,33,11,10
"Secundaria (144)",539,422,61,28,28
"Superior no univ. incompleta (145)",26,22,2,2,
"Superior no univ. completa (146)",20,12,3,,5
"Superior univ. incompleta (147)",10,6,4,,
"Superior univ. completa (148)",11,6,4,,1
"De 30 a 44 años (150)",785,622,67,49,47
"Sin nivel (151)",57,49,6,1,1
"Primaria (153)",234,182,23,12,17
"Secundaria (154)",391,319,27,27,18
"Superior no univ. incompleta (155)",17,14,,3,
"Superior no univ. completa (156)",20,15,1,2,2
"Superior univ. incompleta (157)",18,16,1,,1
"Superior univ. completa (158)",48,27,9,4,8
"De 45 a 64 años (160)",601,529,27,17,28
"Sin nivel (161)",58,50,5,2,1
"Primaria (163)",311,279,14,5,13
"Secundaria (164)",174,157,4,8,5
"Superior no univ. incompleta (165)",12,9,,,3
"Superior no univ. completa (166)",13,11,,,2
"Superior univ. incompleta (167)",11,10,,,1
"Superior univ. completa (168)",22,13,4,2,3
"De 65 y más años (170)",211,199,8,3,1
"Sin nivel (171)",29,26,2,1,
"Primaria (173)",138,134,3,,1
"Secundaria (174)",30,28,,2,
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",1,1,,,
"Superior univ. incompleta (177)",5,5,,,
"Superior univ. completa (178)",7,4,3,,
