"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CASTROVIRREYNA (000)",4941,54,176,335,602,933,1748,1093
"De 12 a 14 años (001)",8,,,,,,2,6
"De 15 a 19 años (002)",128,,,,,,77,51
"De 20 a 24 años (003)",390,,,,,,277,113
"De 25 a 29 años (004)",501,,,,,18,362,121
"De 30 a 34 años (005)",524,,,,,76,359,89
"De 35 a 39 años (006)",516,,,,5,119,330,62
"De 40 a 44 años (007)",475,,,,12,176,210,77
"De 45 a 49 años (008)",379,,,1,27,193,106,52
"De 50 y más años (009)",2020,54,176,334,558,351,25,522
"Sin nivel (010)",1058,36,95,143,199,135,142,308
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",5,,,,,,2,3
"De 20 a 24 años (013)",10,,,,,,8,2
"De 25 a 29 años (014)",24,,,,,1,17,6
"De 30 a 34 años (015)",22,,,,,1,18,3
"De 35 a 39 años (016)",43,,,,1,2,34,6
"De 40 a 44 años (017)",63,,,,2,10,37,14
"De 45 a 49 años (018)",53,,,,1,28,18,6
"De 50 y más años (019)",837,36,95,143,195,93,8,267
"Educacion Inicial (020)",5,,,,,,5,
"De 25 a 29 años (024)",3,,,,,,3,
"De 30 a 34 años (025)",1,,,,,,1,
"De 35 a 39 años (026)",1,,,,,,1,
"Primaria (030)",2071,18,74,164,315,484,672,344
"De 12 a 14 años (031)",4,,,,,,2,2
"De 15 a 19 años (032)",35,,,,,,23,12
"De 20 a 24 años (033)",84,,,,,,63,21
"De 25 a 29 años (034)",154,,,,,4,119,31
"De 30 a 34 años (035)",175,,,,,21,130,24
"De 35 a 39 años (036)",220,,,,1,54,150,15
"De 40 a 44 años (037)",223,,,,4,90,105,24
"De 45 a 49 años (038)",204,,,1,12,105,64,22
"De 50 y más años (039)",972,18,74,163,298,210,16,193
"Secundaria (040)",1248,,3,19,54,220,670,282
"De 12 a 14 años (041)",3,,,,,,,3
"De 15 a 19 años (042)",79,,,,,,48,31
"De 20 a 24 años (043)",244,,,,,,180,64
"De 25 a 29 años (044)",212,,,,,9,157,46
"De 30 a 34 años (045)",220,,,,,43,137,40
"De 35 a 39 años (046)",151,,,,2,41,87,21
"De 40 a 44 años (047)",116,,,,3,51,44,18
"De 45 a 49 años (048)",79,,,,7,41,16,15
"De 50 y más años (049)",144,,3,19,42,35,1,44
"Sup. no Univ. incompleta (050)",117,,1,1,6,19,63,27
"De 15 a 19 años (052)",7,,,,,,3,4
"De 20 a 24 años (053)",14,,,,,,8,6
"De 25 a 29 años (054)",30,,,,,1,23,6
"De 30 a 34 años (055)",24,,,,,1,19,4
