"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 45 a 49 años (048)",540,,,1,42,246,168,83
"De 50 y más años (049)",2542,49,168,390,688,450,44,753
,,,,,,,,
"URBANA (060)",6825,19,68,174,529,1293,2748,1994
"De 12 a 14 años (061)",8,,,,,,,8
"De 15 a 19 años (062)",187,,,,,,93,94
"De 20 a 24 años (063)",949,,,,,2,503,444
"De 25 a 29 años (064)",1097,,,,,31,701,365
"De 30 a 34 años (065)",1081,,,,,201,604,276
"De 35 a 39 años (066)",898,,,,3,258,472,165
"De 40 a 44 años (067)",698,,,,42,290,247,119
"De 45 a 49 años (068)",512,,,1,73,240,104,94
"De 50 y más años (069)",1395,19,68,173,411,271,24,429
"PEA (070)",3142,,14,55,267,708,1199,899
"De 12 a 14 años (071)",1,,,,,,,1
"De 15 a 19 años (072)",47,,,,,,28,19
"De 20 a 24 años (073)",357,,,,,1,164,192
"De 25 a 29 años (074)",491,,,,,16,285,190
"De 30 a 34 años (075)",561,,,,,100,298,163
"De 35 a 39 años (076)",495,,,,3,153,240,99
"De 40 a 44 años (077)",397,,,,32,172,129,64
"De 45 a 49 años (078)",286,,,1,55,131,48,51
"De 50 y más años (079)",507,,14,54,177,135,7,120
"Ocupada (080)",2972,,12,54,262,688,1120,836
"De 12 a 14 años (081)",1,,,,,,,1
"De 15 a 19 años (082)",44,,,,,,25,19
"De 20 a 24 años (083)",317,,,,,1,145,171
"De 25 a 29 años (084)",444,,,,,16,260,168
"De 30 a 34 años (085)",532,,,,,94,283,155
"De 35 a 39 años (086)",476,,,,3,148,230,95
"De 40 a 44 años (087)",382,,,,32,166,125,59
"De 45 a 49 años (088)",281,,,1,52,130,47,51
"De 50 y más años (089)",495,,12,53,175,133,5,117
"Desocupada (090)",170,,2,1,5,20,79,63
"De 15 a 19 años (092)",3,,,,,,3,
"De 20 a 24 años (093)",40,,,,,,19,21
"De 25 a 29 años (094)",47,,,,,,25,22
"De 30 a 34 años (095)",29,,,,,6,15,8
"De 35 a 39 años (096)",19,,,,,5,10,4
"De 40 a 44 años (097)",15,,,,,6,4,5
"De 45 a 49 años (098)",5,,,,3,1,1,
"De 50 y más años (099)",12,,2,1,2,2,2,3
"No PEA (100)",3683,19,54,119,262,585,1549,1095
"De 12 a 14 años (101)",7,,,,,,,7
"De 15 a 19 años (102)",140,,,,,,65,75
"De 20 a 24 años (103)",592,,,,,1,339,252
"De 25 a 29 años (104)",606,,,,,15,416,175
"De 30 a 34 años (105)",520,,,,,101,306,113
"De 35 a 39 años (106)",403,,,,,105,232,66
"De 40 a 44 años (107)",301,,,,10,118,118,55
"De 45 a 49 años (108)",226,,,,18,109,56,43
"De 50 y más años (109)",888,19,54,119,234,136,17,309
,,,,,,,,
"RURAL (120)",9009,42,178,532,1034,1805,3262,2156
"De 12 a 14 años (121)",11,,,,,,1,10
"De 15 a 19 años (122)",187,,,,,,95,92
"De 20 a 24 años (123)",940,,,,,3,520,417
"De 25 a 29 años (124)",962,,,,,18,651,293
"De 30 a 34 años (125)",900,,,,,109,631,160
"De 35 a 39 años (126)",907,,,,5,226,557,119
"De 40 a 44 años (127)",897,,,,8,327,467,95
"De 45 a 49 años (128)",778,,,2,53,351,282,90
"De 50 y más años (129)",3427,42,178,530,968,771,58,880
"PEA (130)",5039,12,64,260,550,1077,1874,1202
"De 12 a 14 años (131)",4,,,,,,1,3
"De 15 a 19 años (132)",101,,,,,,49,52
"De 20 a 24 años (133)",533,,,,,2,292,239
"De 25 a 29 años (134)",535,,,,,10,341,184
"De 30 a 34 años (135)",527,,,,,64,366,97
"De 35 a 39 años (136)",544,,,,4,123,341,76
"De 40 a 44 años (137)",558,,,,3,207,283,65
"De 45 a 49 años (138)",464,,,1,29,214,170,50
"De 50 y más años (139)",1773,12,64,259,514,457,31,436
"Ocupada (140)",5011,12,64,260,549,1075,1860,1191
"De 12 a 14 años (141)",4,,,,,,1,3
"De 15 a 19 años (142)",101,,,,,,49,52
"De 20 a 24 años (143)",524,,,,,2,285,237
"De 25 a 29 años (144)",526,,,,,10,340,176
"De 30 a 34 años (145)",524,,,,,64,364,96
"De 35 a 39 años (146)",542,,,,4,123,339,76
"De 40 a 44 años (147)",555,,,,3,206,281,65
"De 45 a 49 años (148)",463,,,1,28,214,170,50
"De 50 y más años (149)",1772,12,64,259,514,456,31,436
"Desocupada (150)",28,,,,1,2,14,11
"De 20 a 24 años (153)",9,,,,,,7,2
"De 25 a 29 años (154)",9,,,,,,1,8
"De 30 a 34 años (155)",3,,,,,,2,1
"De 35 a 39 años (156)",2,,,,,,2,
"De 40 a 44 años (157)",3,,,,,1,2,
"De 45 a 49 años (158)",1,,,,1,,,
"De 50 y más años (159)",1,,,,,1,,
"No PEA (160)",3970,30,114,272,484,728,1388,954
"De 12 a 14 años (161)",7,,,,,,,7
"De 15 a 19 años (162)",86,,,,,,46,40
"De 20 a 24 años (163)",407,,,,,1,228,178
"De 25 a 29 años (164)",427,,,,,8,310,109
"De 30 a 34 años (165)",373,,,,,45,265,63
"De 35 a 39 años (166)",363,,,,1,103,216,43
"De 40 a 44 años (167)",339,,,,5,120,184,30
"De 45 a 49 años (168)",314,,,1,24,137,112,40
"De 50 y más años (169)",1654,30,114,271,454,314,27,444
