"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CASTILLA (000)",16479,2293,6868,5364,361,1373,220
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",68,65,,,3,,
"Profes., científicos e intelectuales (002)",832,746,,77,9,,
"Técnicos de nivel medio y trab. asimilados (003)",567,375,,153,32,5,2
"Jefes y empleados de oficina (004)",384,384,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1415,248,46,931,40,149,1
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3154,4,4,2900,245,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1583,,1249,306,13,15,
"Obreros construc.,conf.,papel, fab., instr. (008)",1132,79,626,410,7,10,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",7018,281,4902,477,4,1137,217
"Otra (010)",84,84,,,,,
"Ocupación no especificada (011)",242,27,41,110,8,56,
"Hombres (012)",11486,1308,5567,3689,277,623,22
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",50,47,,,3,,
"Profes., científicos e intelectuales (014)",375,331,,37,7,,
"Técnicos de nivel medio y trab. asimilados (015)",377,271,,86,17,3,
"Jefes y empleados de oficina (016)",197,197,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",489,138,30,291,12,18,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",2629,4,3,2409,212,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1482,,1223,237,12,10,
"Obreros construc.,conf.,papel, fab., instr. (020)",1116,79,621,400,7,9,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",4607,150,3668,190,2,575,22
"Otra (022)",83,83,,,,,
"Ocupación no especificada (023)",81,8,22,39,5,7,
"Mujeres (024)",4993,985,1301,1675,84,750,198
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",18,18,,,,,
"Profes., científicos e intelectuales (026)",457,415,,40,2,,
"Técnicos de nivel medio y trab. asimilados (027)",190,104,,67,15,2,2
"Jefes y empleados de oficina (028)",187,187,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",926,110,16,640,28,131,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",525,,1,491,33,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",101,,26,69,1,5,
"Obreros construc.,conf.,papel, fab., instr. (032)",16,,5,10,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2411,131,1234,287,2,562,195
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",161,19,19,71,3,49,
,,,,,,,
"URBANA (036)",9468,1781,3477,3179,186,691,154
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",57,54,,,3,,
"Profes., científicos e intelectuales (038)",665,592,,65,8,,
"Técnicos de nivel medio y trab. asimilados (039)",450,295,,123,27,5,
"Jefes y empleados de oficina (040)",291,291,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1106,160,20,759,35,131,1
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1333,,2,1242,89,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1141,,893,224,12,12,
"Obreros construc.,conf.,papel, fab., instr. (044)",790,63,417,295,5,10,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3389,234,2120,384,4,494,153
"Otra (046)",69,69,,,,,
"Ocupación no especificada (047)",177,23,25,87,3,39,
"Hombres (048)",6202,964,2821,1980,127,298,12
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",42,39,,,3,,
"Profes., científicos e intelectuales (050)",292,256,,30,6,,
"Técnicos de nivel medio y trab. asimilados (051)",294,207,,69,15,3,
"Jefes y empleados de oficina (052)",134,134,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",348,71,12,237,11,17,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1070,,1,995,74,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1058,,869,171,11,7,
"Obreros construc.,conf.,papel, fab., instr. (056)",778,63,413,288,5,9,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2049,120,1507,153,2,255,12
"Otra (058)",68,68,,,,,
"Ocupación no especificada (059)",69,6,19,37,,7,
"Mujeres (060)",3266,817,656,1199,59,393,142
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",15,15,,,,,
"Profes., científicos e intelectuales (062)",373,336,,35,2,,
"Técnicos de nivel medio y trab. asimilados (063)",156,88,,54,12,2,
"Jefes y empleados de oficina (064)",157,157,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",758,89,8,522,24,114,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",263,,1,247,15,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",83,,24,53,1,5,
"Obreros construc.,conf.,papel, fab., instr. (068)",12,,4,7,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1340,114,613,231,2,239,141
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",108,17,6,50,3,32,
,,,,,,,
"RURAL (072)",7011,512,3391,2185,175,682,66
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",11,11,,,,,
"Profes., científicos e intelectuales (074)",167,154,,12,1,,
"Técnicos de nivel medio y trab. asimilados (075)",117,80,,30,5,,2
"Jefes y empleados de oficina (076)",93,93,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",309,88,26,172,5,18,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1821,4,2,1658,156,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",442,,356,82,1,3,
"Obreros construc.,conf.,papel, fab., instr. (080)",342,16,209,115,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3629,47,2782,93,,643,64
"Otra (082)",15,15,,,,,
"Ocupación no especificada (083)",65,4,16,23,5,17,
"Hombres (084)",5284,344,2746,1709,150,325,10
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,8,,,,,
"Profes., científicos e intelectuales (086)",83,75,,7,1,,
"Técnicos de nivel medio y trab. asimilados (087)",83,64,,17,2,,
"Jefes y empleados de oficina (088)",63,63,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",141,67,18,54,1,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1559,4,2,1414,138,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",424,,354,66,1,3,
"Obreros construc.,conf.,papel, fab., instr. (092)",338,16,208,112,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2558,30,2161,37,,320,10
"Otra (094)",15,15,,,,,
"Ocupación no especificada (095)",12,2,3,2,5,,
"Mujeres (096)",1727,168,645,476,25,357,56
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
