"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia PALPA (000)",12875,6602,6273,8489,4246,4243,4386,2356,2030
"Menores de 1 año (001)",244,126,118,170,83,87,74,43,31
"Menores de 1 mes (002)",15,11,4,12,8,4,3,3,
"De 1 a 11 meses (003)",229,115,114,158,75,83,71,40,31
"De 1 a 4 años (004)",958,499,459,645,337,308,313,162,151
"1 año (005)",235,124,111,164,91,73,71,33,38
"2 años (006)",275,148,127,171,93,78,104,55,49
"3 años (007)",223,115,108,153,75,78,70,40,30
"4 años (008)",225,112,113,157,78,79,68,34,34
"De 5 a 9 años (009)",1032,537,495,687,356,331,345,181,164
"5 años (010)",212,119,93,137,78,59,75,41,34
"6 años (011)",181,96,85,126,66,60,55,30,25
"7 años (012)",203,108,95,136,74,62,67,34,33
"8 años (013)",218,116,102,147,72,75,71,44,27
"9 años (014)",218,98,120,141,66,75,77,32,45
"De 10 a 14 años (015)",1340,687,653,934,486,448,406,201,205
"10 años (016)",237,119,118,153,77,76,84,42,42
"11 años (017)",252,132,120,174,97,77,78,35,43
"12 años (018)",280,145,135,204,109,95,76,36,40
"13 años (019)",280,143,137,197,102,95,83,41,42
"14 años (020)",291,148,143,206,101,105,85,47,38
"De 15 a 19 años (021)",1302,683,619,852,436,416,450,247,203
"15 años (022)",294,161,133,189,103,86,105,58,47
"16 años (023)",267,137,130,180,92,88,87,45,42
"17 años (024)",257,128,129,164,78,86,93,50,43
"18 años (025)",243,138,105,166,86,80,77,52,25
"19 años (026)",241,119,122,153,77,76,88,42,46
"De 20 a 24 años (027)",1129,566,563,744,360,384,385,206,179
"20 años (028)",254,125,129,162,78,84,92,47,45
"21 años (029)",243,117,126,155,75,80,88,42,46
"22 años (030)",215,109,106,150,68,82,65,41,24
"23 años (031)",207,109,98,141,72,69,66,37,29
"24 años (032)",210,106,104,136,67,69,74,39,35
"De 25 a 29 años (033)",950,468,482,619,283,336,331,185,146
"25 años (034)",219,107,112,146,71,75,73,36,37
"26 años (035)",183,102,81,126,65,61,57,37,20
"27 años (036)",192,91,101,123,54,69,69,37,32
"28 años (037)",170,72,98,111,42,69,59,30,29
"29 años (038)",186,96,90,113,51,62,73,45,28
"De 30 a 34 años (039)",922,472,450,609,304,305,313,168,145
"30 años (040)",227,119,108,143,80,63,84,39,45
"31 años (041)",156,81,75,104,49,55,52,32,20
"32 años (042)",179,90,89,112,53,59,67,37,30
"33 años (043)",204,108,96,141,72,69,63,36,27
"34 años (044)",156,74,82,109,50,59,47,24,23
"De 35 a 39 años (045)",832,403,429,555,264,291,277,139,138
"35 años (046)",167,81,86,101,50,51,66,31,35
"36 años (047)",165,88,77,111,60,51,54,28,26
