"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia DOS DE MAYO (000)",47008,46508,337,163
"Hombres (001)",23313,23093,134,86
"Mujeres (002)",23695,23415,203,77
"Menores de 1 año (003)",935,827,66,42
"Hombres (004)",469,410,35,24
"Mujeres (005)",466,417,31,18
"De 1 a 5 años (006)",6113,5943,61,109
"Hombres (007)",3108,3022,31,55
"Mujeres (008)",3005,2921,30,54
"De 6 a 14 años (009)",12264,12244,14,6
"Hombres (010)",6235,6223,7,5
"Mujeres (011)",6029,6021,7,1
"De 15 a 29 años (012)",11555,11547,7,1
"Hombres (013)",5735,5731,3,1
"Mujeres (014)",5820,5816,4,
"De 30 a 44 años (015)",7389,7362,26,1
"Hombres (016)",3521,3508,12,1
"Mujeres (017)",3868,3854,14,
"De 45 a 64 años (018)",5845,5785,57,3
"Hombres (019)",2876,2857,19,
"Mujeres (020)",2969,2928,38,3
"De 65 a más años (021)",2907,2800,106,1
"Hombres (022)",1369,1342,27,
"Mujeres (023)",1538,1458,79,1
,,,,
"URBANA (024)",16433,16259,106,68
"Hombres (025)",8088,8007,44,37
"Mujeres (026)",8345,8252,62,31
"Menores de 1 año (027)",306,272,21,13
"Hombres (028)",149,133,9,7
"Mujeres (029)",157,139,12,6
"De 1 a 5 años (030)",1914,1847,14,53
"Hombres (031)",967,931,8,28
"Mujeres (032)",947,916,6,25
"De 6 a 14 años (033)",3982,3977,3,2
"Hombres (034)",2042,2038,2,2
"Mujeres (035)",1940,1939,1,
"De 15 a 29 años (036)",4205,4202,3,
"Hombres (037)",2069,2067,2,
"Mujeres (038)",2136,2135,1,
"De 30 a 44 años (039)",2942,2933,9,
"Hombres (040)",1377,1371,6,
"Mujeres (041)",1565,1562,3,
"De 45 a 64 años (042)",2067,2049,18,
"Hombres (043)",1035,1028,7,
"Mujeres (044)",1032,1021,11,
"De 65 a más años (045)",1017,979,38,
"Hombres (046)",449,439,10,
"Mujeres (047)",568,540,28,
,,,,
"RURAL (048)",30575,30249,231,95
"Hombres (049)",15225,15086,90,49
"Mujeres (050)",15350,15163,141,46
"Menores de 1 año (051)",629,555,45,29
"Hombres (052)",320,277,26,17
"Mujeres (053)",309,278,19,12
"De 1 a 5 años (054)",4199,4096,47,56
"Hombres (055)",2141,2091,23,27
"Mujeres (056)",2058,2005,24,29
"De 6 a 14 años (057)",8282,8267,11,4
"Hombres (058)",4193,4185,5,3
"Mujeres (059)",4089,4082,6,1
"De 15 a 29 años (060)",7350,7345,4,1
"Hombres (061)",3666,3664,1,1
"Mujeres (062)",3684,3681,3,
"De 30 a 44 años (063)",4447,4429,17,1
"Hombres (064)",2144,2137,6,1
"Mujeres (065)",2303,2292,11,
"De 45 a 64 años (066)",3778,3736,39,3
"Hombres (067)",1841,1829,12,
"Mujeres (068)",1937,1907,27,3
"De 65 a más años (069)",1890,1821,68,1
"Hombres (070)",920,903,17,
"Mujeres (071)",970,918,51,1
