"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",2168,,,,,764,741,622,41
"Superior univ. incompleto (037)",703,,,,92,295,159,148,9
"Superior univ. completo (038)",1344,,,,,315,475,528,26
"Hombres (040)",15692,682,1838,2111,1730,2528,2291,3570,942
"Sin nivel (041)",1130,682,111,24,12,28,40,106,127
"Educación inicial (042)",425,,404,11,2,4,4,,
"Primaria (043)",5729,,1323,1212,210,368,513,1455,648
"Secundaria (044)",5502,,,864,1336,1191,947,1063,101
"Superior no univ. incompleto (045)",813,,,,133,340,161,167,12
"Superior no univ. completo (046)",1009,,,,,334,300,348,27
"Superior univ. incompleto (047)",352,,,,37,125,84,98,8
"Superior univ. completo (048)",732,,,,,138,242,333,19
"Mujeres (050)",15821,692,1712,1974,1783,2962,2594,3342,762
"Sin nivel (051)",1905,692,125,16,25,57,106,504,380
"Educación inicial (052)",400,,381,8,1,5,5,,
"Primaria (053)",5654,,1206,1096,227,501,726,1568,330
"Secundaria (054)",4891,,,854,1299,1216,827,667,28
"Superior no univ. incompleto (055)",849,,,,176,406,181,84,2
"Superior no univ. completo (056)",1159,,,,,430,441,274,14
"Superior univ. incompleto (057)",351,,,,55,170,75,50,1
"Superior univ. completo (058)",612,,,,,177,233,195,7
,,,,,,,,,
"RURAL (060)",34763,2463,5748,5195,3671,6101,4579,5617,1389
"Sin nivel (061)",6980,2463,1142,147,155,423,451,1439,760
"Educación inicial (062)",1113,,955,56,15,49,38,,
"Primaria (063)",19086,,3651,4178,1589,3032,2637,3417,582
"Secundaria (064)",6733,,,814,1861,2243,1178,597,40
"Superior no univ. incompleto (065)",314,,,,45,153,77,38,1
"Superior no univ. completo (066)",324,,,,,128,122,70,4
"Superior univ. incompleto (067)",72,,,,6,43,16,7,
"Superior univ. completo (068)",141,,,,,30,60,49,2
"Hombres (070)",18190,1254,2925,2630,1921,3157,2453,3071,779
"Sin nivel (071)",2796,1254,570,65,54,120,103,352,278
"Educación inicial (072)",574,,504,24,7,18,21,,
"Primaria (073)",9956,,1851,2101,737,1399,1302,2104,462
"Secundaria (074)",4306,,,440,1093,1405,843,491,34
"Superior no univ. incompleto (075)",191,,,,25,87,53,26,
"Superior no univ. completo (076)",229,,,,,87,83,56,3
"Superior univ. incompleto (077)",53,,,,5,29,13,6,
"Superior univ. completo (078)",85,,,,,12,35,36,2
"Mujeres (080)",16573,1209,2823,2565,1750,2944,2126,2546,610
"Sin nivel (081)",4184,1209,572,82,101,303,348,1087,482
"Educación inicial (082)",539,,451,32,8,31,17,,
"Primaria (083)",9130,,1800,2077,852,1633,1335,1313,120
"Secundaria (084)",2427,,,374,768,838,335,106,6
"Superior no univ. incompleto (085)",123,,,,20,66,24,12,1
"Superior no univ. completo (086)",95,,,,,41,39,14,1
"Superior univ. incompleto (087)",19,,,,1,14,3,1,
"Superior univ. completo (088)",56,,,,,18,25,13,
