"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia TAMBOPATA (000)",27095,58534,54733,,1652,93.5,2.8
"De 12 a 14 años (001)",2487,28,27,,10,96.4,35.7
"De 15 a 19 años (002)",4341,1008,978,253,97,25.1,
"De 20 a 24 años (003)",4168,3638,3532,437,97.1,12,
"De 25 a 29 años (004)",3641,5852,5733,383,98,6.5,
"De 30 a 34 años (005)",3013,7246,7011,318,96.8,4.4,
"De 35 a 39 años (006)",2670,8165,7898,178,96.7,2.2,
"De 40 a 44 años (007)",2124,8015,7624,63,95.1,0.8,
"De 45 a 49 años (008)",1560,6786,6327,9,93.2,0.1,
"De 50 y más años (009)",3091,17796,15603,1,87.7,,
"Sin nivel (010)",1473,7331,6308,48,86,0.7,
"De 12 a 14 años (011)",19,1,1,,100,,
"De 15 a 19 años (012)",26,4,4,2,100,50,
"De 20 a 24 años (013)",40,36,36,5,100,13.9,
"De 25 a 29 años (014)",41,89,85,7,95.5,7.9,
"De 30 a 34 años (015)",146,448,427,10,95.3,2.2,
"De 35 a 39 años (016)",170,617,584,16,94.7,2.6,
"De 40 a 44 años (017)",149,671,628,7,93.6,1,
"De 45 a 49 años (018)",175,902,815,1,90.4,0.1,
"De 50 y más años (019)",707,4563,3728,,81.7,,
"Educacion Inicial (020)",53,114,105,3,92.1,2.6,
"De 12 a 14 años (021)",5,,,,,,
"De 15 a 19 años (022)",8,3,3,1,100,33.3,
"De 20 a 24 años (023)",2,,,,,,
"De 25 a 29 años (024)",14,25,24,,96,,
"De 30 a 34 años (025)",13,46,44,1,95.7,2.2,
"De 35 a 39 años (026)",11,40,34,1,85,2.5,
"Primaria (030)",5641,19377,17935,308,92.6,1.6,
"De 12 a 14 años (031)",852,7,7,2,100,28.6,
"De 15 a 19 años (032)",291,134,132,29,98.5,21.6,
"De 20 a 24 años (033)",353,480,467,48,97.3,10,
"De 25 a 29 años (034)",513,1142,1118,66,97.9,5.8,
"De 30 a 34 años (035)",645,2045,1969,86,96.3,4.2,
"De 35 a 39 años (036)",692,2720,2622,53,96.4,1.9,
"De 40 a 44 años (037)",668,3056,2871,21,93.9,0.7,
"De 45 a 49 años (038)",489,2510,2318,3,92.4,0.1,
"De 50 y más años (039)",1138,7283,6431,,88.3,,
