"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",725,4749,4040,8,85.1,0.2,
"De 50 y más años (039)",1995,13240,10728,,81,,
"Viudo(a) (040)",1658,9575,7287,7,76.1,0.1,
"De 15 a 19 años (042)",3,4,4,,100,,
"De 20 a 24 años (043)",7,13,12,,92.3,,
"De 25 a 29 años (044)",12,29,27,,93.1,,
"De 30 a 34 años (045)",24,99,92,3,92.9,3,
"De 35 a 39 años (046)",44,190,177,1,93.2,0.5,
"De 40 a 44 años (047)",74,381,324,2,85,0.5,
"De 45 a 49 años (048)",115,658,536,1,81.5,0.2,
"De 50 y más años (049)",1379,8201,6115,,74.6,,
"Divorciado(a) (050)",69,230,191,1,83,0.4,
"De 15 a 19 años (052)",2,1,1,1,100,100,
"De 20 a 24 años (053)",4,5,5,,100,,
"De 25 a 29 años (054)",4,8,6,,75,,
"De 30 a 34 años (055)",4,14,14,,100,,
"De 35 a 39 años (056)",11,39,34,,87.2,,
"De 40 a 44 años (057)",5,17,15,,88.2,,
"De 45 a 49 años (058)",10,36,30,,83.3,,
"De 50 y más años (059)",29,110,86,,78.2,,
"Soltero(a) (060)",4766,649,613,31,94.5,4.8,
"De 12 a 14 años (061)",1930,2,2,,100,,
"De 15 a 19 años (062)",1590,49,48,11,98,22.4,
"De 20 a 24 años (063)",512,101,99,10,98,9.9,
"De 25 a 29 años (064)",264,113,109,7,96.5,6.2,
"De 30 a 34 años (065)",139,102,102,2,100,2,
"De 35 a 39 años (066)",92,78,75,,96.2,,
"De 40 a 44 años (067)",64,57,51,1,89.5,1.8,
"De 45 a 49 años (068)",36,31,31,,100,,
"De 50 y más años (069)",139,116,96,,82.8,,
,,,,,,,
"URBANA (080)",3638,9892,8888,153,89.9,1.5,
"De 12 a 14 años (081)",386,1,1,,100,,
"De 15 a 19 años (082)",463,62,61,16,98.4,25.8,
"De 20 a 24 años (083)",352,312,307,28,98.4,9,
"De 25 a 29 años (084)",365,571,556,34,97.4,6,
"De 30 a 34 años (085)",363,819,805,33,98.3,4,
"De 35 a 39 años (086)",349,1165,1098,30,94.2,2.6,
"De 40 a 44 años (087)",273,1163,1087,12,93.5,1,
"De 45 a 49 años (088)",253,1284,1163,,90.6,,
"De 50 y más años (089)",834,4515,3810,,84.4,,
"Conviviente (090)",745,1778,1676,83,94.3,4.7,
"De 12 a 14 años (091)",3,,,,,,
"De 15 a 19 años (092)",61,43,42,11,97.7,25.6,
"De 20 a 24 años (093)",152,202,199,21,98.5,10.4,
"De 25 a 29 años (094)",157,295,288,16,97.6,5.4,
"De 30 a 34 años (095)",145,336,330,20,98.2,6,
"De 35 a 39 años (096)",97,330,311,13,94.2,3.9,
"De 40 a 44 años (097)",54,204,192,2,94.1,1,
"De 45 a 49 años (098)",27,146,131,,89.7,,
"De 50 y más años (099)",49,222,183,,82.4,,
"Separado(a) (100)",173,538,495,7,92,1.3,
"De 15 a 19 años (102)",7,6,6,3,100,50,
"De 20 a 24 años (103)",17,23,23,1,100,4.3,
"De 25 a 29 años (104)",14,24,22,1,91.7,4.2,
"De 30 a 34 años (105)",25,48,48,1,100,2.1,
"De 35 a 39 años (106)",23,51,47,1,92.2,2,
"De 40 a 44 años (107)",25,89,83,,93.3,,
"De 45 a 49 años (108)",19,92,83,,90.2,,
"De 50 y más años (109)",43,205,183,,89.3,,
"Casado(a) (110)",1170,5564,5046,53,90.7,1,
"De 15 a 19 años (112)",4,1,1,,100,,
"De 20 a 24 años (113)",23,39,39,3,100,7.7,
"De 25 a 29 años (114)",82,197,194,13,98.5,6.6,
"De 30 a 34 años (115)",128,378,370,11,97.9,2.9,
"De 35 a 39 años (116)",182,698,655,16,93.8,2.3,
"De 40 a 44 años (117)",154,754,706,10,93.6,1.3,
"De 45 a 49 años (118)",167,899,823,,91.5,,
"De 50 y más años (119)",430,2598,2258,,86.9,,
"Viudo(a) (120)",304,1651,1331,,80.6,,
"De 20 a 24 años (123)",2,2,2,,100,,
"De 30 a 34 años (125)",4,12,12,,100,,
"De 35 a 39 años (126)",10,37,36,,97.3,,
"De 40 a 44 años (127)",16,78,70,,89.7,,
"De 45 a 49 años (128)",24,114,96,,84.2,,
"De 50 y más años (129)",248,1408,1115,,79.2,,
"Divorciado(a) (130)",22,75,65,,86.7,,
"De 25 a 29 años (134)",1,2,2,,100,,
"De 35 a 39 años (136)",5,13,13,,100,,
"De 40 a 44 años (137)",2,9,7,,77.8,,
"De 45 a 49 años (138)",5,18,15,,83.3,,
"De 50 y más años (139)",9,33,28,,84.8,,
"Soltero(a) (140)",1224,286,275,10,96.2,3.5,
"De 12 a 14 años (141)",383,1,1,,100,,
"De 15 a 19 años (142)",391,12,12,2,100,16.7,
"De 20 a 24 años (143)",158,46,44,3,95.7,6.5,
"De 25 a 29 años (144)",111,53,50,4,94.3,7.5,
"De 30 a 34 años (145)",61,45,45,1,100,2.2,
"De 35 a 39 años (146)",32,36,36,,100,,
"De 40 a 44 años (147)",22,29,29,,100,,
"De 45 a 49 años (148)",11,15,15,,100,,
"De 50 y más años (149)",55,49,43,,87.8,,
,,,,,,,
"RURAL (160)",11860,40521,34160,729,84.3,1.8,
"De 12 a 14 años (161)",1563,6,6,,100,,
"De 15 a 19 años (162)",1553,386,378,106,97.9,27.5,
"De 20 a 24 años (163)",1256,1604,1543,183,96.2,11.4,
"De 25 a 29 años (164)",1052,2647,2523,152,95.3,5.7,
"De 30 a 34 años (165)",959,3475,3218,99,92.6,2.8,
"De 35 a 39 años (166)",915,4270,3885,116,91,2.7,
"De 40 a 44 años (167)",857,5083,4478,63,88.1,1.2,
"De 45 a 49 años (168)",754,4759,3985,10,83.7,0.2,
"De 50 y más años (169)",2951,18291,14144,,77.3,,
"Conviviente (170)",1721,4291,3969,312,92.5,7.3,
"De 12 a 14 años (171)",12,3,3,,100,,
"De 15 a 19 años (172)",271,260,254,78,97.7,30,
"De 20 a 24 años (173)",555,898,859,121,95.7,13.5,
"De 25 a 29 años (174)",331,834,800,62,95.9,7.4,
"De 30 a 34 años (175)",205,661,629,25,95.2,3.8,
"De 35 a 39 años (176)",119,502,466,19,92.8,3.8,
"De 40 a 44 años (177)",81,394,355,6,90.1,1.5,
"De 45 a 49 años (178)",49,239,217,1,90.8,0.4,
"De 50 y más años (179)",98,500,386,,77.2,,
"Separado(a) (180)",340,883,799,32,90.5,3.6,
"De 12 a 14 años (181)",2,,,,,,
"De 15 a 19 años (182)",32,28,28,8,100,28.6,
"De 20 a 24 años (183)",69,94,88,14,93.6,14.9,
"De 25 a 29 años (184)",49,96,94,3,97.9,3.1,
"De 30 a 34 años (185)",29,72,67,3,93.1,4.2,
"De 35 a 39 años (186)",43,147,133,4,90.5,2.7,
"De 40 a 44 años (187)",37,142,132,,93,,
"De 45 a 49 años (188)",26,92,80,,87,,
"De 50 y más años (189)",53,212,177,,83.5,,
"Casado(a) (190)",4856,26905,22972,356,85.4,1.3,
"De 12 a 14 años (191)",2,2,2,,100,,
"De 15 a 19 años (192)",46,56,55,10,98.2,17.9,
"De 20 a 24 años (193)",269,541,526,41,97.2,7.6,
"De 25 a 29 años (194)",504,1622,1539,84,94.9,5.2,
"De 30 a 34 años (195)",623,2584,2371,67,91.8,2.6,
"De 35 a 39 años (196)",653,3400,3085,92,90.7,2.7,
"De 40 a 44 años (197)",636,4208,3707,54,88.1,1.3,
"De 45 a 49 años (198)",558,3850,3217,8,83.6,0.2,
"De 50 y más años (199)",1565,10642,8470,,79.6,,
"Viudo(a) (200)",1354,7924,5956,7,75.2,0.1,
"De 15 a 19 años (202)",3,4,4,,100,,
"De 20 a 24 años (203)",5,11,10,,90.9,,
"De 25 a 29 años (204)",12,29,27,,93.1,,
"De 30 a 34 años (205)",20,87,80,3,92,3.4,
"De 35 a 39 años (206)",34,153,141,1,92.2,0.7,
"De 40 a 44 años (207)",58,303,254,2,83.8,0.7,
"De 45 a 49 años (208)",91,544,440,1,80.9,0.2,
"De 50 y más años (209)",1131,6793,5000,,73.6,,
"Divorciado(a) (210)",47,155,126,1,81.3,0.6,
"De 15 a 19 años (212)",2,1,1,1,100,100,
"De 20 a 24 años (213)",4,5,5,,100,,
"De 25 a 29 años (214)",3,6,4,,66.7,,
"De 30 a 34 años (215)",4,14,14,,100,,
"De 35 a 39 años (216)",6,26,21,,80.8,,
"De 40 a 44 años (217)",3,8,8,,100,,
"De 45 a 49 años (218)",5,18,15,,83.3,,
"De 50 y más años (219)",20,77,58,,75.3,,
"Soltero(a) (220)",3542,363,338,21,93.1,5.8,
"De 12 a 14 años (221)",1547,1,1,,100,,
"De 15 a 19 años (222)",1199,37,36,9,97.3,24.3,
"De 20 a 24 años (223)",354,55,55,7,100,12.7,
"De 25 a 29 años (224)",153,60,59,3,98.3,5,
"De 30 a 34 años (225)",78,57,57,1,100,1.8,
"De 35 a 39 años (226)",60,42,39,,92.9,,
"De 40 a 44 años (227)",42,28,22,1,78.6,3.6,
"De 45 a 49 años (228)",25,16,16,,100,,
"De 50 y más años (229)",84,67,53,,79.1,,
