"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",10201,1769,2683,3792,64,1838,55
"Sin nivel (001)",583,6,135,244,10,183,5
"Educación inicial (002)",8,,3,1,,4,
"Primaria (003)",2707,35,591,1447,14,615,5
"Secundaria (004)",3561,216,1220,1349,26,718,32
"Superior no univ. incompleta (005)",739,153,254,218,3,104,7
"Superior no univ. completa (006)",1139,528,266,245,5,92,3
"Superior univ. incompleta (007)",385,124,101,102,1,54,3
"Superior univ. completa (008)",1079,707,113,186,5,68,
"Hombres (010)",7108,1088,2113,2954,49,890,14
"Sin nivel (011)",207,4,43,118,4,36,2
"Educación inicial (012)",6,,2,1,,3,
"Primaria (013)",1844,23,410,1148,7,255,1
"Secundaria (014)",2713,151,1014,1101,24,413,10
"Superior no univ. incompleta (015)",564,100,232,163,3,66,
"Superior no univ. completa (016)",787,297,235,194,5,55,1
"Superior univ. incompleta (017)",284,95,82,78,1,28,
"Superior univ. completa (018)",703,418,95,151,5,34,
"Mujeres (020)",3093,681,570,838,15,948,41
"Sin nivel (021)",376,2,92,126,6,147,3
"Educación inicial (022)",2,,1,,,1,
"Primaria (023)",863,12,181,299,7,360,4
"Secundaria (024)",848,65,206,248,2,305,22
"Superior no univ. incompleta (025)",175,53,22,55,,38,7
"Superior no univ. completa (026)",352,231,31,51,,37,2
"Superior univ. incompleta (027)",101,29,19,24,,26,3
"Superior univ. completa (028)",376,289,18,35,,34,
,,,,,,,
"URBANA (030)",4643,1127,1096,1581,40,757,42
"Sin nivel (031)",175,3,33,68,5,63,3
"Educación inicial (032)",4,,2,,,2,
"Primaria (033)",1092,23,252,560,11,244,2
"Secundaria (034)",1566,126,522,581,15,295,27
"Superior no univ. incompleta (035)",299,81,85,81,2,45,5
"Superior no univ. completa (036)",627,342,101,132,4,45,3
"Superior univ. incompleta (037)",192,70,40,51,1,28,2
"Superior univ. completa (038)",688,482,61,108,2,35,
"Hombres (040)",3016,658,829,1149,30,338,12
"Sin nivel (041)",55,1,10,32,1,10,1
"Educación inicial (042)",4,,2,,,2,
"Primaria (043)",686,15,161,414,6,89,1
"Secundaria (044)",1125,90,422,428,14,162,9
"Superior no univ. incompleta (045)",197,47,76,49,2,23,
"Superior no univ. completa (046)",396,179,82,106,4,24,1
"Superior univ. incompleta (047)",129,50,27,37,1,14,
"Superior univ. completa (048)",424,276,49,83,2,14,
"Mujeres (050)",1627,469,267,432,10,419,30
"Sin nivel (051)",120,2,23,36,4,53,2
"Primaria (053)",406,8,91,146,5,155,1
"Secundaria (054)",441,36,100,153,1,133,18
"Superior no univ. incompleta (055)",102,34,9,32,,22,5
"Superior no univ. completa (056)",231,163,19,26,,21,2
"Superior univ. incompleta (057)",63,20,13,14,,14,2
"Superior univ. completa (058)",264,206,12,25,,21,
,,,,,,,
"RURAL (060)",5558,642,1587,2211,24,1081,13
"Sin nivel (061)",408,3,102,176,5,120,2
"Educación inicial (062)",4,,1,1,,2,
"Primaria (063)",1615,12,339,887,3,371,3
"Secundaria (064)",1995,90,698,768,11,423,5
"Superior no univ. incompleta (065)",440,72,169,137,1,59,2
"Superior no univ. completa (066)",512,186,165,113,1,47,
"Superior univ. incompleta (067)",193,54,61,51,,26,1
"Superior univ. completa (068)",391,225,52,78,3,33,
"Hombres (070)",4092,430,1284,1805,19,552,2
"Sin nivel (071)",152,3,33,86,3,26,1
"Educación inicial (072)",2,,,1,,1,
"Primaria (073)",1158,8,249,734,1,166,
"Secundaria (074)",1588,61,592,673,10,251,1
"Superior no univ. incompleta (075)",367,53,156,114,1,43,
"Superior no univ. completa (076)",391,118,153,88,1,31,
"Superior univ. incompleta (077)",155,45,55,41,,14,
"Superior univ. completa (078)",279,142,46,68,3,20,
"Mujeres (080)",1466,212,303,406,5,529,11
"Sin nivel (081)",256,,69,90,2,94,1
"Educación inicial (082)",2,,1,,,1,
"Primaria (083)",457,4,90,153,2,205,3
"Secundaria (084)",407,29,106,95,1,172,4
"Superior no univ. incompleta (085)",73,19,13,23,,16,2
"Superior no univ. completa (086)",121,68,12,25,,16,
"Superior univ. incompleta (087)",38,9,6,10,,12,1
"Superior univ. completa (088)",112,83,6,10,,13,
