"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SAN MIGUEL (000)",21847,63309,57644,,845,91.1,1.3
"De 12 a 14 años (001)",1991,8,8,,4,100,50
"De 15 a 19 años (002)",2516,376,371,107,98.7,28.5,
"De 20 a 24 años (003)",2125,1758,1720,208,97.8,11.8,
"De 25 a 29 años (004)",2037,3046,2981,186,97.9,6.1,
"De 30 a 34 años (005)",1952,4226,4091,170,96.8,4,
"De 35 a 39 años (006)",2036,5723,5535,107,96.7,1.9,
"De 40 a 44 años (007)",1617,5603,5312,54,94.8,1,
"De 45 a 49 años (008)",1489,6037,5676,8,94,0.1,
"De 50 y más años (009)",6084,36532,31950,1,87.5,,
"Conviviente (010)",7059,25301,23264,517,91.9,2,
"De 12 a 14 años (011)",25,3,3,2,100,66.7,
"De 15 a 19 años (012)",375,258,254,72,98.4,27.9,
"De 20 a 24 años (013)",883,1150,1128,143,98.1,12.4,
"De 25 a 29 años (014)",1007,1902,1852,114,97.4,6,
"De 30 a 34 años (015)",881,2355,2275,89,96.6,3.8,
"De 35 a 39 años (016)",888,2941,2834,58,96.4,2,
"De 40 a 44 años (017)",697,2788,2637,34,94.6,1.2,
"De 45 a 49 años (018)",573,2757,2576,4,93.4,0.1,
"De 50 y más años (019)",1730,11147,9705,1,87.1,,
"Separado(a) (020)",916,2422,2222,27,91.7,1.1,
"De 12 a 14 años (021)",3,2,2,2,100,100,
"De 15 a 19 años (022)",32,28,28,8,100,28.6,
"De 20 a 24 años (023)",82,92,90,5,97.8,5.4,
"De 25 a 29 años (024)",89,124,124,4,100,3.2,
"De 30 a 34 años (025)",101,182,179,4,98.4,2.2,
"De 35 a 39 años (026)",122,260,257,4,98.8,1.5,
"De 40 a 44 años (027)",92,244,217,,88.9,,
"De 45 a 49 años (028)",95,281,264,,94,,
"De 50 y más años (029)",300,1209,1061,,87.8,,
"Casado(a) (030)",5311,23861,21939,245,91.9,1,
"De 15 a 19 años (032)",67,28,28,9,100,32.1,
"De 20 a 24 años (033)",267,340,329,39,96.8,11.5,
"De 25 a 29 años (034)",452,840,827,63,98.5,7.5,
"De 30 a 34 años (035)",538,1370,1323,71,96.6,5.2,
"De 35 a 39 años (036)",658,2102,2044,40,97.2,1.9,
"De 40 a 44 años (037)",592,2264,2161,19,95.5,0.8,
