"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia PACHITEA (000)",17289,20,324,113,74,745,8957,297,331,5245,16,301,866
"Agric., ganadería, caza y silvicultura (001)",13754,,2,9,1,,8953,,,4789,,,
"Pesca (002)",7,,,,,,4,,,3,,,
"Explotación de minas y canteras (003)",23,,,,,,,18,,5,,,
"Industrias manufactureras (004)",257,,,,1,4,,247,2,3,,,
"Construcción (006)",164,,,,,,,4,123,37,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",769,,1,8,,630,,27,2,101,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",23,,,,,7,,15,1,,,,
"Comercio al por mayor (009)",37,,,3,,33,,1,,,,,
"Comercio al por menor (010)",709,,1,5,,590,,11,1,101,,,
"Hoteles y restaurantes (011)",184,,,7,3,99,,,,75,,,
"Trans., almac. y comunicaciones (012)",218,,,4,1,1,,,196,16,,,
"Activid.inmobil., empres. y alquileres (014)",35,,8,6,4,2,,,5,10,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",114,15,4,6,52,4,,,3,14,16,,
"Enseñanza (016)",254,5,242,1,2,,,,,4,,,
"Servicios sociales y de salud (017)",127,,64,54,3,2,,1,,3,,,
"Otras activ. serv.comun.soc y personales (018)",56,,3,17,1,3,,,,32,,,
"Hogares privados con servicio doméstico (019)",153,,,,,,,,,153,,,
"Actividad economica no especificada (021)",308,,,1,6,,,,,,,301,
"Desocupado (022)",866,,,,,,,,,,,,866
"Hombres (023)",14879,18,165,73,39,332,8589,151,329,4510,16,64,593
"Agric., ganadería, caza y silvicultura (024)",12912,,2,7,1,,8585,,,4317,,,
"Pesca (025)",7,,,,,,4,,,3,,,
"Explotación de minas y canteras (026)",23,,,,,,,18,,5,,,
"Industrias manufactureras (027)",109,,,,,3,,103,1,2,,,
"Construcción (029)",163,,,,,,,4,123,36,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",393,,1,7,,307,,26,2,50,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",21,,,,,5,,15,1,,,,
"Comercio al por mayor (032)",22,,,3,,19,,,,,,,
"Comercio al por menor (033)",350,,1,4,,283,,11,1,50,,,
"Hoteles y restaurantes (034)",28,,,2,3,13,,,,10,,,
"Trans., almac. y comunicaciones (035)",212,,,2,,,,,195,15,,,
"Activid.inmobil., empres. y alquileres (037)",28,,8,6,2,2,,,5,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",88,14,4,6,28,4,,,3,13,16,,
"Enseñanza (039)",123,4,115,1,,,,,,3,,,
"Servicios sociales y de salud (040)",64,,32,28,,2,,,,2,,,
"Otras activ. serv.comun.soc y personales (041)",25,,3,14,1,1,,,,6,,,
"Hogares privados con servicio doméstico (042)",43,,,,,,,,,43,,,
"Actividad economica no especificada (044)",68,,,,4,,,,,,,64,
"Desocupado (045)",593,,,,,,,,,,,,593
"Mujeres (046)",2410,2,159,40,35,413,368,146,2,735,,237,273
"Agric., ganadería, caza y silvicultura (047)",842,,,2,,,368,,,472,,,
"Industrias manufactureras (050)",148,,,,1,1,,144,1,1,,,
"Construcción (052)",1,,,,,,,,,1,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",376,,,1,,323,,1,,51,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,,,,,2,,,,,,,
"Comercio al por mayor (055)",15,,,,,14,,1,,,,,
"Comercio al por menor (056)",359,,,1,,307,,,,51,,,
"Hoteles y restaurantes (057)",156,,,5,,86,,,,65,,,
"Trans., almac. y comunicaciones (058)",6,,,2,1,1,,,1,1,,,
"Activid.inmobil., empres. y alquileres (060)",7,,,,2,,,,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",26,1,,,24,,,,,1,,,
"Enseñanza (062)",131,1,127,,2,,,,,1,,,
"Servicios sociales y de salud (063)",63,,32,26,3,,,1,,1,,,
"Otras activ. serv.comun.soc y personales (064)",31,,,3,,2,,,,26,,,
"Hogares privados con servicio doméstico (065)",110,,,,,,,,,110,,,
"Actividad economica no especificada (067)",240,,,1,2,,,,,,,237,
"Desocupado (068)",273,,,,,,,,,,,,273
,,,,,,,,,,,,,
"URBANA (069)",2799,11,209,76,57,461,762,122,156,636,16,57,236
"Agric., ganadería, caza y silvicultura (070)",1179,,2,3,,,761,,,413,,,
"Pesca (071)",2,,,,,,1,,,1,,,
"Explotación de minas y canteras (072)",18,,,,,,,13,,5,,,
"Industrias manufactureras (073)",89,,,,1,3,,82,1,2,,,
"Construcción (075)",56,,,,,,,3,43,10,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",489,,1,8,,395,,23,2,60,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",20,,,,,6,,13,1,,,,
"Comercio al por mayor (078)",20,,,3,,16,,1,,,,,
"Comercio al por menor (079)",449,,1,5,,373,,9,1,60,,,
"Hoteles y restaurantes (080)",109,,,6,3,53,,,,47,,,
"Trans., almac. y comunicaciones (081)",112,,,4,1,,,,103,4,,,
"Activid.inmobil., empres. y alquileres (083)",27,,8,5,3,1,,,4,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",85,8,3,3,41,4,,,3,7,16,,
"Enseñanza (085)",154,3,145,1,2,,,,,3,,,
"Servicios sociales y de salud (086)",85,,48,32,,2,,1,,2,,,
"Otras activ. serv.comun.soc y personales (087)",45,,2,13,1,3,,,,26,,,
"Hogares privados con servicio doméstico (088)",50,,,,,,,,,50,,,
"Actividad economica no especificada (090)",63,,,1,5,,,,,,,57,
"Desocupado (091)",236,,,,,,,,,,,,236
"Hombres (092)",2065,9,99,52,32,217,727,86,155,476,16,27,169
"Agric., ganadería, caza y silvicultura (093)",1118,,2,2,,,726,,,388,,,
"Pesca (094)",2,,,,,,1,,,1,,,
"Explotación de minas y canteras (095)",18,,,,,,,13,,5,,,
"Industrias manufactureras (096)",51,,,,,2,,48,,1,,,
"Construcción (098)",56,,,,,,,3,43,10,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",264,,1,7,,200,,22,2,32,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",18,,,,,4,,13,1,,,,
"Comercio al por mayor (101)",13,,,3,,10,,,,,,,
"Comercio al por menor (102)",233,,1,4,,186,,9,1,32,,,
"Hoteles y restaurantes (103)",18,,,2,3,7,,,,6,,,
"Trans., almac. y comunicaciones (104)",108,,,2,,,,,103,3,,,
"Activid.inmobil., empres. y alquileres (106)",22,,8,5,1,1,,,4,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",66,7,3,3,23,4,,,3,7,16,,
"Enseñanza (108)",64,2,59,1,,,,,,2,,,
"Servicios sociales y de salud (109)",45,,24,17,,2,,,,2,,,
"Otras activ. serv.comun.soc y personales (110)",23,,2,13,1,1,,,,6,,,
"Hogares privados con servicio doméstico (111)",10,,,,,,,,,10,,,
"Actividad economica no especificada (113)",31,,,,4,,,,,,,27,
"Desocupado (114)",169,,,,,,,,,,,,169
"Mujeres (115)",734,2,110,24,25,244,35,36,1,160,,30,67
"Agric., ganadería, caza y silvicultura (116)",61,,,1,,,35,,,25,,,
"Industrias manufactureras (119)",38,,,,1,1,,34,1,1,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",225,,,1,,195,,1,,28,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",2,,,,,2,,,,,,,
"Comercio al por mayor (124)",7,,,,,6,,1,,,,,
"Comercio al por menor (125)",216,,,1,,187,,,,28,,,
"Hoteles y restaurantes (126)",91,,,4,,46,,,,41,,,
"Trans., almac. y comunicaciones (127)",4,,,2,1,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",5,,,,2,,,,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",19,1,,,18,,,,,,,,
"Enseñanza (131)",90,1,86,,2,,,,,1,,,
"Servicios sociales y de salud (132)",40,,24,15,,,,1,,,,,
"Otras activ. serv.comun.soc y personales (133)",22,,,,,2,,,,20,,,
"Hogares privados con servicio doméstico (134)",40,,,,,,,,,40,,,
"Actividad economica no especificada (136)",32,,,1,1,,,,,,,30,
"Desocupado (137)",67,,,,,,,,,,,,67
,,,,,,,,,,,,,
"RURAL (138)",14490,9,115,37,17,284,8195,175,175,4609,,244,630
"Agric., ganadería, caza y silvicultura (139)",12575,,,6,1,,8192,,,4376,,,
"Pesca (140)",5,,,,,,3,,,2,,,
"Explotación de minas y canteras (141)",5,,,,,,,5,,,,,
"Industrias manufactureras (142)",168,,,,,1,,165,1,1,,,
"Construcción (144)",108,,,,,,,1,80,27,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",280,,,,,235,,4,,41,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",3,,,,,1,,2,,,,,
"Comercio al por mayor (147)",17,,,,,17,,,,,,,
"Comercio al por menor (148)",260,,,,,217,,2,,41,,,
"Hoteles y restaurantes (149)",75,,,1,,46,,,,28,,,
"Trans., almac. y comunicaciones (150)",106,,,,,1,,,93,12,,,
"Activid.inmobil., empres. y alquileres (152)",8,,,1,1,1,,,1,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",29,7,1,3,11,,,,,7,,,
"Enseñanza (154)",100,2,97,,,,,,,1,,,
"Servicios sociales y de salud (155)",42,,16,22,3,,,,,1,,,
"Otras activ. serv.comun.soc y personales (156)",11,,1,4,,,,,,6,,,
"Hogares privados con servicio doméstico (157)",103,,,,,,,,,103,,,
"Actividad economica no especificada (159)",245,,,,1,,,,,,,244,
"Desocupado (160)",630,,,,,,,,,,,,630
"Hombres (161)",12814,9,66,21,7,115,7862,65,174,4034,,37,424
"Agric., ganadería, caza y silvicultura (162)",11794,,,5,1,,7859,,,3929,,,
"Pesca (163)",5,,,,,,3,,,2,,,
"Explotación de minas y canteras (164)",5,,,,,,,5,,,,,
"Industrias manufactureras (165)",58,,,,,1,,55,1,1,,,
"Construcción (167)",107,,,,,,,1,80,26,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (168)",129,,,,,107,,4,,18,,,
"Venta, mant.y rep. veh.autom.y motoc. (169)",3,,,,,1,,2,,,,,
"Comercio al por mayor (170)",9,,,,,9,,,,,,,
