"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",10414,488,1128,1248,872,1515,1309,2428,1426
"Sin nivel (001)",1655,488,97,8,14,30,70,325,623
"Educación inicial (002)",270,,251,11,1,4,3,,
"Primaria (003)",3688,,780,790,90,196,267,932,633
"Secundaria (004)",3435,,,439,717,860,598,689,132
"Superior no univ. incompleto (005)",358,,,,40,156,76,77,9
"Superior no univ. completo (006)",571,,,,,189,181,184,17
"Superior univ. incompleto (007)",113,,,,10,34,27,41,1
"Superior univ. completo (008)",324,,,,,46,87,180,11
"Hombres (010)",5294,234,591,619,472,818,677,1248,635
"Sin nivel (011)",554,234,50,3,6,7,26,85,143
"Educación inicial (012)",140,,132,5,1,1,1,,
"Primaria (013)",1841,,409,396,44,88,111,431,362
"Secundaria (014)",2008,,,215,397,498,353,449,96
"Superior no univ. incompleto (015)",199,,,,20,79,43,50,7
"Superior no univ. completo (016)",284,,,,,95,81,92,16
"Superior univ. incompleto (017)",73,,,,4,23,16,29,1
"Superior univ. completo (018)",195,,,,,27,46,112,10
"Mujeres (020)",5120,254,537,629,400,697,632,1180,791
"Sin nivel (021)",1101,254,47,5,8,23,44,240,480
"Educación inicial (022)",130,,119,6,,3,2,,
"Primaria (023)",1847,,371,394,46,108,156,501,271
"Secundaria (024)",1427,,,224,320,362,245,240,36
"Superior no univ. incompleto (025)",159,,,,20,77,33,27,2
"Superior no univ. completo (026)",287,,,,,94,100,92,1
"Superior univ. incompleto (027)",40,,,,6,11,11,12,
"Superior univ. completo (028)",129,,,,,19,41,68,1
,,,,,,,,,
"URBANA (030)",6979,325,764,877,580,1053,888,1620,872
"Sin nivel (031)",907,325,48,6,8,10,23,143,344
"Educación inicial (032)",198,,184,9,,4,1,,
"Primaria (033)",2297,,532,525,44,91,143,570,392
"Secundaria (034)",2432,,,337,486,586,420,498,105
"Superior no univ. incompleto (035)",295,,,,33,127,63,65,7
"Superior no univ. completo (036)",489,,,,,171,149,155,14
"Superior univ. incompleto (037)",86,,,,9,28,15,33,1
"Superior univ. completo (038)",275,,,,,36,74,156,9
"Hombres (040)",3491,158,409,423,316,552,451,814,368
"Sin nivel (041)",288,158,24,2,4,3,8,29,60
"Educación inicial (042)",107,,103,3,,1,,,
"Primaria (043)",1105,,282,255,23,39,54,242,210
"Secundaria (044)",1381,,,163,270,324,244,310,70
"Superior no univ. incompleto (045)",161,,,,16,64,35,40,6
"Superior no univ. completo (046)",230,,,,,81,63,73,13
"Superior univ. incompleto (047)",56,,,,3,20,9,23,1
"Superior univ. completo (048)",163,,,,,20,38,97,8
"Mujeres (050)",3488,167,355,454,264,501,437,806,504
"Sin nivel (051)",619,167,24,4,4,7,15,114,284
"Educación inicial (052)",91,,81,6,,3,1,,
"Primaria (053)",1192,,250,270,21,52,89,328,182
"Secundaria (054)",1051,,,174,216,262,176,188,35
"Superior no univ. incompleto (055)",134,,,,17,63,28,25,1
"Superior no univ. completo (056)",259,,,,,90,86,82,1
"Superior univ. incompleto (057)",30,,,,6,8,6,10,
"Superior univ. completo (058)",112,,,,,16,36,59,1
,,,,,,,,,
"RURAL (060)",3435,163,364,371,292,462,421,808,554
"Sin nivel (061)",748,163,49,2,6,20,47,182,279
"Educación inicial (062)",72,,67,2,1,,2,,
"Primaria (063)",1391,,248,265,46,105,124,362,241
"Secundaria (064)",1003,,,102,231,274,178,191,27
"Superior no univ. incompleto (065)",63,,,,7,29,13,12,2
"Superior no univ. completo (066)",82,,,,,18,32,29,3
"Superior univ. incompleto (067)",27,,,,1,6,12,8,
"Superior univ. completo (068)",49,,,,,10,13,24,2
"Hombres (070)",1803,76,182,196,156,266,226,434,267
"Sin nivel (071)",266,76,26,1,2,4,18,56,83
"Educación inicial (072)",33,,29,2,1,,1,,
"Primaria (073)",736,,127,141,21,49,57,189,152
"Secundaria (074)",627,,,52,127,174,109,139,26
"Superior no univ. incompleto (075)",38,,,,4,15,8,10,1
"Superior no univ. completo (076)",54,,,,,14,18,19,3
"Superior univ. incompleto (077)",17,,,,1,3,7,6,
"Superior univ. completo (078)",32,,,,,7,8,15,2
"Mujeres (080)",1632,87,182,175,136,196,195,374,287
"Sin nivel (081)",482,87,23,1,4,16,29,126,196
"Educación inicial (082)",39,,38,,,,1,,
"Primaria (083)",655,,121,124,25,56,67,173,89
"Secundaria (084)",376,,,50,104,100,69,52,1
"Superior no univ. incompleto (085)",25,,,,3,14,5,2,1
"Superior no univ. completo (086)",28,,,,,4,14,10,
"Superior univ. incompleto (087)",10,,,,,3,5,2,
"Superior univ. completo (088)",17,,,,,3,5,9,
