"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia JORGE BASADRE (000)",5571,2200,426,475,2470
"Hombres (001)",4053,1229,308,409,2107
"Mujeres (002)",1518,971,118,66,363
"De 06 a 14 años (003)",32,28,4,,
"Hombres (004)",16,12,4,,
"Mujeres (005)",16,16,,,
"De 15 a 29 años (006)",1679,607,124,138,810
"Hombres (007)",1163,310,84,117,652
"Mujeres (008)",516,297,40,21,158
"De 30 a 44 años (009)",2025,677,170,210,968
"Hombres (010)",1490,362,123,173,832
"Mujeres (011)",535,315,47,37,136
"De 45 a 64 años (012)",1560,678,117,117,648
"Hombres (013)",1177,399,90,109,579
"Mujeres (014)",383,279,27,8,69
"De 65 y más años (015)",275,210,11,10,44
"Hombres (016)",207,146,7,10,44
"Mujeres (017)",68,64,4,,
,,,,,
"URBANA (018)",3363,877,288,405,1793
"Hombres (019)",2552,438,212,350,1552
"Mujeres (020)",811,439,76,55,241
"De 06 a 14 años (021)",7,4,3,,
"Hombres (022)",5,2,3,,
"Mujeres (023)",2,2,,,
"De 15 a 29 años (024)",1029,277,70,106,576
"Hombres (025)",720,117,43,91,469
"Mujeres (026)",309,160,27,15,107
"De 30 a 44 años (027)",1272,295,122,186,669
"Hombres (028)",975,148,91,152,584
"Mujeres (029)",297,147,31,34,85
"De 45 a 64 años (030)",961,252,88,105,516
"Hombres (031)",773,137,70,99,467
"Mujeres (032)",188,115,18,6,49
"De 65 y más años (033)",94,49,5,8,32
"Hombres (034)",79,34,5,8,32
"Mujeres (035)",15,15,,,
,,,,,
"RURAL (036)",2208,1323,138,70,677
"Hombres (037)",1501,791,96,59,555
"Mujeres (038)",707,532,42,11,122
"De 06 a 14 años (039)",25,24,1,,
"Hombres (040)",11,10,1,,
"Mujeres (041)",14,14,,,
"De 15 a 29 años (042)",650,330,54,32,234
"Hombres (043)",443,193,41,26,183
"Mujeres (044)",207,137,13,6,51
"De 30 a 44 años (045)",753,382,48,24,299
"Hombres (046)",515,214,32,21,248
"Mujeres (047)",238,168,16,3,51
"De 45 a 64 años (048)",599,426,29,12,132
"Hombres (049)",404,262,20,10,112
"Mujeres (050)",195,164,9,2,20
"De 65 y más años (051)",181,161,6,2,12
"Hombres (052)",128,112,2,2,12
"Mujeres (053)",53,49,4,,
