"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAMANGA (000)",70472,21422,9625,31430,1247,5266,1482
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",178,152,,,26,,
"Profes., científicos e intelectuales (002)",10569,9019,,1406,115,29,
"Técnicos de nivel medio y trab. asimilados (003)",3795,2371,,1191,177,54,2
"Jefes y empleados de oficina (004)",3039,2996,,24,2,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",12425,2934,70,7884,279,1256,2
"Agricult.trabaj. calif.agrop. y pesqueros (006)",9160,2,2,8887,269,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",5641,,1657,3589,178,217,
"Obreros construc.,conf., papel, fab., instr. (008)",6876,1011,2210,3457,116,82,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",15958,1725,5195,4117,40,3403,1478
"Otra (010)",708,708,,,,,
"Ocupación no especificada (011)",2123,504,491,875,45,208,
"Hombres (012)",42882,11836,8088,19729,881,2287,61
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",122,103,,,19,,
"Profes., científicos e intelectuales (014)",5501,4505,,893,88,15,
"Técnicos de nivel medio y trab. asimilados (015)",2475,1449,,879,126,21,
"Jefes y empleados de oficina (016)",1549,1522,,18,2,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",4303,1468,38,2432,120,244,1
"Agricult.trabaj. calif.agrop. y pesqueros (018)",7824,2,2,7586,234,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",4556,,1401,2876,145,134,
"Obreros construc.,conf., papel, fab., instr. (020)",6645,1002,2143,3315,110,75,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",8092,848,4105,1344,13,1722,60
"Otra (022)",648,648,,,,,
"Ocupación no especificada (023)",1167,289,399,386,24,69,
"Mujeres (024)",27590,9586,1537,11701,366,2979,1421
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",56,49,,,7,,
"Profes., científicos e intelectuales (026)",5068,4514,,513,27,14,
"Técnicos de nivel medio y trab. asimilados (027)",1320,922,,312,51,33,2
"Jefes y empleados de oficina (028)",1490,1474,,6,,10,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",8122,1466,32,5452,159,1012,1
"Agricult.trabaj. calif.agrop. y pesqueros (030)",1336,,,1301,35,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",1085,,256,713,33,83,
"Obreros construc.,conf., papel, fab., instr. (032)",231,9,67,142,6,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",7866,877,1090,2773,27,1681,1418
"Otra (034)",60,60,,,,,
"Ocupación no especificada (035)",956,215,92,489,21,139,
,,,,,,,
"URBANA (036)",57296,20955,7221,23840,1067,2806,1407
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",166,140,,,26,,
"Profes., científicos e intelectuales (038)",10361,8909,,1310,114,28,
"Técnicos de nivel medio y trab. asimilados (039)",3737,2343,,1163,177,52,2
"Jefes y empleados de oficina (040)",2985,2942,,24,2,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",11912,2846,66,7517,274,1207,2
"Agricult.trabaj. calif.agrop. y pesqueros (042)",2801,2,1,2675,123,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",5334,,1520,3455,175,184,
"Obreros construc.,conf., papel, fab., instr. (044)",6392,964,1985,3274,100,69,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",11488,1644,3337,3948,39,1117,1403
"Otra (046)",707,707,,,,,
"Ocupación no especificada (047)",1413,458,312,474,37,132,
"Hombres (048)",33024,11546,6110,13547,718,1045,58
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",113,94,,,19,,
"Profes., científicos e intelectuales (050)",5380,4434,,844,88,14,
"Técnicos de nivel medio y trab. asimilados (051)",2438,1437,,856,126,19,
"Jefes y empleados de oficina (052)",1505,1478,,18,2,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",4155,1421,37,2342,118,236,1
"Agricult.trabaj. calif.agrop. y pesqueros (054)",2184,2,1,2083,98,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",4295,,1282,2765,142,106,
"Obreros construc.,conf., papel, fab., instr. (056)",6167,955,1921,3135,94,62,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",5307,812,2614,1259,12,553,57
"Otra (058)",647,647,,,,,
"Ocupación no especificada (059)",833,266,255,245,19,48,
"Mujeres (060)",24272,9409,1111,10293,349,1761,1349
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",53,46,,,7,,
"Profes., científicos e intelectuales (062)",4981,4475,,466,26,14,
"Técnicos de nivel medio y trab. asimilados (063)",1299,906,,307,51,33,2
"Jefes y empleados de oficina (064)",1480,1464,,6,,10,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",7757,1425,29,5175,156,971,1
"Agricult.trabaj. calif.agrop. y pesqueros (066)",617,,,592,25,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",1039,,238,690,33,78,
"Obreros construc.,conf., papel, fab., instr. (068)",225,9,64,139,6,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",6181,832,723,2689,27,564,1346
"Otra (070)",60,60,,,,,
"Ocupación no especificada (071)",580,192,57,229,18,84,
,,,,,,,
"RURAL (072)",13176,467,2404,7590,180,2460,75
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",12,12,,,,,
"Profes., científicos e intelectuales (074)",208,110,,96,1,1,
"Técnicos de nivel medio y trab. asimilados (075)",58,28,,28,,2,
"Jefes y empleados de oficina (076)",54,54,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",513,88,4,367,5,49,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",6359,,1,6212,146,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",307,,137,134,3,33,
"Obreros construc.,conf., papel, fab., instr. (080)",484,47,225,183,16,13,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",4470,81,1858,169,1,2286,75
"Otra (082)",1,1,,,,,
"Ocupación no especificada (083)",710,46,179,401,8,76,
"Hombres (084)",9858,290,1978,6182,163,1242,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,9,,,,,
"Profes., científicos e intelectuales (086)",121,71,,49,,1,
"Técnicos de nivel medio y trab. asimilados (087)",37,12,,23,,2,
"Jefes y empleados de oficina (088)",44,44,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",148,47,1,90,2,8,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",5640,,1,5503,136,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",261,,119,111,3,28,
"Obreros construc.,conf., papel, fab., instr. (092)",478,47,222,180,16,13,
