"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hogares privados con servicio doméstico (041)",61,6,,12,27,4,4,4,4
"Organiz. y organos extraterritoriales (042)",1,,,,,,,,1
"Actividad economica no especificada (043)",328,15,,61,103,27,41,32,49
"Mujeres (044)",18521,1650,29,3329,4112,1141,3243,1372,3645
"Agric., ganadería, caza y silvicultura (045)",1883,695,3,794,301,12,31,11,36
"Pesca (046)",2,,,1,,1,,,
"Explotación de minas y canteras (047)",76,5,,2,10,1,15,8,35
"Industrias manufactureras (048)",602,35,1,120,182,31,108,53,72
"Suministro de electricidad, gas y agua (049)",20,1,,4,2,,4,3,6
"Construcción (050)",167,5,,24,31,15,15,26,51
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",5047,453,9,1160,1534,379,706,352,454
"Venta, mant.y rep. veh.autom.y motoc. (052)",67,1,,7,13,7,15,11,13
"Comercio al por mayor (053)",263,6,,34,68,24,59,29,43
"Comercio al por menor (054)",4717,446,9,1119,1453,348,632,312,398
"Hoteles y restaurantes (055)",1749,126,2,406,607,147,209,125,127
"Trans., almac. y comunicaciones (056)",477,5,,22,104,51,120,76,99
"Intermediación financiera (057)",147,,,,6,5,20,40,76
"Activid.inmobil., empres. y de alquiler (058)",973,1,,11,86,71,198,164,442
"Admin.pub. y defensa; p. segur.soc.afil (059)",838,9,,22,109,52,208,110,328
"Enseñanza (060)",2754,2,,,76,124,1095,157,1300
"Servicios sociales y de salud (061)",875,3,,14,64,41,215,98,440
"Otras activ. serv.comun.soc y personales (062)",844,90,,148,245,79,132,53,97
"Hogares privados con servicio doméstico (063)",1537,130,13,449,631,99,107,63,45
"Actividad economica no especificada (065)",530,90,1,152,124,33,60,33,37
,,,,,,,,,
"URBANA (066)",41493,1371,39,5866,11503,3021,6987,3786,8920
"Agric., ganadería, caza y silvicultura (067)",2975,325,4,1150,959,83,160,83,211
"Pesca (068)",6,,,1,2,,1,,2
"Explotación de minas y canteras (069)",776,3,1,80,177,47,134,73,261
"Industrias manufactureras (070)",2343,67,2,418,903,173,327,227,226
"Suministro de electricidad, gas y agua (071)",134,3,,18,44,6,21,15,27
"Construcción (072)",3737,80,5,720,1524,260,373,248,527
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",9344,445,9,1684,3200,815,1380,794,1017
"Venta, mant.y rep. veh.autom.y motoc. (074)",904,7,,88,316,117,204,68,104
"Comercio al por mayor (075)",651,10,,74,191,62,121,73,120
"Comercio al por menor (076)",7789,428,9,1522,2693,636,1055,653,793
"Hoteles y restaurantes (077)",2664,124,2,513,942,256,317,260,250
"Trans., almac. y comunicaciones (078)",3745,35,1,431,1520,328,573,409,448
"Intermediación financiera (079)",321,,,1,17,8,40,83,172
"Activid.inmobil., empres. y de alquiler (080)",2917,6,,50,359,251,461,496,1294
"Admin.pub. y defensa; p. segur.soc.afil (081)",2172,12,,71,315,138,465,307,864
"Enseñanza (082)",5227,2,,1,157,229,1984,322,2532
"Servicios sociales y de salud (083)",1326,3,,15,112,64,280,148,704
"Otras activ. serv.comun.soc y personales (084)",1694,87,1,190,499,210,269,189,249
"Hogares privados con servicio doméstico (085)",1401,117,13,381,573,95,106,67,49
"Organiz. y organos extraterritoriales (086)",1,,,,,,,,1
"Actividad economica no especificada (087)",710,62,1,142,200,58,96,65,86
"Hombres (088)",25203,429,15,3419,7832,1925,3825,2433,5325
"Agric., ganadería, caza y silvicultura (089)",2407,174,4,917,845,74,136,76,181
"Pesca (090)",5,,,,2,,1,,2
"Explotación de minas y canteras (091)",712,2,1,79,171,46,119,66,228
"Industrias manufactureras (092)",1787,40,2,312,737,146,220,176,154
"Suministro de electricidad, gas y agua (093)",115,2,,15,42,6,17,12,21
"Construcción (094)",3580,77,5,701,1494,247,358,222,476
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",4577,60,1,632,1748,441,686,445,564
"Venta, mant.y rep. veh.autom.y motoc. (096)",839,6,,82,303,111,189,57,91
"Comercio al por mayor (097)",393,4,,43,124,38,63,44,77
"Comercio al por menor (098)",3345,50,1,507,1321,292,434,344,396
"Hoteles y restaurantes (099)",1010,14,,142,368,111,113,136,126
"Trans., almac. y comunicaciones (100)",3275,30,1,411,1420,277,454,333,349
"Intermediación financiera (101)",175,,,1,11,3,21,43,96
"Activid.inmobil., empres. y de alquiler (102)",1957,5,,41,275,183,264,335,854
"Admin.pub. y defensa; p. segur.soc.afil (103)",1352,3,,50,214,88,263,197,537
"Enseñanza (104)",2544,,,1,84,114,920,169,1256
"Servicios sociales y de salud (105)",472,,,1,50,23,72,51,275
"Otras activ. serv.comun.soc y personales (106)",898,8,1,65,260,137,139,136,152
"Hogares privados con servicio doméstico (107)",55,5,,11,23,4,4,4,4
"Organiz. y organos extraterritoriales (108)",1,,,,,,,,1
"Actividad economica no especificada (109)",281,9,,40,88,25,38,32,49
"Mujeres (110)",16290,942,24,2447,3671,1096,3162,1353,3595
"Agric., ganadería, caza y silvicultura (111)",568,151,,233,114,9,24,7,30
"Pesca (112)",1,,,1,,,,,
"Explotación de minas y canteras (113)",64,1,,1,6,1,15,7,33
"Industrias manufactureras (114)",556,27,,106,166,27,107,51,72
"Suministro de electricidad, gas y agua (115)",19,1,,3,2,,4,3,6
"Construcción (116)",157,3,,19,30,13,15,26,51
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",4767,385,8,1052,1452,374,694,349,453
"Venta, mant.y rep. veh.autom.y motoc. (118)",65,1,,6,13,6,15,11,13
"Comercio al por mayor (119)",258,6,,31,67,24,58,29,43
"Comercio al por menor (120)",4444,378,8,1015,1372,344,621,309,397
"Hoteles y restaurantes (121)",1654,110,2,371,574,145,204,124,124
"Trans., almac. y comunicaciones (122)",470,5,,20,100,51,119,76,99
"Intermediación financiera (123)",146,,,,6,5,19,40,76
"Activid.inmobil., empres. y de alquiler (124)",960,1,,9,84,68,197,161,440
"Admin.pub. y defensa; p. segur.soc.afil (125)",820,9,,21,101,50,202,110,327
"Enseñanza (126)",2683,2,,,73,115,1064,153,1276
"Servicios sociales y de salud (127)",854,3,,14,62,41,208,97,429
"Otras activ. serv.comun.soc y personales (128)",796,79,,125,239,73,130,53,97
"Hogares privados con servicio doméstico (129)",1346,112,13,370,550,91,102,63,45
"Actividad economica no especificada (131)",429,53,1,102,112,33,58,33,37
,,,,,,,,,
"RURAL (132)",11012,1767,11,4813,3531,210,353,122,205
"Agric., ganadería, caza y silvicultura (133)",7399,1495,9,3654,2023,61,80,37,40
"Pesca (134)",4,,,1,1,1,,1,
"Explotación de minas y canteras (135)",235,8,,67,89,8,29,12,22
"Industrias manufactureras (136)",322,22,1,120,150,14,5,5,5
"Suministro de electricidad, gas y agua (137)",22,1,,8,8,1,3,,1
"Construcción (138)",1008,58,,378,505,23,23,11,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",616,78,1,209,223,24,59,11,11
"Venta, mant.y rep. veh.autom.y motoc. (140)",102,1,,16,40,5,29,5,6
"Comercio al por mayor (141)",33,1,,14,16,,1,1,
"Comercio al por menor (142)",481,76,1,179,167,19,29,5,5
"Hoteles y restaurantes (143)",146,18,,49,63,2,7,3,4
"Trans., almac. y comunicaciones (144)",341,8,,80,199,11,27,4,12
"Intermediación financiera (145)",5,,,1,2,,1,1,
"Activid.inmobil., empres. y de alquiler (146)",111,1,,10,38,17,12,17,16
"Admin.pub. y defensa; p. segur.soc.afil (147)",119,,,29,62,6,15,2,5
"Enseñanza (148)",170,,,2,18,17,65,11,57
"Servicios sociales y de salud (149)",34,,,,5,1,8,2,18
"Otras activ. serv.comun.soc y personales (150)",135,16,,54,33,14,9,5,4
"Hogares privados con servicio doméstico (151)",197,19,,80,85,8,5,,
"Actividad economica no especificada (153)",148,43,,71,27,2,5,,
"Hombres (154)",8781,1059,6,3931,3090,165,272,103,155
"Agric., ganadería, caza y silvicultura (155)",6084,951,6,3093,1836,58,73,33,34
"Pesca (156)",3,,,1,1,,,1,
"Explotación de minas y canteras (157)",223,4,,66,85,8,29,11,20
"Industrias manufactureras (158)",276,14,,106,134,10,4,3,5
"Suministro de electricidad, gas y agua (159)",21,1,,7,8,1,3,,1
"Construcción (160)",998,56,,373,504,21,23,11,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",336,10,,101,141,19,47,8,10
"Venta, mant.y rep. veh.autom.y motoc. (162)",100,1,,15,40,4,29,5,6
"Comercio al por mayor (163)",28,1,,11,15,,,1,
"Comercio al por menor (164)",208,8,,75,86,15,18,2,4
"Hoteles y restaurantes (165)",51,2,,14,30,,2,2,1
"Trans., almac. y comunicaciones (166)",334,8,,78,195,11,26,4,12
"Intermediación financiera (167)",4,,,1,2,,,1,
"Activid.inmobil., empres. y de alquiler (168)",98,1,,8,36,14,11,14,14
"Admin.pub. y defensa; p. segur.soc.afil (169)",101,,,28,54,4,9,2,4
"Enseñanza (170)",99,,,2,15,8,34,7,33
"Servicios sociales y de salud (171)",13,,,,3,1,1,1,7
"Otras activ. serv.comun.soc y personales (172)",87,5,,31,27,8,7,5,4
"Hogares privados con servicio doméstico (173)",6,1,,1,4,,,,
"Actividad economica no especificada (175)",47,6,,21,15,2,3,,
"Mujeres (176)",2231,708,5,882,441,45,81,19,50
"Agric., ganadería, caza y silvicultura (177)",1315,544,3,561,187,3,7,4,6
"Pesca (178)",1,,,,,1,,,
"Explotación de minas y canteras (179)",12,4,,1,4,,,1,2
"Industrias manufactureras (180)",46,8,1,14,16,4,1,2,
"Suministro de electricidad, gas y agua (181)",1,,,1,,,,,
"Construcción (182)",10,2,,5,1,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",280,68,1,108,82,5,12,3,1
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,1,,1,,,
"Comercio al por mayor (185)",5,,,3,1,,1,,
"Comercio al por menor (186)",273,68,1,104,81,4,11,3,1
"Hoteles y restaurantes (187)",95,16,,35,33,2,5,1,3
"Trans., almac. y comunicaciones (188)",7,,,2,4,,1,,
"Intermediación financiera (189)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (190)",13,,,2,2,3,1,3,2
"Admin.pub. y defensa; p. segur.soc.afil (191)",18,,,1,8,2,6,,1
"Enseñanza (192)",71,,,,3,9,31,4,24
"Servicios sociales y de salud (193)",21,,,,2,,7,1,11
"Otras activ. serv.comun.soc y personales (194)",48,11,,23,6,6,2,,
"Hogares privados con servicio doméstico (195)",191,18,,79,81,8,5,,
"Actividad economica no especificada (197)",101,37,,50,12,,2,,
