"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia UTCUBAMBA (000)",25699,68,327,1023,2568,5591,11083,5039
"De 12 a 14 años (001)",37,,,,,,6,31
"De 15 a 19 años (002)",1082,,,,,,705,377
"De 20 a 24 años (003)",3253,,,,,21,2257,975
"De 25 a 29 años (004)",3714,,,,,250,2647,817
"De 30 a 34 años (005)",3513,,,,1,678,2251,583
"De 35 a 39 años (006)",3204,,,,33,1014,1708,449
"De 40 a 44 años (007)",2587,,,,164,1078,984,361
"De 45 a 49 años (008)",2145,,,8,337,1096,438,266
"De 50 y más años (009)",6164,68,327,1015,2033,1454,87,1180
"Sin nivel (010)",5391,50,217,562,1089,1289,1174,1010
"De 12 a 14 años (011)",5,,,,,,2,3
"De 15 a 19 años (012)",44,,,,,,37,7
"De 20 a 24 años (013)",164,,,,,,119,45
"De 25 a 29 años (014)",239,,,,,14,175,50
"De 30 a 34 años (015)",298,,,,,33,204,61
"De 35 a 39 años (016)",431,,,,2,120,250,59
"De 40 a 44 años (017)",495,,,,22,184,211,78
"De 45 a 49 años (018)",574,,,3,71,304,140,56
"De 50 y más años (019)",3141,50,217,559,994,634,36,651
"Educacion Inicial (020)",20,,,,,2,16,2
"De 20 a 24 años (023)",3,,,,,,2,1
"De 25 a 29 años (024)",5,,,,,,5,
"De 30 a 34 años (025)",9,,,,,2,6,1
"De 35 a 39 años (026)",3,,,,,,3,
"Primaria (030)",12970,18,104,394,1183,3045,6125,2101
"De 12 a 14 años (031)",17,,,,,,2,15
"De 15 a 19 años (032)",517,,,,,,345,172
"De 20 a 24 años (033)",1611,,,,,16,1193,402
"De 25 a 29 años (034)",1942,,,,,138,1462,342
"De 30 a 34 años (035)",1904,,,,,382,1284,238
"De 35 a 39 años (036)",1776,,,,19,576,981,200
"De 40 a 44 años (037)",1441,,,,98,615,561,167
"De 45 a 49 años (038)",1164,,,3,176,600,253,132
"De 50 y más años (039)",2598,18,104,391,890,718,44,433
"Secundaria (040)",5225,,3,44,202,854,2857,1265
"De 12 a 14 años (041)",15,,,,,,2,13
"De 15 a 19 años (042)",494,,,,,,306,188
"De 20 a 24 años (043)",1204,,,,,5,825,374
"De 25 a 29 años (044)",1096,,,,,74,759,263
"De 30 a 34 años (045)",891,,,,,199,529,163
"De 35 a 39 años (046)",614,,,,8,223,284,99
"De 40 a 44 años (047)",395,,,,33,177,119,66
"De 45 a 49 años (048)",237,,,1,62,106,28,40
"De 50 y más años (049)",279,,3,43,99,70,5,59
"Sup. no Univ. incompleta (050)",477,,1,1,16,68,224,167
