"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia SAN ROMAN (000)",96854,20280,10709,48918,1596,7228,1279,6844
"Agric., ganadería, caza y silvicultura (001)",7948,52,501,5013,78,2304,,
"Pesca (002)",21,2,11,7,1,,,
"Explotación de minas y canteras (003)",1052,91,809,110,35,7,,
"Industrias manufactureras (004)",12306,297,2582,8051,380,996,,
"Suministro de electricidad, gas y agua (005)",155,75,69,10,1,,,
"Construcción (006)",5761,244,4036,1310,104,67,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",26416,2390,689,19843,512,2982,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",2490,179,545,1457,126,183,,
"Comercio al por mayor (009)",1432,272,31,901,49,179,,
"Comercio al por menor (010)",22494,1939,113,17485,337,2620,,
"Hoteles y restaurantes (011)",4952,996,195,3297,150,314,,
"Trans., almac. y comunicaciones (012)",10715,1936,1069,7434,130,146,,
"Intermediación financiera (013)",437,401,3,27,5,1,,
"Activid.inmobil., empres. y alquileres (014)",2944,1666,126,1033,88,31,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",2695,2464,231,,,,,
"Enseñanza (016)",7054,6780,2,257,7,8,,
"Servicios sociales y de salud (017)",1797,1432,22,315,23,5,,
"Otras activ. serv.comun.soc y personales (018)",2085,755,97,1143,34,56,,
"Hogares privados con servicio doméstico (019)",1279,,,,,,1279,
"Actividad economica no especificada (021)",2393,699,267,1068,48,311,,
"Desocupado (022)",6844,,,,,,,6844
"Hombres (023)",56512,11991,9206,27495,1058,2325,134,4303
"Agric., ganadería, caza y silvicultura (024)",4400,41,317,3248,51,743,,
"Pesca (025)",20,2,11,6,1,,,
"Explotación de minas y canteras (026)",991,82,776,93,34,6,,
"Industrias manufactureras (027)",7490,210,1914,4598,270,498,,
"Suministro de electricidad, gas y agua (028)",136,64,64,7,1,,,
"Construcción (029)",5608,226,3941,1284,101,56,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",11036,1122,653,8297,306,658,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",2154,127,521,1294,115,97,,
"Comercio al por mayor (032)",713,168,28,459,31,27,,
"Comercio al por menor (033)",8169,827,104,6544,160,534,,
"Hoteles y restaurantes (034)",1310,395,66,681,60,108,,
"Trans., almac. y comunicaciones (035)",9896,1515,961,7194,112,114,,
"Intermediación financiera (036)",238,219,3,14,1,1,,
"Activid.inmobil., empres. y alquileres (037)",2131,1146,106,793,67,19,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",2012,1843,169,,,,,
"Enseñanza (039)",4068,3907,1,150,5,5,,
"Servicios sociales y de salud (040)",734,503,9,208,13,1,,
"Otras activ. serv.comun.soc y personales (041)",925,391,45,445,14,30,,
"Hogares privados con servicio doméstico (042)",134,,,,,,134,
"Actividad economica no especificada (044)",1080,325,170,477,22,86,,
"Desocupado (045)",4303,,,,,,,4303
"Mujeres (046)",40342,8289,1503,21423,538,4903,1145,2541
"Agric., ganadería, caza y silvicultura (047)",3548,11,184,1765,27,1561,,
"Pesca (048)",1,,,1,,,,
"Explotación de minas y canteras (049)",61,9,33,17,1,1,,
"Industrias manufactureras (050)",4816,87,668,3453,110,498,,
"Suministro de electricidad, gas y agua (051)",19,11,5,3,,,,
"Construcción (052)",153,18,95,26,3,11,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",15380,1268,36,11546,206,2324,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",336,52,24,163,11,86,,
"Comercio al por mayor (055)",719,104,3,442,18,152,,
"Comercio al por menor (056)",14325,1112,9,10941,177,2086,,
"Hoteles y restaurantes (057)",3642,601,129,2616,90,206,,
"Trans., almac. y comunicaciones (058)",819,421,108,240,18,32,,
"Intermediación financiera (059)",199,182,,13,4,,,
"Activid.inmobil., empres. y alquileres (060)",813,520,20,240,21,12,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",683,621,62,,,,,
"Enseñanza (062)",2986,2873,1,107,2,3,,
"Servicios sociales y de salud (063)",1063,929,13,107,10,4,,
"Otras activ. serv.comun.soc y personales (064)",1160,364,52,698,20,26,,
"Hogares privados con servicio doméstico (065)",1145,,,,,,1145,
"Actividad economica no especificada (067)",1313,374,97,591,26,225,,
"Desocupado (068)",2541,,,,,,,2541
,,,,,,,,
"URBANA (069)",88046,20002,9822,43838,1562,5062,1249,6511
"Agric., ganadería, caza y silvicultura (070)",2943,45,320,1935,64,579,,
"Pesca (071)",19,2,9,7,1,,,
"Explotación de minas y canteras (072)",948,89,712,105,35,7,,
"Industrias manufactureras (073)",10450,294,2341,6831,372,612,,
"Suministro de electricidad, gas y agua (074)",151,74,66,10,1,,,
"Construcción (075)",5413,242,3766,1244,100,61,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",26042,2370,671,19540,508,2953,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",2456,175,533,1441,125,182,,
"Comercio al por mayor (078)",1404,270,31,876,48,179,,
"Comercio al por menor (079)",22182,1925,107,17223,335,2592,,
"Hoteles y restaurantes (080)",4866,977,176,3261,148,304,,
"Trans., almac. y comunicaciones (081)",10343,1917,1033,7121,130,142,,
"Intermediación financiera (082)",436,401,3,26,5,1,,
"Activid.inmobil., empres. y alquileres (083)",2916,1648,119,1030,88,31,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",2652,2427,225,,,,,
"Enseñanza (085)",6924,6659,2,248,7,8,,
"Servicios sociales y de salud (086)",1782,1425,19,310,23,5,,
"Otras activ. serv.comun.soc y personales (087)",2051,741,95,1126,33,56,,
"Hogares privados con servicio doméstico (088)",1249,,,,,,1249,
"Actividad economica no especificada (090)",2350,691,265,1044,47,303,,
"Desocupado (091)",6511,,,,,,,6511
"Hombres (092)",51445,11813,8472,24312,1036,1623,133,4056
"Agric., ganadería, caza y silvicultura (093)",1828,36,210,1318,44,220,,
"Pesca (094)",18,2,9,6,1,,,
"Explotación de minas y canteras (095)",889,80,680,89,34,6,,
"Industrias manufactureras (096)",6440,207,1725,3904,262,342,,
"Suministro de electricidad, gas y agua (097)",132,63,61,7,1,,,
"Construcción (098)",5268,224,3678,1218,97,51,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",10843,1110,636,8143,304,650,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",2123,124,509,1280,114,96,,
"Comercio al por mayor (101)",692,166,28,440,31,27,,
"Comercio al por menor (102)",8028,820,99,6423,159,527,,
"Hoteles y restaurantes (103)",1288,388,61,675,60,104,,
"Trans., almac. y comunicaciones (104)",9532,1501,926,6883,112,110,,
"Intermediación financiera (105)",238,219,3,14,1,1,,
"Activid.inmobil., empres. y alquileres (106)",2108,1133,99,790,67,19,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",1977,1814,163,,,,,
"Enseñanza (108)",3993,3835,1,147,5,5,,
