"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",3239,13,1519,1095,506,106
"Sin nivel (031)",122,,8,43,44,27
"Educación inicial (032)",2,,2,,,
"Primaria (033)",473,2,76,171,176,48
"Secundaria (034)",1186,11,607,398,152,18
"Superior no univ. incompleta (035)",386,,264,102,19,1
"Superior no univ. completa (036)",471,,263,161,45,2
"Superior univ. incompleta (037)",250,,141,81,24,4
"Superior univ. completa (038)",349,,158,139,46,6
"No PEA (040)",30987,10655,9756,3910,3486,3180
"Sin nivel (041)",2414,147,93,287,664,1223
"Educación inicial (042)",739,711,21,7,,
"Primaria (043)",10504,7167,389,772,1085,1091
"Secundaria (044)",9676,2630,4713,1161,765,407
"Superior no univ. incompleta (045)",2312,,1734,367,166,45
"Superior no univ. completa (046)",1719,,617,605,331,166
"Superior univ. incompleta (047)",2116,,1747,202,127,40
"Superior univ. completa (048)",1507,,442,509,348,208
,,,,,,
"URBANA (060)",56641,9650,17540,14881,10445,4125
"Sin nivel (061)",3174,124,111,531,1081,1327
"Educación inicial (062)",685,631,33,21,,
"Primaria (063)",13162,6409,634,1837,2737,1545
"Secundaria (064)",17330,2486,7422,4201,2657,564
"Superior no univ. incompleta (065)",4943,,2852,1410,590,91
"Superior no univ. completa (066)",6572,,2233,2938,1173,228
"Superior univ. incompleta (067)",4178,,2594,956,550,78
"Superior univ. completa (068)",6597,,1661,2987,1657,292
"PEA (070)",29303,264,8784,11425,7416,1414
"Sin nivel (071)",1331,1,36,316,594,384
"Educación inicial (072)",31,5,12,14,,
"Primaria (073)",4080,125,333,1215,1815,592
"Secundaria (074)",8722,133,3247,3184,1969,189
"Superior no univ. incompleta (075)",2834,,1295,1062,430,47
"Superior no univ. completa (076)",4977,,1677,2370,861,69
"Superior univ. incompleta (077)",2189,,956,769,426,38
"Superior univ. completa (078)",5139,,1228,2495,1321,95
"Ocupada (080)",26327,252,7388,10413,6952,1322
"Sin nivel (081)",1229,1,29,279,559,361
"Educación inicial (082)",29,5,10,14,,
"Primaria (083)",3661,124,271,1060,1657,549
"Secundaria (084)",7614,122,2683,2811,1824,174
"Superior no univ. incompleta (085)",2483,,1057,967,412,47
"Superior no univ. completa (086)",4549,,1440,2223,819,67
"Superior univ. incompleta (087)",1949,,820,692,402,35
"Superior univ. completa (088)",4813,,1078,2367,1279,89
"Desocupada (090)",2976,12,1396,1012,464,92
"Sin nivel (091)",102,,7,37,35,23
"Educación inicial (092)",2,,2,,,
"Primaria (093)",419,1,62,155,158,43
"Secundaria (094)",1108,11,564,373,145,15
"Superior no univ. incompleta (095)",351,,238,95,18,
"Superior no univ. completa (096)",428,,237,147,42,2
"Superior univ. incompleta (097)",240,,136,77,24,3
"Superior univ. completa (098)",326,,150,128,42,6
"No PEA (100)",27338,9386,8756,3456,3029,2711
"Sin nivel (101)",1843,123,75,215,487,943
"Educación inicial (102)",654,626,21,7,,
"Primaria (103)",9082,6284,301,622,922,953
"Secundaria (104)",8608,2353,4175,1017,688,375
"Superior no univ. incompleta (105)",2109,,1557,348,160,44
"Superior no univ. completa (106)",1595,,556,568,312,159
"Superior univ. incompleta (107)",1989,,1638,187,124,40
"Superior univ. completa (108)",1458,,433,492,336,197
,,,,,,
"RURAL (120)",9230,1302,2495,2359,1999,1075
"Sin nivel (121)",1209,24,37,202,432,514
"Educación inicial (122)",89,86,,3,,
"Primaria (123)",2891,905,242,548,779,417
"Secundaria (124)",2962,287,1221,873,499,82
"Superior no univ. incompleta (125)",585,,366,149,57,13
"Superior no univ. completa (126)",735,,324,295,93,23
"Superior univ. incompleta (127)",324,,196,79,42,7
"Superior univ. completa (128)",435,,109,210,97,19
"PEA (130)",5581,33,1495,1905,1542,606
"Sin nivel (131)",638,,19,130,255,234
"Educación inicial (132)",4,1,,3,,
"Primaria (133)",1469,22,154,398,616,279
"Secundaria (134)",1894,10,683,729,422,50
"Superior no univ. incompleta (135)",382,,189,130,51,12
"Superior no univ. completa (136)",611,,263,258,74,16
"Superior univ. incompleta (137)",197,,87,64,39,7
"Superior univ. completa (138)",386,,100,193,85,8
"Ocupada (140)",5318,32,1372,1822,1500,592
"Sin nivel (141)",618,,18,124,246,230
"Educación inicial (142)",4,1,,3,,
"Primaria (143)",1415,21,140,382,598,274
"Secundaria (144)",1816,10,640,704,415,47
"Superior no univ. incompleta (145)",347,,163,123,50,11
"Superior no univ. completa (146)",568,,237,244,71,16
"Superior univ. incompleta (147)",187,,82,60,39,6
"Superior univ. completa (148)",363,,92,182,81,8
"Desocupada (150)",263,1,123,83,42,14
"Sin nivel (151)",20,,1,6,9,4
"Primaria (153)",54,1,14,16,18,5
"Secundaria (154)",78,,43,25,7,3
"Superior no univ. incompleta (155)",35,,26,7,1,1
"Superior no univ. completa (156)",43,,26,14,3,
"Superior univ. incompleta (157)",10,,5,4,,1
"Superior univ. completa (158)",23,,8,11,4,
"No PEA (160)",3649,1269,1000,454,457,469
"Sin nivel (161)",571,24,18,72,177,280
"Educación inicial (162)",85,85,,,,
"Primaria (163)",1422,883,88,150,163,138
"Secundaria (164)",1068,277,538,144,77,32
"Superior no univ. incompleta (165)",203,,177,19,6,1
"Superior no univ. completa (166)",124,,61,37,19,7
"Superior univ. incompleta (167)",127,,109,15,3,
"Superior univ. completa (168)",49,,9,17,12,11
