"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LUCANAS (000)",23947,77575,67743,,1010,87.3,1.3
"De 12 a 14 años (001)",2227,13,13,,1,100,7.7
"De 15 a 19 años (002)",2785,482,466,126,96.7,26.1,
"De 20 a 24 años (003)",2353,2028,1977,243,97.5,12,
"De 25 a 29 años (004)",2162,3590,3434,230,95.7,6.4,
"De 30 a 34 años (005)",1993,4949,4739,185,95.8,3.7,
"De 35 a 39 años (006)",1910,6470,6134,148,94.8,2.3,
"De 40 a 44 años (007)",1778,7686,7104,64,92.4,0.8,
"De 45 a 49 años (008)",1475,7446,6767,13,90.9,0.2,
"De 50 y más años (009)",7264,44911,37109,,82.6,,
"Sin nivel (010)",5148,32366,26223,100,81,0.3,
"De 12 a 14 años (011)",17,1,1,,100,,
"De 15 a 19 años (012)",46,27,27,2,100,7.4,
"De 20 a 24 años (013)",76,104,100,14,96.2,13.5,
"De 25 a 29 años (014)",90,248,229,18,92.3,7.3,
"De 30 a 34 años (015)",128,507,473,20,93.3,3.9,
"De 35 a 39 años (016)",199,989,909,23,91.9,2.3,
"De 40 a 44 años (017)",289,1662,1454,19,87.5,1.1,
"De 45 a 49 años (018)",335,2203,1925,4,87.4,0.2,
"De 50 y más años (019)",3968,26625,21105,,79.3,,
"Educacion Inicial (020)",16,53,51,2,96.2,3.8,
"De 15 a 19 años (022)",1,,,,,,
"De 20 a 24 años (023)",1,2,2,,100,,
"De 25 a 29 años (024)",4,7,7,,100,,
"De 30 a 34 años (025)",4,15,14,,93.3,,
"De 35 a 39 años (026)",6,29,28,2,96.6,6.9,
"Primaria (030)",7150,28328,25406,311,89.7,1.1,
"De 12 a 14 años (031)",900,2,2,,100,,
"De 15 a 19 años (032)",392,158,153,35,96.8,22.2,
"De 20 a 24 años (033)",404,631,612,54,97,8.6,
"De 25 a 29 años (034)",499,1275,1222,69,95.8,5.4,
"De 30 a 34 años (035)",581,1945,1837,60,94.4,3.1,
"De 35 a 39 años (036)",616,2653,2476,57,93.3,2.1,
"De 40 a 44 años (037)",724,3601,3330,30,92.5,0.8,
"De 45 a 49 años (038)",609,3362,3061,6,91,0.2,
"De 50 y más años (039)",2425,14701,12713,,86.5,,
"Secundaria (040)",7789,11038,10487,401,95,3.6,
