"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CARAVELI (000)",8597,53,194,451,835,1837,3127,2100
"De 12 a 14 años (001)",10,,,,,,,10
"De 15 a 19 años (002)",236,,,,,,146,90
"De 20 a 24 años (003)",1071,,,,,2,660,409
"De 25 a 29 años (004)",1217,,,,,72,794,351
"De 30 a 34 años (005)",1195,,,,2,230,670,293
"De 35 a 39 años (006)",1102,,,,10,423,493,176
"De 40 a 44 años (007)",868,,,,77,410,249,132
"De 45 a 49 años (008)",687,,,4,128,363,99,93
"De 50 y más años (009)",2211,53,194,447,618,337,16,546
"Conviviente (010)",4251,2,19,54,215,843,2168,950
"De 12 a 14 años (011)",5,,,,,,,5
"De 15 a 19 años (012)",177,,,,,,104,73
"De 20 a 24 años (013)",751,,,,,,516,235
"De 25 a 29 años (014)",848,,,,,50,606,192
"De 30 a 34 años (015)",765,,,,1,146,458,160
"De 35 a 39 años (016)",627,,,,3,244,302,78
"De 40 a 44 años (017)",384,,,,22,167,133,62
"De 45 a 49 años (018)",263,,,1,49,141,43,29
"De 50 y más años (019)",431,2,19,53,140,95,6,116
"Separado(a) (020)",501,1,7,24,73,152,140,104
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",10,,,,,,7,3
"De 20 a 24 años (023)",41,,,,,1,27,13
"De 25 a 29 años (024)",57,,,,,3,37,17
"De 30 a 34 años (025)",68,,,,,19,30,19
"De 35 a 39 años (026)",62,,,,1,30,20,11
"De 40 a 44 años (027)",59,,,,7,37,11,4
"De 45 a 49 años (028)",52,,,1,10,28,7,6
"De 50 y más años (029)",151,1,7,23,55,34,1,30
"Casado(a) (030)",2479,13,87,236,427,685,584,447
"De 15 a 19 años (032)",6,,,,,,2,4
"De 20 a 24 años (033)",78,,,,,1,50,27
"De 25 a 29 años (034)",139,,,,,9,99,31
"De 30 a 34 años (035)",236,,,,,48,146,42
"De 35 a 39 años (036)",317,,,,4,127,142,44
"De 40 a 44 años (037)",337,,,,36,170,91,40
"De 45 a 49 años (038)",300,,,2,53,160,45,40
"De 50 y más años (039)",1066,13,87,234,334,170,9,219
"Viudo(a) (040)",521,31,75,119,84,57,19,136
"De 20 a 24 años (043)",2,,,,,,2,
"De 25 a 29 años (044)",8,,,,,,4,4
"De 30 a 34 años (045)",14,,,,,2,5,7
"De 35 a 39 años (046)",4,,,,,,2,2
"De 40 a 44 años (047)",29,,,,6,13,5,5
"De 45 a 49 años (048)",22,,,,6,15,1,
"De 50 y más años (049)",442,31,75,119,72,27,,118
"Divorciado(a) (050)",47,1,2,5,5,14,3,17
"De 25 a 29 años (054)",2,,,,,1,,1
