"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PASCO (000)",52331,12498,14056,17088,664,3755,701,3569
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",118,106,,,12,,,
"Profes., científicos e intelectuales (002)",5403,4935,,399,55,14,,
"Técnicos de nivel medio y trab. asimilados (003)",2322,1686,,526,89,21,,
"Jefes y empleados de oficina (004)",2081,2060,,5,,16,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",5165,1498,91,2930,119,526,1,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7473,3,4,7275,189,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",6678,,5270,1260,64,84,,
"Obreros construc.,conf.,papel, fab., instr. (008)",5927,631,3201,1935,89,71,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",11482,1005,4718,2178,20,2861,700,
"Otra (010)",87,87,,,,,,
"Ocupación no especificada (011)",2026,487,772,580,27,160,,
"Desocupado (012)",3569,,,,,,,3569
"Hombres (013)",38110,7497,13119,12183,522,2158,121,2510
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",88,77,,,11,,,
"Profes., científicos e intelectuales (015)",2901,2576,,274,46,5,,
"Técnicos de nivel medio y trab. asimilados (016)",1671,1221,,373,66,11,,
"Jefes y empleados de oficina (017)",1129,1121,,3,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",2292,957,61,1113,53,108,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",6571,3,4,6391,171,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",6333,,5153,1060,59,61,,
"Obreros construc.,conf.,papel, fab., instr. (021)",5812,627,3141,1889,88,67,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",7508,564,4132,821,9,1861,121,
"Otra (023)",86,86,,,,,,
"Ocupación no especificada (024)",1209,265,628,259,19,38,,
"Desocupado (025)",2510,,,,,,,2510
"Mujeres (026)",14221,5001,937,4905,142,1597,580,1059
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",30,29,,,1,,,
"Profes., científicos e intelectuales (028)",2502,2359,,125,9,9,,
"Técnicos de nivel medio y trab. asimilados (029)",651,465,,153,23,10,,
"Jefes y empleados de oficina (030)",952,939,,2,,11,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",2873,541,30,1817,66,418,1,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",902,,,884,18,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",345,,117,200,5,23,,
"Obreros construc.,conf.,papel, fab., instr. (034)",115,4,60,46,1,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",3974,441,586,1357,11,1000,579,
"Otra (036)",1,1,,,,,,
"Ocupación no especificada (037)",817,222,144,321,8,122,,
"Desocupado (038)",1059,,,,,,,1059
,,,,,,,,
"URBANA (039)",40135,11466,10996,11947,509,1795,628,2794
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",111,100,,,11,,,
"Profes., científicos e intelectuales (041)",5079,4627,,384,54,14,,
"Técnicos de nivel medio y trab. asimilados (042)",2111,1491,,514,87,19,,
"Jefes y empleados de oficina (043)",1931,1910,,5,,16,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",4831,1395,59,2765,113,499,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",2901,1,3,2837,58,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",5732,,4410,1184,59,79,,
"Obreros construc.,conf.,papel, fab., instr. (047)",5048,540,2642,1721,82,63,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",7849,867,3240,2098,20,996,628,
"Otra (049)",85,85,,,,,,
"Ocupación no especificada (050)",1663,450,642,439,25,107,,
"Desocupado (051)",2794,,,,,,,2794
"Hombres (052)",28147,6704,10344,7813,384,854,106,1942
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",83,73,,,10,,,
"Profes., científicos e intelectuales (054)",2694,2378,,266,45,5,,
"Técnicos de nivel medio y trab. asimilados (055)",1493,1055,,363,64,11,,
"Jefes y empleados de oficina (056)",1016,1008,,3,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",2120,888,34,1048,51,99,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",2522,1,3,2463,53,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",5427,,4315,1002,54,56,,
"Obreros construc.,conf.,papel, fab., instr. (060)",4946,536,2592,1678,81,59,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",4793,438,2863,790,9,587,106,
"Otra (062)",84,84,,,,,,
"Ocupación no especificada (063)",1027,243,537,200,17,30,,
"Desocupado (064)",1942,,,,,,,1942
"Mujeres (065)",11988,4762,652,4134,125,941,522,852
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",28,27,,,1,,,
"Profes., científicos e intelectuales (067)",2385,2249,,118,9,9,,
"Técnicos de nivel medio y trab. asimilados (068)",618,436,,151,23,8,,
"Jefes y empleados de oficina (069)",915,902,,2,,11,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2711,507,25,1717,62,400,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",379,,,374,5,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",305,,95,182,5,23,,
"Obreros construc.,conf.,papel, fab., instr. (073)",102,4,50,43,1,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",3056,429,377,1308,11,409,522,
"Otra (075)",1,1,,,,,,
"Ocupación no especificada (076)",636,207,105,239,8,77,,
"Desocupado (077)",852,,,,,,,852
,,,,,,,,
"RURAL (078)",12196,1032,3060,5141,155,1960,73,775
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",7,6,,,1,,,
"Profes., científicos e intelectuales (080)",324,308,,15,1,,,
"Técnicos de nivel medio y trab. asimilados (081)",211,195,,12,2,2,,
"Jefes y empleados de oficina (082)",150,150,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",334,103,32,165,6,27,1,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",4572,2,1,4438,131,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",946,,860,76,5,5,,
"Obreros construc.,conf.,papel, fab., instr. (086)",879,91,559,214,7,8,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",3633,138,1478,80,,1865,72,
"Otra (088)",2,2,,,,,,
"Ocupación no especificada (089)",363,37,130,141,2,53,,
"Desocupado (090)",775,,,,,,,775
"Hombres (091)",9963,793,2775,4370,138,1304,15,568
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",5,4,,,1,,,
"Profes., científicos e intelectuales (093)",207,198,,8,1,,,
