"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ICA (000)",303050,11649,27711,31026,31863,59247,46585,70978,23991
"Sin nivel (001)",18440,11649,1435,172,182,313,433,1720,2536
"Educación inicial (002)",7565,,7254,174,46,53,38,,
"Primaria (003)",70749,,19022,17993,1543,2616,3387,13675,12513
"Secundaria (004)",114151,,,12687,23563,25382,19665,27214,5640
"Superior no univ. incompleto (005)",16320,,,,2778,7540,3142,2633,227
"Superior no univ. completo (006)",22511,,,,,8373,7092,6314,732
"Superior univ. incompleto (007)",19012,,,,3751,8272,2641,4050,298
"Superior univ. completo (008)",34302,,,,,6698,10187,15372,2045
"Hombres (010)",147802,5896,14080,15797,15615,29248,22153,33423,11590
"Sin nivel (011)",8081,5896,762,96,115,145,164,344,559
"Educación inicial (012)",3880,,3718,99,23,27,13,,
"Primaria (013)",33342,,9600,9248,792,1201,1356,5118,6027
"Secundaria (014)",58655,,,6354,11895,13651,10002,13720,3033
"Superior no univ. incompleto (015)",7654,,,,1153,3481,1537,1354,129
"Superior no univ. completo (016)",8968,,,,,3473,2805,2363,327
"Superior univ. incompleto (017)",10044,,,,1637,4322,1441,2433,211
"Superior univ. completo (018)",17178,,,,,2948,4835,8091,1304
"Mujeres (020)",155248,5753,13631,15229,16248,29999,24432,37555,12401
"Sin nivel (021)",10359,5753,673,76,67,168,269,1376,1977
"Educación inicial (022)",3685,,3536,75,23,26,25,,
"Primaria (023)",37407,,9422,8745,751,1415,2031,8557,6486
"Secundaria (024)",55496,,,6333,11668,11731,9663,13494,2607
"Superior no univ. incompleto (025)",8666,,,,1625,4059,1605,1279,98
"Superior no univ. completo (026)",13543,,,,,4900,4287,3951,405
"Superior univ. incompleto (027)",8968,,,,2114,3950,1200,1617,87
"Superior univ. completo (028)",17124,,,,,3750,5352,7281,741
,,,,,,,,,
"URBANA (030)",277278,10664,25530,28544,29273,53918,42692,65111,21546
"Sin nivel (031)",16370,10664,1286,154,173,272,350,1363,2108
"Educación inicial (032)",7066,,6770,168,44,49,35,,
"Primaria (033)",62758,,17474,16447,1346,2158,2816,11612,10905
