"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",103120,,,11775,21504,22246,17513,24763,5319
"Superior no univ. incompleto (035)",15314,,,,2592,7017,2975,2508,222
"Superior no univ. completo (036)",21209,,,,,7758,6676,6063,712
"Superior univ. incompleto (037)",18263,,,,3614,7973,2515,3880,281
"Superior univ. completo (038)",33178,,,,,6445,9812,14922,1999
"Hombres (040)",134573,5391,12965,14517,14302,26460,20171,30470,10297
"Sin nivel (041)",7244,5391,672,88,109,130,141,270,443
"Educación inicial (042)",3608,,3456,95,21,25,11,,
"Primaria (043)",29404,,8837,8461,688,978,1097,4221,5122
"Secundaria (044)",52579,,,5873,10811,11918,8840,12308,2829
"Superior no univ. incompleto (045)",7199,,,,1089,3250,1450,1284,126
"Superior no univ. completo (046)",8361,,,,,3177,2619,2253,312
"Superior univ. incompleto (047)",9620,,,,1584,4159,1366,2313,198
"Superior univ. completo (048)",16558,,,,,2823,4647,7821,1267
"Mujeres (050)",142705,5273,12565,14027,14971,27458,22521,34641,11249
"Sin nivel (051)",9126,5273,614,66,64,142,209,1093,1665
"Educación inicial (052)",3458,,3314,73,23,24,24,,
"Primaria (053)",33354,,8637,7986,658,1180,1719,7391,5783
"Secundaria (054)",50541,,,5902,10693,10328,8673,12455,2490
"Superior no univ. incompleto (055)",8115,,,,1503,3767,1525,1224,96
"Superior no univ. completo (056)",12848,,,,,4581,4057,3810,400
"Superior univ. incompleto (057)",8643,,,,2030,3814,1149,1567,83
"Superior univ. completo (058)",16620,,,,,3622,5165,7101,732
,,,,,,,,,
"RURAL (060)",25772,985,2181,2482,2590,5329,3893,5867,2445
"Sin nivel (061)",2070,985,149,18,9,41,83,357,428
"Educación inicial (062)",499,,484,6,2,4,3,,
"Primaria (063)",7991,,1548,1546,197,458,571,2063,1608
"Secundaria (064)",11031,,,912,2059,3136,2152,2451,321
"Superior no univ. incompleto (065)",1006,,,,186,523,167,125,5
"Superior no univ. completo (066)",1302,,,,,615,416,251,20
"Superior univ. incompleto (067)",749,,,,137,299,126,170,17
"Superior univ. completo (068)",1124,,,,,253,375,450,46
"Hombres (070)",13229,505,1115,1280,1313,2788,1982,2953,1293
"Sin nivel (071)",837,505,90,8,6,15,23,74,116
"Educación inicial (072)",272,,262,4,2,2,2,,
"Primaria (073)",3938,,763,787,104,223,259,897,905
"Secundaria (074)",6076,,,481,1084,1733,1162,1412,204
"Superior no univ. incompleto (075)",455,,,,64,231,87,70,3
"Superior no univ. completo (076)",607,,,,,296,186,110,15
"Superior univ. incompleto (077)",424,,,,53,163,75,120,13
"Superior univ. completo (078)",620,,,,,125,188,270,37
"Mujeres (080)",12543,480,1066,1202,1277,2541,1911,2914,1152
"Sin nivel (081)",1233,480,59,10,3,26,60,283,312
"Educación inicial (082)",227,,222,2,,2,1,,
"Primaria (083)",4053,,785,759,93,235,312,1166,703
"Secundaria (084)",4955,,,431,975,1403,990,1039,117
"Superior no univ. incompleto (085)",551,,,,122,292,80,55,2
"Superior no univ. completo (086)",695,,,,,319,230,141,5
"Superior univ. incompleto (087)",325,,,,84,136,51,50,4
"Superior univ. completo (088)",504,,,,,128,187,180,9
