"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",47,122,115,,94.3,,
"De 40 a 44 años (037)",40,177,160,,90.4,,
"De 45 a 49 años (038)",18,83,77,,92.8,,
"De 50 y más años (039)",27,147,134,,91.2,,
"No PEA (040)",24142,67883,60294,1079,88.8,1.6,
"De 12 a 14 años (041)",3715,16,16,3,100,18.8,
"De 15 a 19 años (042)",4276,500,495,143,99,28.6,
"De 20 a 24 años (043)",2914,2164,2118,285,97.9,13.2,
"De 25 a 29 años (044)",2019,3564,3493,264,98,7.4,
"De 30 a 34 años (045)",1720,5073,4911,181,96.8,3.6,
"De 35 a 39 años (046)",1590,6372,6081,137,95.4,2.2,
"De 40 a 44 años (047)",1237,6476,5979,56,92.3,0.9,
"De 45 a 49 años (048)",1098,6535,5954,10,91.1,0.2,
"De 50 y más años (049)",5573,37183,31247,,84,,
,,,,,,,
"URBANA (060)",23854,51971,48203,938,92.7,1.8,
"De 12 a 14 años (061)",2552,14,14,3,100,21.4,
"De 15 a 19 años (062)",3839,373,364,96,97.6,25.7,
"De 20 a 24 años (063)",3213,1745,1709,224,97.9,12.8,
"De 25 a 29 años (064)",2568,3258,3211,249,98.6,7.6,
"De 30 a 34 años (065)",2365,4936,4841,196,98.1,4,
"De 35 a 39 años (066)",2097,6096,5936,113,97.4,1.9,
"De 40 a 44 años (067)",1782,6482,6223,49,96,0.8,
"De 45 a 49 años (068)",1368,5842,5508,8,94.3,0.1,
"De 50 y más años (069)",4070,23225,20397,,87.8,,
"PEA (070)",9998,24359,23023,389,94.5,1.6,
"De 12 a 14 años (071)",142,3,3,,100,,
"De 15 a 19 años (072)",765,123,118,28,95.9,22.8,
"De 20 a 24 años (073)",1214,695,688,63,99,9.1,
"De 25 a 29 años (074)",1390,1526,1506,95,98.7,6.2,
"De 30 a 34 años (075)",1472,2760,2702,109,97.9,3.9,
"De 35 a 39 años (076)",1341,3586,3493,60,97.4,1.7,
"De 40 a 44 años (077)",1261,4287,4130,29,96.3,0.7,
"De 45 a 49 años (078)",910,3502,3306,5,94.4,0.1,
"De 50 y más años (079)",1503,7877,7077,,89.8,,
"Ocupada (080)",9503,23566,22270,362,94.5,1.5,
"De 12 a 14 años (081)",139,3,3,,100,,
"De 15 a 19 años (082)",718,111,106,23,95.5,20.7,
"De 20 a 24 años (083)",1093,628,621,54,98.9,8.6,
"De 25 a 29 años (084)",1279,1431,1412,89,98.7,6.2,
"De 30 a 34 años (085)",1383,2612,2556,102,97.9,3.9,
"De 35 a 39 años (086)",1297,3481,3394,60,97.5,1.7,
"De 40 a 44 años (087)",1222,4118,3978,29,96.6,0.7,
"De 45 a 49 años (088)",893,3428,3235,5,94.4,0.1,
"De 50 y más años (089)",1479,7754,6965,,89.8,,
"Desocupada (090)",495,793,753,27,95,3.4,
"De 12 a 14 años (091)",3,,,,,,
"De 15 a 19 años (092)",47,12,12,5,100,41.7,
"De 20 a 24 años (093)",121,67,67,9,100,13.4,
"De 25 a 29 años (094)",111,95,94,6,98.9,6.3,
"De 30 a 34 años (095)",89,148,146,7,98.6,4.7,
"De 35 a 39 años (096)",44,105,99,,94.3,,
"De 40 a 44 años (097)",39,169,152,,89.9,,
"De 45 a 49 años (098)",17,74,71,,95.9,,
"De 50 y más años (099)",24,123,112,,91.1,,
"No PEA (100)",13856,27612,25180,549,91.2,2,
"De 12 a 14 años (101)",2410,11,11,3,100,27.3,
"De 15 a 19 años (102)",3074,250,246,68,98.4,27.2,
"De 20 a 24 años (103)",1999,1050,1021,161,97.2,15.3,
"De 25 a 29 años (104)",1178,1732,1705,154,98.4,8.9,
"De 30 a 34 años (105)",893,2176,2139,87,98.3,4,
"De 35 a 39 años (106)",756,2510,2443,53,97.3,2.1,
"De 40 a 44 años (107)",521,2195,2093,20,95.4,0.9,
"De 45 a 49 años (108)",458,2340,2202,3,94.1,0.1,
"De 50 y más años (109)",2567,15348,13320,,86.8,,
,,,,,,,
"RURAL (120)",12186,47844,41949,626,87.7,1.3,
"De 12 a 14 años (121)",1334,5,5,,100,,
"De 15 a 19 años (122)",1357,292,290,84,99.3,28.8,
"De 20 a 24 años (123)",1143,1342,1322,150,98.5,11.2,
"De 25 a 29 años (124)",1057,2190,2141,130,97.8,5.9,
"De 30 a 34 años (125)",1043,3535,3383,107,95.7,3,
"De 35 a 39 años (126)",1041,4724,4458,103,94.4,2.2,
"De 40 a 44 años (127)",906,5311,4822,42,90.8,0.8,
"De 45 a 49 años (128)",827,5317,4786,10,90,0.2,
"De 50 y más años (129)",3478,25128,20742,,82.5,,
"PEA (130)",1900,7573,6835,96,90.3,1.3,
"De 12 a 14 años (131)",29,,,,,,
"De 15 a 19 años (132)",155,42,41,9,97.6,21.4,
"De 20 a 24 años (133)",228,228,225,25,98.7,11,
"De 25 a 29 años (134)",216,358,353,20,98.6,5.6,
"De 30 a 34 años (135)",216,638,611,14,95.8,2.2,
"De 35 a 39 años (136)",207,862,820,19,95.1,2.2,
"De 40 a 44 años (137)",190,1030,936,6,90.9,0.6,
"De 45 a 49 años (138)",187,1122,1034,3,92.2,0.3,
"De 50 y más años (139)",472,3293,2815,,85.5,,
"Ocupada (140)",1855,7497,6766,96,90.2,1.3,
"De 12 a 14 años (141)",27,,,,,,
"De 15 a 19 años (142)",144,40,40,9,100,22.5,
"De 20 a 24 años (143)",212,224,221,25,98.7,11.2,
"De 25 a 29 años (144)",213,356,351,20,98.6,5.6,
"De 30 a 34 años (145)",211,628,601,14,95.7,2.2,
"De 35 a 39 años (146)",204,845,804,19,95.1,2.2,
"De 40 a 44 años (147)",189,1022,928,6,90.8,0.6,
"De 45 a 49 años (148)",186,1113,1028,3,92.4,0.3,
"De 50 y más años (149)",469,3269,2793,,85.4,,
"Desocupada (150)",45,76,69,,90.8,,
"De 12 a 14 años (151)",2,,,,,,
"De 15 a 19 años (152)",11,2,1,,50,,
"De 20 a 24 años (153)",16,4,4,,100,,
"De 25 a 29 años (154)",3,2,2,,100,,
"De 30 a 34 años (155)",5,10,10,,100,,
"De 35 a 39 años (156)",3,17,16,,94.1,,
"De 40 a 44 años (157)",1,8,8,,100,,
"De 45 a 49 años (158)",1,9,6,,66.7,,
"De 50 y más años (159)",3,24,22,,91.7,,
"No PEA (160)",10286,40271,35114,530,87.2,1.3,
"De 12 a 14 años (161)",1305,5,5,,100,,
"De 15 a 19 años (162)",1202,250,249,75,99.6,30,
"De 20 a 24 años (163)",915,1114,1097,125,98.5,11.2,
"De 25 a 29 años (164)",841,1832,1788,110,97.6,6,
"De 30 a 34 años (165)",827,2897,2772,93,95.7,3.2,
"De 35 a 39 años (166)",834,3862,3638,84,94.2,2.2,
"De 40 a 44 años (167)",716,4281,3886,36,90.8,0.8,
"De 45 a 49 años (168)",640,4195,3752,7,89.4,0.2,
"De 50 y más años (169)",3006,21835,17927,,82.1,,
