"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",214,,,2,77,33,74,12,16
"Jefes y empleados de oficina (040)",276,,,,101,35,71,23,46
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",907,22,2,236,470,64,62,27,24
"Agricult.trabaj. calif.agrop. y pesquros (042)",532,35,1,213,234,23,9,10,7
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",410,6,1,82,239,27,36,11,8
"Obreros. construc., conf., papel, fab., instr (044)",831,4,1,158,538,64,36,21,9
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1280,98,10,441,608,69,29,10,15
"Otra (046)",76,,,,6,2,57,4,7
"Ocupación no especificada (047)",200,8,,56,99,16,9,5,7
"Hombres (048)",3603,79,8,731,1736,249,367,142,291
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",18,,,1,8,2,2,1,4
"Profes., científicos e intelectuales (050)",358,,,,9,17,95,45,192
"Técnicos de nivel medio ytrab.asimilados (051)",167,,,1,64,25,54,12,11
"Jefes y empleados de oficina (052)",158,,,,59,17,37,16,29
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",384,3,1,85,215,28,25,15,12
"Agricult.trabaj. calif.agrop. y pesquros (054)",458,22,1,173,215,22,8,10,7
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",366,5,1,75,212,24,32,10,7
"Obreros. construc., conf., papel, fab., instr (056)",794,3,1,144,521,60,35,21,9
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",697,43,4,224,354,42,17,5,8
"Otra (058)",75,,,,6,2,57,4,6
"Ocupación no especificada (059)",128,3,,28,73,10,5,3,6
"Mujeres (060)",1790,94,7,458,671,132,219,55,154
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",6,,,,1,,1,2,2
"Profes., científicos e intelectuales (062)",285,,,,17,29,105,26,108
"Técnicos de nivel medio ytrab.asimilados (063)",47,,,1,13,8,20,,5
"Jefes y empleados de oficina (064)",118,,,,42,18,34,7,17
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",523,19,1,151,255,36,37,12,12
"Agricult.trabaj. calif.agrop. y pesquros (066)",74,13,,40,19,1,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",44,1,,7,27,3,4,1,1
"Obreros. construc., conf., papel, fab., instr (068)",37,1,,14,17,4,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",583,55,6,217,254,27,12,5,7
"Otra (070)",1,,,,,,,,1
"Ocupación no especificada (071)",72,5,,28,26,6,4,2,1
,,,,,,,,,
"RURAL (072)",7562,2138,82,3697,1264,89,156,39,97
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",3,,,,,,,2,1
"Profes., científicos e intelectuales (074)",236,,,,14,37,106,21,58
"Técnicos de nivel medio ytrab.asimilados (075)",36,,,4,6,6,12,3,5
"Jefes y empleados de oficina (076)",22,,,1,15,1,1,2,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",112,11,,47,52,1,1,,
"Agricult.trabaj. calif.agrop. y pesquros (078)",1870,501,18,958,357,12,8,4,12
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",130,14,,61,48,4,1,,2
"Obreros. construc., conf., papel, fab., instr (080)",86,13,1,13,50,7,1,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",4843,1544,62,2519,667,16,16,4,15
"Otra (082)",8,,,,2,,5,,1
"Ocupación no especificada (083)",216,55,1,94,53,5,5,2,1
"Hombres (084)",5272,1275,39,2614,1051,69,119,31,74
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",3,,,,,,,2,1
"Profes., científicos e intelectuales (086)",156,,,,7,22,74,13,40
"Técnicos de nivel medio ytrab.asimilados (087)",31,,,4,4,6,9,3,5
"Jefes y empleados de oficina (088)",21,,,1,15,1,,2,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",51,4,,21,25,,1,,
"Agricult.trabaj. calif.agrop. y pesquros (090)",1565,384,13,809,325,12,8,4,10
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",121,12,,56,46,4,1,,2
"Obreros. construc., conf., papel, fab., instr (092)",72,4,,10,50,6,1,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",3123,853,25,1666,534,14,15,4,12
"Otra (094)",8,,,,2,,5,,1
"Ocupación no especificada (095)",121,18,1,47,43,4,5,2,1
"Mujeres (096)",2290,863,43,1083,213,20,37,8,23
"Profes., científicos e intelectuales (098)",80,,,,7,15,32,8,18
"Técnicos de nivel medio ytrab.asimilados (099)",5,,,,2,,3,,
"Jefes y empleados de oficina (100)",1,,,,,,1,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",61,7,,26,27,1,,,
"Agricult.trabaj. calif.agrop. y pesquros (102)",305,117,5,149,32,,,,2
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",9,2,,5,2,,,,
"Obreros. construc., conf., papel, fab., instr (104)",14,9,1,3,,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1720,691,37,853,133,2,1,,3
"Ocupación no especificada (107)",95,37,,47,10,1,,,
