"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CAJAMARCA (000)",296395,13467,30553,34387,33374,61791,45879,59519,17425
"Sin nivel (001)",46647,13467,3450,438,727,2964,4409,12901,8291
"Educación inicial (002)",7488,,6981,194,48,153,112,,
"Primaria (003)",115515,,20122,24237,9360,18898,15061,21385,6452
"Secundaria (004)",72959,,,9518,19549,19346,11713,11421,1412
"Superior no univ. incompleto (005)",7808,,,,1328,3639,1542,1200,99
"Superior no univ. completo (006)",13645,,,,,4740,4559,3936,410
"Superior univ. incompleto (007)",12083,,,,2362,6795,1506,1342,78
"Superior univ. completo (008)",20250,,,,,5256,6977,7334,683
"Hombres (010)",145533,6744,15322,17535,16542,30234,22714,28752,7690
"Sin nivel (011)",14552,6744,1716,167,196,544,684,2371,2130
"Educación inicial (012)",3725,,3536,84,15,51,39,,
"Primaria (013)",56892,,10070,12113,3677,7788,7042,12077,4125
"Secundaria (014)",41853,,,5171,10893,11405,7123,6527,734
"Superior no univ. incompleto (015)",4166,,,,641,1922,854,695,54
"Superior no univ. completo (016)",6706,,,,,2334,2305,1882,185
"Superior univ. incompleto (017)",6661,,,,1120,3705,925,862,49
"Superior univ. completo (018)",10978,,,,,2485,3742,4338,413
"Mujeres (020)",150862,6723,15231,16852,16832,31557,23165,30767,9735
"Sin nivel (021)",32095,6723,1734,271,531,2420,3725,10530,6161
"Educación inicial (022)",3763,,3445,110,33,102,73,,
"Primaria (023)",58623,,10052,12124,5683,11110,8019,9308,2327
"Secundaria (024)",31106,,,4347,8656,7941,4590,4894,678
"Superior no univ. incompleto (025)",3642,,,,687,1717,688,505,45
"Superior no univ. completo (026)",6939,,,,,2406,2254,2054,225
"Superior univ. incompleto (027)",5422,,,,1242,3090,581,480,29
"Superior univ. completo (028)",9272,,,,,2771,3235,2996,270
,,,,,,,,,
"URBANA (030)",164379,6945,15544,16247,18120,37126,27411,34438,8548
"Sin nivel (031)",15122,6945,855,140,198,615,904,3100,2365
"Educación inicial (032)",4526,,4219,134,28,84,61,,
"Primaria (033)",45392,,10470,9752,2334,5441,4915,8843,3637
