"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",50132,,,6221,12240,12593,8322,9449,1307
"Superior no univ. incompleto (035)",6611,,,,1093,3054,1303,1066,95
"Superior no univ. completo (036)",11986,,,,,4018,3929,3639,400
"Superior univ. incompleto (037)",11300,,,,2227,6361,1379,1258,75
"Superior univ. completo (038)",19310,,,,,4960,6598,7083,669
"Hombres (040)",79711,3509,7775,8220,8823,17920,13345,16479,3640
"Sin nivel (041)",5159,3509,437,65,72,117,125,423,411
"Educación inicial (042)",2268,,2145,60,11,32,20,,
"Primaria (043)",20548,,5193,4912,906,1958,1812,3883,1884
"Secundaria (044)",26474,,,3183,6289,6731,4611,4994,666
"Superior no univ. incompleto (045)",3351,,,,498,1537,671,593,52
"Superior no univ. completo (046)",5488,,,,,1851,1809,1651,177
"Superior univ. incompleto (047)",6118,,,,1047,3407,822,794,48
"Superior univ. completo (048)",10305,,,,,2287,3475,4141,402
"Mujeres (050)",84668,3436,7769,8027,9297,19206,14066,17959,4908
"Sin nivel (051)",9963,3436,418,75,126,498,779,2677,1954
"Educación inicial (052)",2258,,2074,74,17,52,41,,
"Primaria (053)",24844,,5277,4840,1428,3483,3103,4960,1753
"Secundaria (054)",23658,,,3038,5951,5862,3711,4455,641
"Superior no univ. incompleto (055)",3260,,,,595,1517,632,473,43
"Superior no univ. completo (056)",6498,,,,,2167,2120,1988,223
"Superior univ. incompleto (057)",5182,,,,1180,2954,557,464,27
"Superior univ. completo (058)",9005,,,,,2673,3123,2942,267
,,,,,,,,,
"RURAL (060)",132016,6522,15009,18140,15254,24665,18468,25081,8877
"Sin nivel (061)",31525,6522,2595,298,529,2349,3505,9801,5926
"Educación inicial (062)",2962,,2762,60,20,69,51,,
"Primaria (063)",70123,,9652,14485,7026,13457,10146,12542,2815
"Secundaria (064)",22827,,,3297,7309,6753,3391,1972,105
"Superior no univ. incompleto (065)",1197,,,,235,585,239,134,4
"Superior no univ. completo (066)",1659,,,,,722,630,297,10
"Superior univ. incompleto (067)",783,,,,135,434,127,84,3
"Superior univ. completo (068)",940,,,,,296,379,251,14
"Hombres (070)",65822,3235,7547,9315,7719,12314,9369,12273,4050
"Sin nivel (071)",9393,3235,1279,102,124,427,559,1948,1719
"Educación inicial (072)",1457,,1391,24,4,19,19,,
"Primaria (073)",36344,,4877,7201,2771,5830,5230,8194,2241
"Secundaria (074)",15379,,,1988,4604,4674,2512,1533,68
"Superior no univ. incompleto (075)",815,,,,143,385,183,102,2
"Superior no univ. completo (076)",1218,,,,,483,496,231,8
"Superior univ. incompleto (077)",543,,,,73,298,103,68,1
"Superior univ. completo (078)",673,,,,,198,267,197,11
"Mujeres (080)",66194,3287,7462,8825,7535,12351,9099,12808,4827
"Sin nivel (081)",22132,3287,1316,196,405,1922,2946,7853,4207
"Educación inicial (082)",1505,,1371,36,16,50,32,,
"Primaria (083)",33779,,4775,7284,4255,7627,4916,4348,574
"Secundaria (084)",7448,,,1309,2705,2079,879,439,37
"Superior no univ. incompleto (085)",382,,,,92,200,56,32,2
"Superior no univ. completo (086)",441,,,,,239,134,66,2
"Superior univ. incompleto (087)",240,,,,62,136,24,16,2
"Superior univ. completo (088)",267,,,,,98,112,54,3
