"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CAJATAMBO (000)",2968,10457,9234,,124,88.3,1.2
"De 12 a 14 años (001)",302,2,2,,,100,
"De 15 a 19 años (002)",304,56,56,13,100,23.2,
"De 20 a 24 años (003)",205,229,222,19,96.9,8.3,
"De 25 a 29 años (004)",230,466,453,36,97.2,7.7,
"De 30 a 34 años (005)",257,718,694,22,96.7,3.1,
"De 35 a 39 años (006)",265,965,923,27,95.6,2.8,
"De 40 a 44 años (007)",230,1009,947,5,93.9,0.5,
"De 45 a 49 años (008)",188,966,894,2,92.5,0.2,
"De 50 y más años (009)",987,6046,5043,,83.4,,
"Conviviente (010)",998,4067,3721,96,91.5,2.4,
"De 12 a 14 años (011)",3,2,2,,100,,
"De 15 a 19 años (012)",41,31,31,7,100,22.6,
"De 20 a 24 años (013)",100,169,165,13,97.6,7.7,
"De 25 a 29 años (014)",147,347,336,30,96.8,8.6,
"De 30 a 34 años (015)",155,480,467,19,97.3,4,
"De 35 a 39 años (016)",149,628,599,21,95.4,3.3,
"De 40 a 44 años (017)",105,532,494,4,92.9,0.8,
"De 45 a 49 años (018)",75,426,395,2,92.7,0.5,
"De 50 y más años (019)",223,1452,1232,,84.8,,
"Separado(a) (020)",121,483,438,3,90.7,0.6,
"De 15 a 19 años (022)",3,3,3,,100,,
"De 20 a 24 años (023)",10,13,13,2,100,15.4,
"De 25 a 29 años (024)",13,20,20,1,100,5,
"De 30 a 34 años (025)",10,27,26,,96.3,,
"De 35 a 39 años (026)",9,27,26,,96.3,,
"De 40 a 44 años (027)",17,70,66,,94.3,,
"De 45 a 49 años (028)",14,65,59,,90.8,,
"De 50 y más años (029)",45,258,225,,87.2,,
"Casado(a) (030)",691,3644,3186,14,87.4,0.4,
"De 12 a 14 años (031)",1,,,,,,
"De 15 a 19 años (032)",3,3,3,,100,,
"De 20 a 24 años (033)",8,18,17,1,94.4,5.6,
"De 25 a 29 años (034)",26,67,65,4,97,6,
"De 30 a 34 años (035)",55,174,164,3,94.3,1.7,
"De 35 a 39 años (036)",67,242,230,5,95,2.1,
"De 40 a 44 años (037)",71,309,293,1,94.8,0.3,
"De 45 a 49 años (038)",76,385,359,,93.2,,
"De 50 y más años (039)",384,2446,2055,,84,,
"Viudo(a) (040)",309,1949,1589,,81.5,,
