"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PATAZ (000)",53476,9777,10076,11180,8874,5480,8089
"Conviviente (001)",17883,213,3311,6619,4397,1744,1599
"Separado(a) (002)",1387,3,192,312,316,229,335
"Casado(a) (003)",11997,22,314,1887,3232,2808,3734
"Viudo(a) (004)",2326,1,16,72,180,269,1788
"Divorciado(a) (005)",211,,15,41,48,41,66
"Soltero(a) (006)",19672,9538,6228,2249,701,389,567
"Hombres (008)",28898,5066,5592,6378,5014,2922,3926
"Conviviente (009)",9599,69,1304,3725,2629,972,900
"Separado(a) (010)",365,1,12,73,96,70,113
"Casado(a) (011)",6447,13,104,930,1745,1547,2108
"Viudo(a) (012)",611,,7,23,46,74,461
"Divorciado(a) (013)",93,,3,16,25,24,25
"Soltero(a) (014)",11783,4983,4162,1611,473,235,319
"Mujeres (016)",24578,4711,4484,4802,3860,2558,4163
"Conviviente (017)",8284,144,2007,2894,1768,772,699
"Separado(a) (018)",1022,2,180,239,220,159,222
"Casado(a) (019)",5550,9,210,957,1487,1261,1626
"Viudo(a) (020)",1715,1,9,49,134,195,1327
"Divorciado(a) (021)",118,,12,25,23,17,41
"Soltero(a) (022)",7889,4555,2066,638,228,154,248
,,,,,,,
"URBANA (024)",14905,2534,2925,3478,2635,1516,1817
"Conviviente (025)",4995,58,948,1993,1239,452,305
"Separado(a) (026)",396,,36,90,107,73,90
"Casado(a) (027)",3458,11,98,655,1034,801,859
"Viudo(a) (028)",495,,2,12,32,65,384
"Divorciado(a) (029)",61,,3,9,17,13,19
"Soltero(a) (030)",5500,2465,1838,719,206,112,160
"Hombres (032)",8036,1309,1597,1950,1493,808,879
"Conviviente (033)",2709,28,368,1114,756,258,185
"Separado(a) (034)",112,,1,28,34,22,27
"Casado(a) (035)",1837,7,30,307,559,439,495
"Viudo(a) (036)",115,,1,3,7,18,86
"Divorciado(a) (037)",26,,1,3,10,6,6
"Soltero(a) (038)",3237,1274,1196,495,127,65,80
"Mujeres (040)",6869,1225,1328,1528,1142,708,938
"Conviviente (041)",2286,30,580,879,483,194,120
"Separado(a) (042)",284,,35,62,73,51,63
"Casado(a) (043)",1621,4,68,348,475,362,364
"Viudo(a) (044)",380,,1,9,25,47,298
"Divorciado(a) (045)",35,,2,6,7,7,13
"Soltero(a) (046)",2263,1191,642,224,79,47,80
,,,,,,,
"RURAL (048)",38571,7243,7151,7702,6239,3964,6272
"Conviviente (049)",12888,155,2363,4626,3158,1292,1294
"Separado(a) (050)",991,3,156,222,209,156,245
"Casado(a) (051)",8539,11,216,1232,2198,2007,2875
"Viudo(a) (052)",1831,1,14,60,148,204,1404
"Divorciado(a) (053)",150,,12,32,31,28,47
"Soltero(a) (054)",14172,7073,4390,1530,495,277,407
"Hombres (056)",20862,3757,3995,4428,3521,2114,3047
"Conviviente (057)",6890,41,936,2611,1873,714,715
"Separado(a) (058)",253,1,11,45,62,48,86
"Casado(a) (059)",4610,6,74,623,1186,1108,1613
"Viudo(a) (060)",496,,6,20,39,56,375
"Divorciado(a) (061)",67,,2,13,15,18,19
"Soltero(a) (062)",8546,3709,2966,1116,346,170,239
"Mujeres (064)",17709,3486,3156,3274,2718,1850,3225
"Conviviente (065)",5998,114,1427,2015,1285,578,579
"Separado(a) (066)",738,2,145,177,147,108,159
"Casado(a) (067)",3929,5,142,609,1012,899,1262
"Viudo(a) (068)",1335,1,8,40,109,148,1029
"Divorciado(a) (069)",83,,10,19,16,10,28
"Soltero(a) (070)",5626,3364,1424,414,149,107,168
