"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PACASMAYO (000)",27303,265,906,2241,3453,5500,8004,6934
"De 12 a 14 años (001)",33,,,,,,4,29
"De 15 a 19 años (002)",654,,,,,,386,268
"De 20 a 24 años (003)",2472,,,,,7,1390,1075
"De 25 a 29 años (004)",3277,,,,,203,1958,1116
"De 30 a 34 años (005)",3337,,,,1,608,1871,857
"De 35 a 39 años (006)",3331,,,,55,1195,1387,694
"De 40 a 44 años (007)",2980,,,2,278,1391,734,575
"De 45 a 49 años (008)",2622,,,30,689,1179,238,486
"De 50 y más años (009)",8597,265,906,2209,2430,917,36,1834
"Sin nivel (010)",3595,78,277,510,626,673,543,888
"De 12 a 14 años (011)",3,,,,,,,3
"De 15 a 19 años (012)",19,,,,,,10,9
"De 20 a 24 años (013)",95,,,,,1,57,37
"De 25 a 29 años (014)",156,,,,,8,91,57
"De 30 a 34 años (015)",269,,,,,58,142,69
"De 35 a 39 años (016)",289,,,,7,100,120,62
"De 40 a 44 años (017)",304,,,,26,144,76,58
"De 45 a 49 años (018)",333,,,,68,168,39,58
"De 50 y más años (019)",2127,78,277,510,525,194,8,535
"Educacion Inicial (020)",43,,,,,4,23,16
"De 15 a 19 años (022)",2,,,,,,1,1
"De 20 a 24 años (023)",10,,,,,,6,4
"De 25 a 29 años (024)",16,,,,,1,8,7
"De 30 a 34 años (025)",10,,,,,2,4,4
"De 35 a 39 años (026)",5,,,,,1,4,
"Primaria (030)",8045,134,416,990,1299,1721,1903,1582
"De 12 a 14 años (031)",20,,,,,,4,16
"De 15 a 19 años (032)",154,,,,,,94,60
"De 20 a 24 años (033)",436,,,,,3,284,149
"De 25 a 29 años (034)",657,,,,,51,450,156
"De 30 a 34 años (035)",779,,,,,167,449,163
"De 35 a 39 años (036)",887,,,,17,375,349,146
"De 40 a 44 años (037)",818,,,1,93,396,190,138
"De 45 a 49 años (038)",818,,,8,225,399,71,115
"De 50 y más años (039)",3476,134,416,981,964,330,12,639
"Secundaria (040)",7436,24,107,375,822,1542,2798,1768
"De 12 a 14 años (041)",10,,,,,,,10
"De 15 a 19 años (042)",412,,,,,,243,169
"De 20 a 24 años (043)",946,,,,,2,602,342
"De 25 a 29 años (044)",1112,,,,,84,723,305
"De 30 a 34 años (045)",990,,,,1,193,581,215
"De 35 a 39 años (046)",926,,,,22,355,379,170
"De 40 a 44 años (047)",850,,,1,84,426,205,134
"De 45 a 49 años (048)",722,,,15,235,292,55,125
"De 50 y más años (049)",1468,24,107,359,480,190,10,298
"Sup. no Univ. incompleta (050)",1648,6,18,50,130,305,595,544
