"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",51,3,13,19,8,8
"Primaria (033)",478,39,189,132,97,21
"Secundaria (034)",344,18,239,68,18,1
"Superior no univ. incompleta (035)",21,,13,4,3,1
"Superior no univ. completa (036)",34,,23,8,3,
"Superior univ. incompleta (037)",16,,12,2,2,
"Superior univ. completa (038)",36,,29,6,1,
"No PEA (040)",52027,22934,14591,7486,4693,2323
"Sin nivel (041)",4220,538,472,831,1336,1043
"Educación inicial (042)",1038,984,33,21,,
"Primaria (043)",31194,17753,5096,4523,2721,1101
"Secundaria (044)",13434,3659,7555,1649,451,120
"Superior no univ. incompleta (045)",755,,580,121,41,13
"Superior no univ. completa (046)",431,,194,156,58,23
"Superior univ. incompleta (047)",579,,512,41,21,5
"Superior univ. completa (048)",376,,149,144,65,18
,,,,,,
"URBANA (060)",65201,16905,20493,15490,9392,2921
"Sin nivel (061)",3635,343,368,735,1226,963
"Educación inicial (062)",827,752,41,34,,
"Primaria (063)",32883,12633,5819,7292,5482,1657
"Secundaria (064)",20935,3177,11215,4664,1691,188
"Superior no univ. incompleta (065)",1582,,978,424,158,22
"Superior no univ. completa (066)",2007,,664,985,321,37
"Superior univ. incompleta (067)",1135,,739,264,118,14
"Superior univ. completa (068)",2197,,669,1092,396,40
"PEA (070)",28612,1069,10174,10116,6111,1142
"Sin nivel (071)",1158,22,127,307,458,244
"Educación inicial (072)",44,9,19,16,,
"Primaria (073)",12328,719,3067,4232,3549,761
"Secundaria (074)",10149,319,5225,3233,1290,82
"Superior no univ. incompleta (075)",912,,465,317,121,9
"Superior no univ. completa (076)",1604,,489,837,263,15
"Superior univ. incompleta (077)",586,,256,224,97,9
"Superior univ. completa (078)",1831,,526,950,333,22
"Ocupada (080)",27769,1024,9736,9908,5987,1114
"Sin nivel (081)",1121,21,122,290,452,236
"Educación inicial (082)",44,9,19,16,,
"Primaria (083)",11938,690,2928,4119,3458,743
"Secundaria (084)",9837,304,5006,3174,1272,81
"Superior no univ. incompleta (085)",891,,452,313,118,8
"Superior no univ. completa (086)",1571,,466,830,260,15
"Superior univ. incompleta (087)",571,,245,222,95,9
"Superior univ. completa (088)",1796,,498,944,332,22
"Desocupada (090)",843,45,438,208,124,28
"Sin nivel (091)",37,1,5,17,6,8
"Primaria (093)",390,29,139,113,91,18
"Secundaria (094)",312,15,219,59,18,1
"Superior no univ. incompleta (095)",21,,13,4,3,1
"Superior no univ. completa (096)",33,,23,7,3,
"Superior univ. incompleta (097)",15,,11,2,2,
"Superior univ. completa (098)",35,,28,6,1,
"No PEA (100)",36589,15836,10319,5374,3281,1779
"Sin nivel (101)",2477,321,241,428,768,719
"Educación inicial (102)",783,743,22,18,,
"Primaria (103)",20555,11914,2752,3060,1933,896
"Secundaria (104)",10786,2858,5990,1431,401,106
"Superior no univ. incompleta (105)",670,,513,107,37,13
"Superior no univ. completa (106)",403,,175,148,58,22
"Superior univ. incompleta (107)",549,,483,40,21,5
"Superior univ. completa (108)",366,,143,142,63,18
,,,,,,
"RURAL (120)",24723,7490,8215,4840,3186,992
"Sin nivel (121)",2445,251,365,582,807,440
"Educación inicial (122)",266,243,19,4,,
"Primaria (123)",16869,6149,4743,3312,2141,524
"Secundaria (124)",4796,847,2880,836,209,24
"Superior no univ. incompleta (125)",150,,101,36,11,2
"Superior no univ. completa (126)",99,,46,41,10,2
"Superior univ. incompleta (127)",52,,40,10,2,
"Superior univ. completa (128)",46,,21,19,6,
"PEA (130)",9285,392,3943,2728,1774,448
"Sin nivel (131)",702,34,134,179,239,116
"Educación inicial (132)",11,2,8,1,,
"Primaria (133)",6230,310,2399,1849,1353,319
"Secundaria (134)",2148,46,1315,618,159,10
"Superior no univ. incompleta (135)",65,,34,22,7,2
"Superior no univ. completa (136)",71,,27,33,10,1
"Superior univ. incompleta (137)",22,,11,9,2,
"Superior univ. completa (138)",36,,15,17,4,
"Ocupada (140)",9148,377,3863,2697,1766,445
"Sin nivel (141)",688,32,126,177,237,116
"Educación inicial (142)",11,2,8,1,,
"Primaria (143)",6142,300,2349,1830,1347,316
"Secundaria (144)",2116,43,1295,609,159,10
"Superior no univ. incompleta (145)",65,,34,22,7,2
"Superior no univ. completa (146)",70,,27,32,10,1
"Superior univ. incompleta (147)",21,,10,9,2,
"Superior univ. completa (148)",35,,14,17,4,
"Desocupada (150)",137,15,80,31,8,3
"Sin nivel (151)",14,2,8,2,2,
"Primaria (153)",88,10,50,19,6,3
"Secundaria (154)",32,3,20,9,,
"Superior no univ. completa (156)",1,,,1,,
"Superior univ. incompleta (157)",1,,1,,,
"Superior univ. completa (158)",1,,1,,,
"No PEA (160)",15438,7098,4272,2112,1412,544
"Sin nivel (161)",1743,217,231,403,568,324
"Educación inicial (162)",255,241,11,3,,
"Primaria (163)",10639,5839,2344,1463,788,205
"Secundaria (164)",2648,801,1565,218,50,14
"Superior no univ. incompleta (165)",85,,67,14,4,
"Superior no univ. completa (166)",28,,19,8,,1
"Superior univ. incompleta (167)",30,,29,1,,
"Superior univ. completa (168)",10,,6,2,2,
