"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",704,,,,,314,227,147,16
"Superior univ. incompleto (037)",1335,,,,291,765,157,116,6
"Superior univ. completo (038)",1898,,,,,658,628,572,40
"Hombres (040)",13253,536,1234,1705,1682,2325,1841,2838,1092
"Sin nivel (041)",1178,536,39,7,13,34,66,243,240
"Educación inicial (042)",275,,259,3,1,8,4,,
"Primaria (043)",3901,,936,888,75,126,265,1003,608
"Secundaria (044)",5267,,,807,1383,1085,845,966,181
"Superior no univ. incompleto (045)",481,,,,85,216,106,64,10
"Superior no univ. completo (046)",399,,,,,165,130,91,13
"Superior univ. incompleto (047)",640,,,,125,358,79,72,6
"Superior univ. completo (048)",1112,,,,,333,346,399,34
"Mujeres (050)",13455,462,1251,1592,1607,2497,1898,3006,1142
"Sin nivel (051)",2219,462,40,10,10,34,124,764,775
"Educación inicial (052)",311,,283,1,9,11,7,,
"Primaria (053)",4142,,928,825,74,257,490,1271,297
"Secundaria (054)",4538,,,756,1259,1065,743,657,58
"Superior no univ. incompleto (055)",459,,,,89,249,77,41,3
"Superior no univ. completo (056)",305,,,,,149,97,56,3
"Superior univ. incompleto (057)",695,,,,166,407,78,44,
"Superior univ. completo (058)",786,,,,,325,282,173,6
,,,,,,,,,
"RURAL (060)",18676,905,2208,2627,2166,3362,2465,3714,1229
"Sin nivel (061)",2706,905,110,23,21,85,161,770,631
"Educación inicial (062)",511,,476,5,6,6,18,,
"Primaria (063)",6646,,1622,1568,178,401,689,1702,486
"Secundaria (064)",6890,,,1031,1781,1878,1146,967,87
"Superior no univ. incompleto (065)",668,,,,117,381,100,60,10
"Superior no univ. completo (066)",255,,,,,133,81,36,5
"Superior univ. incompleto (067)",464,,,,63,297,62,37,5
"Superior univ. completo (068)",536,,,,,181,208,142,5
"Hombres (070)",9521,477,1145,1423,1065,1654,1226,1922,609
"Sin nivel (071)",1052,477,75,17,8,33,48,223,171
"Educación inicial (072)",260,,250,2,3,1,4,,
"Primaria (073)",3303,,820,837,73,137,240,843,353
"Secundaria (074)",3773,,,567,896,942,657,647,64
"Superior no univ. incompleto (075)",360,,,,54,195,58,44,9
"Superior no univ. completo (076)",147,,,,,74,44,24,5
"Superior univ. incompleto (077)",264,,,,31,165,34,31,3
"Superior univ. completo (078)",362,,,,,107,141,110,4
"Mujeres (080)",9155,428,1063,1204,1101,1708,1239,1792,620
"Sin nivel (081)",1654,428,35,6,13,52,113,547,460
"Educación inicial (082)",251,,226,3,3,5,14,,
"Primaria (083)",3343,,802,731,105,264,449,859,133
"Secundaria (084)",3117,,,464,885,936,489,320,23
"Superior no univ. incompleto (085)",308,,,,63,186,42,16,1
"Superior no univ. completo (086)",108,,,,,59,37,12,
"Superior univ. incompleto (087)",200,,,,32,132,28,6,2
"Superior univ. completo (088)",174,,,,,74,67,32,1
