"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia YAUYOS (000)",7147,107,329,698,858,1245,2216,1694
"De 12 a 14 años (001)",4,,,,,,2,2
"De 15 a 19 años (002)",136,,,,,,92,44
"De 20 a 24 años (003)",503,,,,,,321,182
"De 25 a 29 años (004)",674,,,,,29,443,202
"De 30 a 34 años (005)",740,,,,,96,484,160
"De 35 a 39 años (006)",742,,,,7,190,405,140
"De 40 a 44 años (007)",680,,,,29,228,293,130
"De 45 a 49 años (008)",582,,,1,65,280,140,96
"De 50 y más años (009)",3086,107,329,697,757,422,36,738
"Sin nivel (010)",847,23,103,144,132,80,120,245
"De 15 a 19 años (012)",2,,,,,,1,1
"De 20 a 24 años (013)",6,,,,,,4,2
"De 25 a 29 años (014)",12,,,,,,9,3
"De 30 a 34 años (015)",31,,,,,5,19,7
"De 35 a 39 años (016)",54,,,,,9,33,12
"De 40 a 44 años (017)",62,,,,3,16,33,10
"De 45 a 49 años (018)",37,,,,9,7,13,8
"De 50 y más años (019)",643,23,103,144,120,43,8,202
"Primaria (030)",3087,77,196,450,500,553,717,594
"De 12 a 14 años (031)",1,,,,,,1,
"De 15 a 19 años (032)",31,,,,,,20,11
"De 20 a 24 años (033)",78,,,,,,64,14
"De 25 a 29 años (034)",126,,,,,3,87,36
"De 30 a 34 años (035)",215,,,,,16,160,39
"De 35 a 39 años (036)",236,,,,2,54,152,28
"De 40 a 44 años (037)",246,,,,8,74,129,35
"De 45 a 49 años (038)",289,,,,21,156,81,31
"De 50 y más años (039)",1865,77,196,450,469,250,23,400
"Secundaria (040)",2095,3,17,73,172,410,954,466
"De 12 a 14 años (041)",3,,,,,,1,2
"De 15 a 19 años (042)",98,,,,,,67,31
"De 20 a 24 años (043)",298,,,,,,191,107
"De 25 a 29 años (044)",304,,,,,14,227,63
"De 30 a 34 años (045)",286,,,,,48,189,49
"De 35 a 39 años (046)",292,,,,4,85,150,53
"De 40 a 44 años (047)",243,,,,15,89,95,44
"De 45 a 49 años (048)",170,,,,26,82,31,31
"De 50 y más años (049)",401,3,17,73,127,92,3,86
"Sup. no Univ. incompleta (050)",255,1,3,5,9,35,119,83
"De 15 a 19 años (052)",4,,,,,,3,1
"De 20 a 24 años (053)",49,,,,,,27,22
"De 25 a 29 años (054)",71,,,,,5,41,25
"De 30 a 34 años (055)",50,,,,,5,33,12
"De 35 a 39 años (056)",29,,,,,8,12,9
"De 40 a 44 años (057)",18,,,,2,7,2,7
"De 45 a 49 años (058)",9,,,1,,4,1,3
"De 50 y más años (059)",25,1,3,4,7,6,,4
