"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",351,1,,16,69,46,112,33,74
"Jefes y empleados de oficina (040)",407,,,1,125,43,95,44,99
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1415,38,,301,657,104,119,69,127
"Agricult.trabaj. calif.agrop. y pesquros (042)",979,27,1,286,487,43,50,36,49
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",618,21,,78,249,62,111,36,61
"Obreros. construc., conf., papel, fab., instr (044)",1147,26,3,154,632,86,82,85,79
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",2072,96,2,537,980,139,128,88,102
"Otra (046)",43,,,,,,31,2,10
"Ocupación no especificada (047)",305,14,,51,145,23,23,15,34
"Hombres (048)",5449,121,5,943,2485,380,512,338,665
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",17,,,,5,,2,1,9
"Profes., científicos e intelectuales (050)",316,,,,10,11,44,30,221
"Técnicos de nivel medio ytrab.asimilados (051)",229,,,7,46,39,56,30,51
"Jefes y empleados de oficina (052)",211,,,1,77,18,37,24,54
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",575,8,,114,278,49,37,35,54
"Agricult.trabaj. calif.agrop. y pesquros (054)",924,25,1,263,469,41,43,35,47
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",497,13,,56,204,46,92,31,55
"Obreros. construc., conf., papel, fab., instr (056)",1119,26,3,151,618,84,82,81,74
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1339,45,1,329,674,82,79,58,71
"Otra (058)",41,,,,,,30,2,9
"Ocupación no especificada (059)",181,4,,22,104,10,10,11,20
"Mujeres (060)",2550,102,1,481,883,190,340,129,424
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",4,,,,2,1,1,,
"Profes., científicos e intelectuales (062)",325,,,,7,12,54,28,224
"Técnicos de nivel medio ytrab.asimilados (063)",122,1,,9,23,7,56,3,23
"Jefes y empleados de oficina (064)",196,,,,48,25,58,20,45
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",840,30,,187,379,55,82,34,73
"Agricult.trabaj. calif.agrop. y pesquros (066)",55,2,,23,18,2,7,1,2
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",121,8,,22,45,16,19,5,6
"Obreros. construc., conf., papel, fab., instr (068)",28,,,3,14,2,,4,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",733,51,1,208,306,57,49,30,31
"Otra (070)",2,,,,,,1,,1
"Ocupación no especificada (071)",124,10,,29,41,13,13,4,14
,,,,,,,,,
"RURAL (072)",2486,163,2,933,1146,56,54,44,88
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",2,,,,,,,,2
"Profes., científicos e intelectuales (074)",69,,,,5,4,9,2,49
"Técnicos de nivel medio ytrab.asimilados (075)",9,,,,4,,3,1,1
"Jefes y empleados de oficina (076)",12,,,,5,2,2,2,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",83,11,,21,38,1,5,3,4
"Agricult.trabaj. calif.agrop. y pesquros (078)",969,62,,452,403,17,11,15,9
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",91,,,14,61,3,12,1,
"Obreros. construc., conf., papel, fab., instr (080)",140,9,1,40,82,5,,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1069,71,1,388,540,22,11,17,19
"Ocupación no especificada (083)",42,10,,18,8,2,1,1,2
"Hombres (084)",2098,104,2,779,1034,45,39,39,56
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",2,,,,,,,,2
"Profes., científicos e intelectuales (086)",25,,,,,1,2,,22
"Técnicos de nivel medio ytrab.asimilados (087)",6,,,,3,,2,1,
"Jefes y empleados de oficina (088)",8,,,,3,2,1,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",34,,,6,21,,2,3,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",926,51,,434,391,15,11,15,9
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",88,,,14,58,3,12,1,
"Obreros. construc., conf., papel, fab., instr (092)",128,9,1,33,77,5,,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",879,44,1,291,481,19,9,16,18
"Ocupación no especificada (095)",2,,,1,,,,,1
"Mujeres (096)",388,59,,154,112,11,15,5,32
"Profes., científicos e intelectuales (098)",44,,,,5,3,7,2,27
"Técnicos de nivel medio ytrab.asimilados (099)",3,,,,1,,1,,1
"Jefes y empleados de oficina (100)",4,,,,2,,1,1,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",49,11,,15,17,1,3,,2
"Agricult.trabaj. calif.agrop. y pesquros (102)",43,11,,18,12,2,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",3,,,,3,,,,
"Obreros. construc., conf., papel, fab., instr (104)",12,,,7,5,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",190,27,,97,59,3,2,1,1
"Ocupación no especificada (107)",40,10,,17,8,2,1,1,1
