"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Mujeres (096)",9066,842,946,3624,96,3125,433
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",5,5,,,,,
"Profes., científicos e intelectuales (098)",531,487,,38,,6,
"Técnicos de nivel medio y trab. asimilados (099)",117,78,,27,8,4,
"Jefes y empleados de oficina (100)",104,102,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",1147,97,28,825,19,178,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1982,,,1926,56,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",82,,10,50,2,20,
"Obreros construc.,conf.,papel, fab., instr. (104)",15,,6,8,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",4258,35,846,258,5,2681,433
"Otra (106)",1,1,,,,,
"Ocupación no especificada (107)",824,37,56,492,6,233,
