"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANCA SANCOS (000)",3573,70,878,1253,1004,368
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",22,,1,15,5,1
"Profes., científicos e intelectuales (002)",340,,56,184,98,2
"Técnicos de nivel medio y trab. asimilados (003)",67,,15,30,16,6
"Jefes y empleados de oficina (004)",86,,26,41,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",233,3,56,94,61,19
"Agricult. trabaj. calif.agrop. y pesqueros (006)",1213,7,210,367,427,202
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",104,1,32,35,20,16
"Obreros construc., conf., papel, fab., instr. (008)",166,1,51,77,36,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",1256,57,404,381,301,113
"Otra (010)",5,,2,3,,
"Ocupación no especificada (011)",81,1,25,26,21,8
"Hombres (012)",2189,45,532,783,617,212
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",19,,1,14,3,1
"Profes., científicos e intelectuales (014)",202,,15,111,74,2
"Técnicos de nivel medio y trab. asimilados (015)",46,,10,19,13,4
"Jefes y empleados de oficina (016)",57,,9,32,16,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",64,2,18,22,14,8
"Agricult. trabaj. calif.agrop. y pesqueros (018)",805,3,139,254,280,129
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",87,1,29,28,18,11
"Obreros construc., conf., papel, fab., instr. (020)",158,1,48,73,35,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",711,37,251,214,155,54
"Otra (022)",5,,2,3,,
"Ocupación no especificada (023)",35,1,10,13,9,2
"Mujeres (024)",1384,25,346,470,387,156
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",3,,,1,2,
"Profes., científicos e intelectuales (026)",138,,41,73,24,
"Técnicos de nivel medio y trab. asimilados (027)",21,,5,11,3,2
"Jefes y empleados de oficina (028)",29,,17,9,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",169,1,38,72,47,11
"Agricult. trabaj. calif.agrop. y pesqueros (030)",408,4,71,113,147,73
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",17,,3,7,2,5
"Obreros construc., conf., papel, fab., instr. (032)",8,,3,4,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",545,20,153,167,146,59
"Ocupación no especificada (035)",46,,15,13,12,6
