"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia ALTO AMAZONAS (000)",32603,49,2333,926,842,3307,9802,1330,2299,10586,72,1057
"Agric., ganadería, caza y silvicultura (001)",16789,,6,22,3,,9745,6,12,6995,,
"Pesca (002)",301,,1,1,,,57,2,,240,,
"Explotación de minas y canteras (003)",21,,2,1,3,,,6,2,7,,
"Industrias manufactureras (004)",1103,1,7,36,9,11,,925,68,46,,
"Suministro de electricidad, gas y agua (005)",51,,,5,6,,,11,6,23,,
"Construcción (006)",1159,,35,50,9,,,49,772,244,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3805,3,23,142,28,2535,,305,20,749,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",370,,5,24,2,80,,230,10,19,,
"Comercio al por mayor (009)",186,2,4,19,6,136,,,4,15,,
"Comercio al por menor (010)",3249,1,14,99,20,2319,,75,6,715,,
"Hoteles y restaurantes (011)",1043,,6,26,15,568,,2,1,425,,
"Trans., almac. y comunicaciones (012)",1932,,13,40,68,12,,11,1387,401,,
"Intermediación financiera (013)",44,,5,10,26,,,,,3,,
"Activid.inmobil., empres. y alquileres (014)",682,,144,177,175,84,,4,17,81,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",603,19,34,46,279,23,,4,9,117,72,
"Enseñanza (016)",1927,22,1863,3,25,,,,1,13,,
"Servicios sociales y de salud (017)",453,1,149,226,43,12,,,1,21,,
"Otras activ. serv.comun.soc y personales (018)",483,3,43,130,29,62,,5,3,208,,
"Hogares privados con servicio doméstico (019)",1011,,,,,,,,,1011,,
"Actividad economica no especificada (021)",1196,,2,11,124,,,,,2,,1057
"Hombres (022)",23190,36,1387,630,394,1415,8983,1102,2249,6294,70,630
"Agric., ganadería, caza y silvicultura (023)",13667,,6,18,2,,8928,6,12,4695,,
"Pesca (024)",287,,1,,,,55,2,,229,,
"Explotación de minas y canteras (025)",19,,1,1,3,,,6,2,6,,
"Industrias manufactureras (026)",840,1,4,31,5,5,,704,55,35,,
"Suministro de electricidad, gas y agua (027)",44,,,5,1,,,11,6,21,,
"Construcción (028)",1129,,35,47,4,,,49,763,231,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1897,3,15,90,11,1142,,302,19,315,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",348,,4,21,2,65,,229,9,18,,
"Comercio al por mayor (031)",100,2,2,6,2,73,,,4,11,,
"Comercio al por menor (032)",1449,1,9,63,7,1004,,73,6,286,,
"Hoteles y restaurantes (033)",224,,2,15,5,114,,1,1,86,,
"Trans., almac. y comunicaciones (034)",1828,,12,27,35,11,,11,1365,367,,
"Intermediación financiera (035)",28,,4,7,15,,,,,2,,
"Activid.inmobil., empres. y alquileres (036)",492,,115,140,77,84,,3,13,60,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",430,16,28,40,167,22,,3,8,76,70,
"Enseñanza (038)",1086,13,1055,,9,,,,1,8,,
"Servicios sociales y de salud (039)",219,,76,106,21,7,,,1,8,,
"Otras activ. serv.comun.soc y personales (040)",275,3,32,97,10,30,,4,3,96,,
"Hogares privados con servicio doméstico (041)",58,,,,,,,,,58,,
"Actividad economica no especificada (043)",667,,1,6,29,,,,,1,,630
"Mujeres (044)",9413,13,946,296,448,1892,819,228,50,4292,2,427
"Agric., ganadería, caza y silvicultura (045)",3122,,,4,1,,817,,,2300,,
"Pesca (046)",14,,,1,,,2,,,11,,
"Explotación de minas y canteras (047)",2,,1,,,,,,,1,,
"Industrias manufactureras (048)",263,,3,5,4,6,,221,13,11,,
"Suministro de electricidad, gas y agua (049)",7,,,,5,,,,,2,,
"Construcción (050)",30,,,3,5,,,,9,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1908,,8,52,17,1393,,3,1,434,,
