"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CANAS (000)",9128,1276,9,4141,2730,218,371,123,260
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",25,,,4,9,2,3,2,5
"Profes., científicos e intelectuales (002)",458,,,,32,51,180,23,172
"Técnicos de nivel medio ytrab.asimilados (003)",85,1,,1,18,18,32,5,10
"Jefes y empleados de oficina (004)",135,,,3,39,18,27,15,33
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",404,25,1,139,179,18,22,12,8
"Agricult.trabaj. calif.agrop. y pesquros (006)",4148,622,1,2287,1130,37,43,16,12
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",372,24,,171,132,16,18,9,2
"Obreros. construc., conf., papel, fab., instr (008)",370,14,,108,213,12,9,9,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",2897,544,7,1326,927,37,24,23,9
"Otra (010)",20,,,,1,5,6,7,1
"Ocupación no especificada (011)",214,46,,102,50,4,7,2,3
"Hombres (012)",5833,332,3,2629,2150,165,280,93,181
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",20,,,1,8,2,3,2,4
"Profes., científicos e intelectuales (014)",313,,,,19,29,135,18,112
"Técnicos de nivel medio ytrab.asimilados (015)",61,,,,12,16,24,3,6
"Jefes y empleados de oficina (016)",106,,,3,34,14,18,9,28
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",135,2,,37,69,9,7,6,5
"Agricult.trabaj. calif.agrop. y pesquros (018)",3139,253,1,1790,997,35,37,15,11
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",322,10,,150,121,15,16,9,1
"Obreros. construc., conf., papel, fab., instr (020)",358,9,,108,207,11,9,9,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",1263,51,2,497,644,28,19,15,7
"Otra (022)",19,,,,1,4,6,7,1
"Ocupación no especificada (023)",97,7,,43,38,2,6,,1
"Mujeres (024)",3295,944,6,1512,580,53,91,30,79
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",5,,,3,1,,,,1
"Profes., científicos e intelectuales (026)",145,,,,13,22,45,5,60
"Técnicos de nivel medio ytrab.asimilados (027)",24,1,,1,6,2,8,2,4
"Jefes y empleados de oficina (028)",29,,,,5,4,9,6,5
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",269,23,1,102,110,9,15,6,3
"Agricult.trabaj. calif.agrop. y pesquros (030)",1009,369,,497,133,2,6,1,1
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",50,14,,21,11,1,2,,1
"Obreros. construc., conf., papel, fab., instr (032)",12,5,,,6,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",1634,493,5,829,283,9,5,8,2
"Otra (034)",1,,,,,1,,,
"Ocupación no especificada (035)",117,39,,59,12,2,1,2,2
,,,,,,,,,
"URBANA (036)",1797,122,3,451,641,104,215,85,176
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",13,,,1,3,1,2,2,4
"Profes., científicos e intelectuales (038)",261,,,,10,19,102,13,117
