"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia EL COLLAO (000)",31442,3611,31,11459,11978,1059,1451,553,1300
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",22,,,5,6,1,3,,7
"Profes., científicos e intelectuales (002)",1277,,,,67,72,392,80,666
"Técnicos de nivel medio ytrab.asimilados (003)",258,,,6,44,40,116,18,34
"Jefes y empleados de oficina (004)",337,1,,,84,37,91,37,87
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",2896,128,2,727,1381,215,197,106,140
"Agricult.trabaj. calif.agrop. y pesquros (006)",14451,2136,7,6566,5101,201,216,112,112
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",885,34,,201,448,62,78,29,33
"Obreros. construc., conf., papel, fab., instr (008)",1162,11,2,241,675,86,64,33,50
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",9025,1204,19,3465,3842,188,155,80,72
"Otra (010)",336,,,,30,116,91,40,59
"Ocupación no especificada (011)",793,97,1,248,300,41,48,18,40
"Hombres (012)",18752,1047,17,6495,8034,763,1019,409,968
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",19,,,4,5,1,3,,6
"Profes., científicos e intelectuales (014)",933,,,,48,47,267,62,509
"Técnicos de nivel medio ytrab.asimilados (015)",190,,,4,36,34,77,15,24
"Jefes y empleados de oficina (016)",220,,,,65,22,55,24,54
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",1080,20,,202,564,91,84,56,63
"Agricult.trabaj. calif.agrop. y pesquros (018)",10508,889,5,4881,4178,176,184,101,94
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",588,7,,101,314,52,64,23,27
"Obreros. construc., conf., papel, fab., instr (020)",1125,9,2,232,655,83,63,32,49
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",3360,102,10,967,1969,115,95,49,53
"Otra (022)",327,,,,28,116,89,37,57
"Ocupación no especificada (023)",402,20,,104,172,26,38,10,32
"Mujeres (024)",12690,2564,14,4964,3944,296,432,144,332
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",3,,,1,1,,,,1
"Profes., científicos e intelectuales (026)",344,,,,19,25,125,18,157
"Técnicos de nivel medio ytrab.asimilados (027)",68,,,2,8,6,39,3,10
"Jefes y empleados de oficina (028)",117,1,,,19,15,36,13,33
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",1816,108,2,525,817,124,113,50,77
"Agricult.trabaj. calif.agrop. y pesquros (030)",3943,1247,2,1685,923,25,32,11,18
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",297,27,,100,134,10,14,6,6
"Obreros. construc., conf., papel, fab., instr (032)",37,2,,9,20,3,1,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",5665,1102,9,2498,1873,73,60,31,19
"Otra (034)",9,,,,2,,2,3,2
"Ocupación no especificada (035)",391,77,1,144,128,15,10,8,8
,,,,,,,,,
"URBANA (036)",9191,399,16,2130,3637,686,970,372,981
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",15,,,3,2,1,3,,6
