"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",983,,,,30,45,311,61,536
"Técnicos de nivel medio ytrab.asimilados (039)",206,,,4,39,36,85,16,26
"Jefes y empleados de oficina (040)",254,1,,,57,31,62,30,73
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",2366,113,2,570,1116,183,178,84,120
"Agricult.trabaj. calif.agrop. y pesquros (042)",1389,121,3,557,591,35,36,21,25
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",529,12,,102,266,45,51,25,28
"Obreros. construc., conf., papel, fab., instr (044)",727,6,1,127,409,64,46,31,43
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",2031,123,9,674,960,103,73,50,39
"Otra (046)",305,,,,20,114,80,39,52
"Ocupación no especificada (047)",386,23,1,93,147,29,45,15,33
"Hombres (048)",5386,97,10,1027,2214,463,632,251,692
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",13,,,3,1,1,3,,5
"Profes., científicos e intelectuales (050)",684,,,,19,27,202,45,391
"Técnicos de nivel medio ytrab.asimilados (051)",150,,,2,32,30,57,13,16
"Jefes y empleados de oficina (052)",146,,,,42,16,30,17,41
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",849,19,,150,448,72,74,37,49
"Agricult.trabaj. calif.agrop. y pesquros (054)",965,39,2,374,451,34,26,18,21
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",411,4,,68,213,39,44,20,23
"Obreros. construc., conf., papel, fab., instr (056)",701,6,1,121,395,61,45,30,42
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",949,23,7,264,512,51,38,27,27
"Otra (058)",296,,,,18,114,78,36,50
"Ocupación no especificada (059)",222,6,,45,83,18,35,8,27
"Mujeres (060)",3805,302,6,1103,1423,223,338,121,289
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",2,,,,1,,,,1
"Profes., científicos e intelectuales (062)",299,,,,11,18,109,16,145
"Técnicos de nivel medio ytrab.asimilados (063)",56,,,2,7,6,28,3,10
"Jefes y empleados de oficina (064)",108,1,,,15,15,32,13,32
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1517,94,2,420,668,111,104,47,71
"Agricult.trabaj. calif.agrop. y pesquros (066)",424,82,1,183,140,1,10,3,4
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",118,8,,34,53,6,7,5,5
"Obreros. construc., conf., papel, fab., instr (068)",26,,,6,14,3,1,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",1082,100,2,410,448,52,35,23,12
"Otra (070)",9,,,,2,,2,3,2
"Ocupación no especificada (071)",164,17,1,48,64,11,10,7,6
,,,,,,,,,
"RURAL (072)",22251,3212,15,9329,8341,373,481,181,319
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",7,,,2,4,,,,1
"Profes., científicos e intelectuales (074)",294,,,,37,27,81,19,130
"Técnicos de nivel medio ytrab.asimilados (075)",52,,,2,5,4,31,2,8
"Jefes y empleados de oficina (076)",83,,,,27,6,29,7,14
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",530,15,,157,265,32,19,22,20
"Agricult.trabaj. calif.agrop. y pesquros (078)",13062,2015,4,6009,4510,166,180,91,87
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",356,22,,99,182,17,27,4,5
"Obreros. construc., conf., papel, fab., instr (080)",435,5,1,114,266,22,18,2,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",6994,1081,10,2791,2882,85,82,30,33
"Otra (082)",31,,,,10,2,11,1,7
"Ocupación no especificada (083)",407,74,,155,153,12,3,3,7
"Hombres (084)",13366,950,7,5468,5820,300,387,158,276
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",6,,,1,4,,,,1
"Profes., científicos e intelectuales (086)",249,,,,29,20,65,17,118
"Técnicos de nivel medio ytrab.asimilados (087)",40,,,2,4,4,20,2,8
"Jefes y empleados de oficina (088)",74,,,,23,6,25,7,13
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",231,1,,52,116,19,10,19,14
"Agricult.trabaj. calif.agrop. y pesquros (090)",9543,850,3,4507,3727,142,158,83,73
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",177,3,,33,101,13,20,3,4
"Obreros. construc., conf., papel, fab., instr (092)",424,3,1,111,260,22,18,2,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2411,79,3,703,1457,64,57,22,26
"Otra (094)",31,,,,10,2,11,1,7
"Ocupación no especificada (095)",180,14,,59,89,8,3,2,5
"Mujeres (096)",8885,2262,8,3861,2521,73,94,23,43
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,1,,,,,
"Profes., científicos e intelectuales (098)",45,,,,8,7,16,2,12
"Técnicos de nivel medio ytrab.asimilados (099)",12,,,,1,,11,,
"Jefes y empleados de oficina (100)",9,,,,4,,4,,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",299,14,,105,149,13,9,3,6
"Agricult.trabaj. calif.agrop. y pesquros (102)",3519,1165,1,1502,783,24,22,8,14
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",179,19,,66,81,4,7,1,1
"Obreros. construc., conf., papel, fab., instr (104)",11,2,,3,6,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",4583,1002,7,2088,1425,21,25,8,7
"Ocupación no especificada (107)",227,60,,96,64,4,,1,2
