"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia EL COLLAO (000)",31442,28239,1286,502,1415
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",22,1,1,5,15
"Profes., científicos e intelectuales (002)",1277,309,253,252,463
"Técnicos de nivel medio y trab. asimilados (003)",258,124,22,12,100
"Jefes y empleados de oficina (004)",337,37,21,19,260
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2896,2729,97,25,45
"Agricult.trabaj.calif.agrop.y pesqueros (006)",14451,14130,319,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",885,781,53,34,17
"Obreros construc.,conf.,papel, fab., instr. (008)",1162,964,82,50,66
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",9025,8481,395,58,91
"Otra (010)",336,,,,336
"Ocupación no especificada (011)",793,683,43,46,21
"Hombres (012)",18752,16395,852,402,1103
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",19,1,1,4,13
"Profes., científicos e intelectuales (014)",933,225,195,184,329
"Técnicos de nivel medio y trab. asimilados (015)",190,92,18,12,68
"Jefes y empleados de oficina (016)",220,23,14,15,168
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1080,980,42,20,38
"Agricult.trabaj.calif.agrop.y pesqueros (018)",10508,10264,242,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",588,502,39,33,14
"Obreros construc.,conf.,papel, fab., instr. (020)",1125,930,79,50,66
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3360,3064,188,42,66
"Otra (022)",327,,,,327
"Ocupación no especificada (023)",402,314,34,41,13
"Mujeres (024)",12690,11844,434,100,312
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,,,1,2
"Profes., científicos e intelectuales (026)",344,84,58,68,134
"Técnicos de nivel medio y trab. asimilados (027)",68,32,4,,32
"Jefes y empleados de oficina (028)",117,14,7,4,92
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1816,1749,55,5,7
"Agricult.trabaj.calif.agrop.y pesqueros (030)",3943,3866,77,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",297,279,14,1,3
"Obreros construc.,conf.,papel, fab., instr. (032)",37,34,3,,
