"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia YUNGUYO (000)",18617,51105,45251,,660,88.5,1.3
"De 12 a 14 años (001)",1673,4,4,,,100,
"De 15 a 19 años (002)",2264,201,198,64,98.5,31.8,
"De 20 a 24 años (003)",1720,1115,1087,165,97.5,14.8,
"De 25 a 29 años (004)",1687,2351,2255,164,95.9,7,
"De 30 a 34 años (005)",1588,3813,3651,133,95.8,3.5,
"De 35 a 39 años (006)",1581,4830,4577,88,94.8,1.8,
"De 40 a 44 años (007)",1279,4895,4569,41,93.3,0.8,
"De 45 a 49 años (008)",1193,5313,4847,5,91.2,0.1,
"De 50 y más años (009)",5632,28583,24063,,84.2,,
"Conviviente (010)",2258,4643,4337,281,93.4,6.1,
"De 12 a 14 años (011)",19,2,2,,100,,
"De 15 a 19 años (012)",211,122,121,50,99.2,41,
"De 20 a 24 años (013)",534,560,546,101,97.5,18,
"De 25 a 29 años (014)",475,759,734,64,96.7,8.4,
"De 30 a 34 años (015)",351,784,754,37,96.2,4.7,
"De 35 a 39 años (016)",243,675,646,24,95.7,3.6,
"De 40 a 44 años (017)",119,368,353,4,95.9,1.1,
"De 45 a 49 años (018)",90,348,327,1,94,0.3,
"De 50 y más años (019)",216,1025,854,,83.3,,
"Separado(a) (020)",433,1153,1029,8,89.2,0.7,
"De 12 a 14 años (021)",1,,,,,,
"De 15 a 19 años (022)",8,6,6,1,100,16.7,
"De 20 a 24 años (023)",34,36,34,1,94.4,2.8,
"De 25 a 29 años (024)",47,61,60,2,98.4,3.3,
"De 30 a 34 años (025)",62,127,121,3,95.3,2.4,
"De 35 a 39 años (026)",40,94,92,,97.9,,
"De 40 a 44 años (027)",46,108,102,1,94.4,0.9,
"De 45 a 49 años (028)",44,117,110,,94,,
"De 50 y más años (029)",151,604,504,,83.4,,
"Casado(a) (030)",8464,36623,32780,356,89.5,1,
"De 12 a 14 años (031)",2,1,1,,100,,
"De 15 a 19 años (032)",36,39,39,11,100,28.2,
"De 20 a 24 años (033)",288,450,441,57,98,12.7,
"De 25 a 29 años (034)",644,1433,1364,93,95.2,6.5,
"De 30 a 34 años (035)",909,2763,2641,91,95.6,3.3,
"De 35 a 39 años (036)",1123,3910,3700,64,94.6,1.6,
"De 40 a 44 años (037)",946,4120,3831,36,93,0.9,
