"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MANU (000)",10166,145,4763,3593,1481,184
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",22,,,15,7,
"Profes., científicos e intelectuales (002)",330,,91,197,40,2
"Técnicos de nivel medio y trab. asimilados (003)",416,,158,168,81,9
"Jefes y empleados de oficina (004)",173,,84,60,28,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1876,23,952,644,237,20
"Agricult. trabaj. calif.agrop. y pesqueros (006)",939,4,251,320,281,83
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1454,8,618,590,227,11
"Obreros construc., conf., papel, fab., instr. (008)",1022,6,469,417,118,12
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",3372,93,1886,982,374,37
"Otra (010)",24,,8,12,4,
"Ocupación no especificada (011)",538,11,246,188,84,9
"Hombres (012)",7279,89,3249,2615,1173,153
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",16,,,10,6,
"Profes., científicos e intelectuales (014)",179,,40,106,31,2
"Técnicos de nivel medio y trab. asimilados (015)",269,,88,108,67,6
"Jefes y empleados de oficina (016)",104,,36,40,27,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",547,11,202,207,117,10
"Agricult. trabaj. calif.agrop. y pesqueros (018)",835,4,215,283,258,75
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",1354,8,575,550,210,11
"Obreros construc., conf., papel, fab., instr. (020)",1001,5,459,411,115,11
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",2573,54,1460,756,274,29
"Otra (022)",24,,8,12,4,
"Ocupación no especificada (023)",377,7,166,132,64,8
"Mujeres (024)",2887,56,1514,978,308,31
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",6,,,5,1,
"Profes., científicos e intelectuales (026)",151,,51,91,9,
"Técnicos de nivel medio y trab. asimilados (027)",147,,70,60,14,3
"Jefes y empleados de oficina (028)",69,,48,20,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1329,12,750,437,120,10
"Agricult. trabaj. calif.agrop. y pesqueros (030)",104,,36,37,23,8
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",100,,43,40,17,
"Obreros construc., conf., papel, fab., instr. (032)",21,1,10,6,3,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",799,39,426,226,100,8
