"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PACHITEA (000)",13457,52,182,534,1080,2478,6546,2585
"De 12 a 14 años (001)",22,,,,,,3,19
"De 15 a 19 años (002)",726,,,,,,513,213
"De 20 a 24 años (003)",1967,,,,,11,1393,563
"De 25 a 29 años (004)",2025,,,,,115,1481,429
"De 30 a 34 años (005)",1693,,,,,266,1175,252
"De 35 a 39 años (006)",1578,,,,15,446,930,187
"De 40 a 44 años (007)",1223,,,,41,403,643,136
"De 45 a 49 años (008)",1014,,,7,90,443,345,129
"De 50 y más años (009)",3209,52,182,527,934,794,63,657
"Conviviente (010)",5348,1,12,45,143,705,3495,947
"De 12 a 14 años (011)",14,,,,,,2,12
"De 15 a 19 años (012)",469,,,,,,324,145
"De 20 a 24 años (013)",1234,,,,,5,940,289
"De 25 a 29 años (014)",1182,,,,,62,929,191
"De 30 a 34 años (015)",813,,,,,120,595,98
"De 35 a 39 años (016)",650,,,,10,172,410,58
"De 40 a 44 años (017)",385,,,,7,123,214,41
"De 45 a 49 años (018)",233,,,1,21,103,72,36
"De 50 y más años (019)",368,1,12,44,105,120,9,77
"Separado(a) (020)",809,2,6,21,70,176,373,161
"De 12 a 14 años (021)",3,,,,,,1,2
"De 15 a 19 años (022)",58,,,,,,41,17
"De 20 a 24 años (023)",136,,,,,2,101,33
"De 25 a 29 años (024)",116,,,,,16,74,26
"De 30 a 34 años (025)",115,,,,,31,63,21
"De 35 a 39 años (026)",95,,,,,28,49,18
"De 40 a 44 años (027)",69,,,,4,27,28,10
"De 45 a 49 años (028)",68,,,,11,34,14,9
"De 50 y más años (029)",149,2,6,21,55,38,2,25
"Casado(a) (030)",4724,15,64,239,585,1285,1973,563
"De 12 a 14 años (031)",2,,,,,,,2
"De 15 a 19 años (032)",25,,,,,,18,7
"De 20 a 24 años (033)",176,,,,,,141,35
"De 25 a 29 años (034)",365,,,,,15,312,38
"De 30 a 34 años (035)",580,,,,,78,442,60
"De 35 a 39 años (036)",670,,,,4,186,417,63
"De 40 a 44 años (037)",638,,,,21,208,363,46
"De 45 a 49 años (038)",575,,,,40,257,234,44
"De 50 y más años (039)",1693,15,64,239,520,541,46,268
"Viudo(a) (040)",1043,31,90,201,224,152,90,255
"De 15 a 19 años (042)",5,,,,,,4,1
"De 20 a 24 años (043)",4,,,,,,2,2
"De 25 a 29 años (044)",16,,,,,,15,1
"De 30 a 34 años (045)",22,,,,,6,7,9
"De 35 a 39 años (046)",46,,,,,21,22,3
"De 40 a 44 años (047)",45,,,,,17,19,9
"De 45 a 49 años (048)",74,,,2,11,27,17,17
"De 50 y más años (049)",831,31,90,199,213,81,4,213
