"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia TALARA (000)",129396,127626,1316,454
"Hombres (001)",65002,64137,624,241
"Mujeres (002)",64394,63489,692,213
"Menores de 1 año (003)",2714,2161,448,105
"Hombres (004)",1379,1104,221,54
"Mujeres (005)",1335,1057,227,51
"De 1 a 5 años (006)",12975,11894,753,328
"Hombres (007)",6631,6088,364,179
"Mujeres (008)",6344,5806,389,149
"De 6 a 14 años (009)",22441,22413,22,6
"Hombres (010)",11437,11424,9,4
"Mujeres (011)",11004,10989,13,2
"De 15 a 29 años (012)",35241,35228,12,1
"Hombres (013)",17628,17622,5,1
"Mujeres (014)",17613,17606,7,
"De 30 a 44 años (015)",25840,25829,9,2
"Hombres (016)",12491,12486,5,
"Mujeres (017)",13349,13343,4,2
"De 45 a 64 años (018)",22717,22705,11,1
"Hombres (019)",11780,11780,,
"Mujeres (020)",10937,10925,11,1
"De 65 a más años (021)",7468,7396,61,11
"Hombres (022)",3656,3633,20,3
"Mujeres (023)",3812,3763,41,8
,,,,
"URBANA (024)",126866,125125,1300,441
"Hombres (025)",63612,62759,618,235
"Mujeres (026)",63254,62366,682,206
"Menores de 1 año (027)",2656,2114,440,102
"Hombres (028)",1356,1086,218,52
"Mujeres (029)",1300,1028,222,50
"De 1 a 5 años (030)",12718,11648,749,321
"Hombres (031)",6498,5960,362,176
"Mujeres (032)",6220,5688,387,145
"De 6 a 14 años (033)",22061,22033,22,6
"Hombres (034)",11242,11229,9,4
"Mujeres (035)",10819,10804,13,2
"De 15 a 29 años (036)",34444,34431,12,1
"Hombres (037)",17201,17195,5,1
"Mujeres (038)",17243,17236,7,
"De 30 a 44 años (039)",25313,25303,9,1
"Hombres (040)",12177,12172,5,
"Mujeres (041)",13136,13131,4,1
"De 45 a 64 años (042)",22319,22307,11,1
"Hombres (043)",11551,11551,,
"Mujeres (044)",10768,10756,11,1
"De 65 a más años (045)",7355,7289,57,9
"Hombres (046)",3587,3566,19,2
"Mujeres (047)",3768,3723,38,7
,,,,
"RURAL (048)",2530,2501,16,13
"Hombres (049)",1390,1378,6,6
"Mujeres (050)",1140,1123,10,7
"Menores de 1 año (051)",58,47,8,3
"Hombres (052)",23,18,3,2
"Mujeres (053)",35,29,5,1
"De 1 a 5 años (054)",257,246,4,7
"Hombres (055)",133,128,2,3
"Mujeres (056)",124,118,2,4
"De 6 a 14 años (057)",380,380,,
"Hombres (058)",195,195,,
"Mujeres (059)",185,185,,
"De 15 a 29 años (060)",797,797,,
"Hombres (061)",427,427,,
"Mujeres (062)",370,370,,
"De 30 a 44 años (063)",527,526,,1
"Hombres (064)",314,314,,
"Mujeres (065)",213,212,,1
"De 45 a 64 años (066)",398,398,,
"Hombres (067)",229,229,,
"Mujeres (068)",169,169,,
"De 65 a más años (069)",113,107,4,2
"Hombres (070)",69,67,1,1
"Mujeres (071)",44,40,3,1
