"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia MOHO (000)",26447,1052,2943,3532,2600,3048,2964,6357,3951
"Sin nivel (001)",5137,1052,390,14,22,69,153,1414,2023
"Educación inicial (002)",767,,698,42,4,7,16,,
"Primaria (003)",11763,,1855,2320,360,751,1239,3461,1777
"Secundaria (004)",7565,,,1156,2126,1838,1229,1114,102
"Superior no univ. incompleto (005)",347,,,,53,145,81,60,8
"Superior no univ. completo (006)",339,,,,,92,118,105,24
"Superior univ. incompleto (007)",219,,,,35,93,40,48,3
"Superior univ. completo (008)",310,,,,,53,88,155,14
"Hombres (010)",12983,555,1475,1862,1367,1477,1403,3008,1836
"Sin nivel (011)",1614,555,218,4,8,21,40,264,504
"Educación inicial (012)",359,,333,17,1,4,4,,
"Primaria (013)",5625,,924,1209,130,189,374,1600,1199
"Secundaria (014)",4499,,,632,1181,997,754,844,91
"Superior no univ. incompleto (015)",248,,,,29,105,60,47,7
"Superior no univ. completo (016)",240,,,,,63,77,78,22
"Superior univ. incompleto (017)",162,,,,18,65,30,48,1
"Superior univ. completo (018)",236,,,,,33,64,127,12
"Mujeres (020)",13464,497,1468,1670,1233,1571,1561,3349,2115
"Sin nivel (021)",3523,497,172,10,14,48,113,1150,1519
"Educación inicial (022)",408,,365,25,3,3,12,,
"Primaria (023)",6138,,931,1111,230,562,865,1861,578
"Secundaria (024)",3066,,,524,945,841,475,270,11
"Superior no univ. incompleto (025)",99,,,,24,40,21,13,1
"Superior no univ. completo (026)",99,,,,,29,41,27,2
"Superior univ. incompleto (027)",57,,,,17,28,10,,2
"Superior univ. completo (028)",74,,,,,20,24,28,2
,,,,,,,,,
"URBANA (030)",7560,306,879,1049,924,1042,1016,1695,649
"Sin nivel (031)",1092,306,82,8,7,24,66,321,278
"Educación inicial (032)",232,,220,3,1,2,6,,
"Primaria (033)",2753,,577,632,59,171,295,716,303
"Secundaria (034)",2739,,,406,801,625,444,427,36
"Superior no univ. incompleto (035)",203,,,,35,75,51,39,3
"Superior no univ. completo (036)",209,,,,,46,78,67,18
"Superior univ. incompleto (037)",151,,,,21,68,24,35,3
"Superior univ. completo (038)",181,,,,,31,52,90,8
"Hombres (040)",3900,160,427,560,494,527,488,913,331
"Sin nivel (041)",401,160,47,3,4,7,20,84,76
"Educación inicial (042)",108,,103,1,,2,2,,
"Primaria (043)",1308,,277,326,29,50,87,343,196
"Secundaria (044)",1562,,,230,434,323,240,303,32
"Superior no univ. incompleto (045)",133,,,,18,47,36,29,3
"Superior no univ. completo (046)",144,,,,,31,49,48,16
"Superior univ. incompleto (047)",110,,,,9,47,18,35,1
"Superior univ. completo (048)",134,,,,,20,36,71,7
"Mujeres (050)",3660,146,452,489,430,515,528,782,318
"Sin nivel (051)",691,146,35,5,3,17,46,237,202
"Educación inicial (052)",124,,117,2,1,,4,,
"Primaria (053)",1445,,300,306,30,121,208,373,107
"Secundaria (054)",1177,,,176,367,302,204,124,4
"Superior no univ. incompleto (055)",70,,,,17,28,15,10,
"Superior no univ. completo (056)",65,,,,,15,29,19,2
"Superior univ. incompleto (057)",41,,,,12,21,6,,2
"Superior univ. completo (058)",47,,,,,11,16,19,1
,,,,,,,,,
"RURAL (060)",18887,746,2064,2483,1676,2006,1948,4662,3302
"Sin nivel (061)",4045,746,308,6,15,45,87,1093,1745
"Educación inicial (062)",535,,478,39,3,5,10,,
"Primaria (063)",9010,,1278,1688,301,580,944,2745,1474
"Secundaria (064)",4826,,,750,1325,1213,785,687,66
"Superior no univ. incompleto (065)",144,,,,18,70,30,21,5
"Superior no univ. completo (066)",130,,,,,46,40,38,6
"Superior univ. incompleto (067)",68,,,,14,25,16,13,
"Superior univ. completo (068)",129,,,,,22,36,65,6
"Hombres (070)",9083,395,1048,1302,873,950,915,2095,1505
"Sin nivel (071)",1213,395,171,1,4,14,20,180,428
"Educación inicial (072)",251,,230,16,1,2,2,,
"Primaria (073)",4317,,647,883,101,139,287,1257,1003
"Secundaria (074)",2937,,,402,747,674,514,541,59
"Superior no univ. incompleto (075)",115,,,,11,58,24,18,4
"Superior no univ. completo (076)",96,,,,,32,28,30,6
"Superior univ. incompleto (077)",52,,,,9,18,12,13,
"Superior univ. completo (078)",102,,,,,13,28,56,5
"Mujeres (080)",9804,351,1016,1181,803,1056,1033,2567,1797
"Sin nivel (081)",2832,351,137,5,11,31,67,913,1317
"Educación inicial (082)",284,,248,23,2,3,8,,
"Primaria (083)",4693,,631,805,200,441,657,1488,471
"Secundaria (084)",1889,,,348,578,539,271,146,7
"Superior no univ. incompleto (085)",29,,,,7,12,6,3,1
"Superior no univ. completo (086)",34,,,,,14,12,8,
"Superior univ. incompleto (087)",16,,,,5,7,4,,
"Superior univ. completo (088)",27,,,,,9,8,9,1
