"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia AZANGARO (000)",34863,185,800,2315,4202,6946,11884,8531
"De 12 a 14 años (001)",39,,,,,,2,37
"De 15 a 19 años (002)",697,,,,,,412,285
"De 20 a 24 años (003)",3217,,,,,2,1898,1317
"De 25 a 29 años (004)",4006,,,,,132,2620,1254
"De 30 a 34 años (005)",3849,,,,2,549,2432,866
"De 35 a 39 años (006)",3935,,,,21,1026,2202,686
"De 40 a 44 años (007)",3390,,,,150,1281,1431,528
"De 45 a 49 años (008)",3106,,,6,384,1513,742,461
"De 50 y más años (009)",12624,185,800,2309,3645,2443,145,3097
"Sin nivel (010)",10774,164,685,1852,2439,1917,921,2796
"De 15 a 19 años (012)",6,,,,,,3,3
"De 20 a 24 años (013)",66,,,,,,31,35
"De 25 a 29 años (014)",115,,,,,2,73,40
"De 30 a 34 años (015)",206,,,,,30,122,54
"De 35 a 39 años (016)",356,,,,1,89,189,77
"De 40 a 44 años (017)",523,,,,20,161,248,94
"De 45 a 49 años (018)",765,,,,67,373,201,124
"De 50 y más años (019)",8737,164,685,1852,2351,1262,54,2369
"Educacion Inicial (020)",33,,,,,4,19,10
"De 15 a 19 años (022)",1,,,,,,1,
"De 20 a 24 años (023)",3,,,,,,3,
"De 25 a 29 años (024)",13,,,,,,6,7
"De 30 a 34 años (025)",8,,,,,2,3,3
"De 35 a 39 años (026)",8,,,,,2,6,
"Primaria (030)",14825,21,104,414,1461,3654,6370,2801
"De 12 a 14 años (031)",20,,,,,,1,19
"De 15 a 19 años (032)",221,,,,,,137,84
"De 20 a 24 años (033)",1087,,,,,,701,386
"De 25 a 29 años (034)",1727,,,,,48,1263,416
"De 30 a 34 años (035)",2009,,,,1,255,1374,379
"De 35 a 39 años (036)",2348,,,,14,570,1409,355
"De 40 a 44 años (037)",2166,,,,88,825,949,304
"De 45 a 49 años (038)",1863,,,5,236,922,459,241
"De 50 y más años (039)",3384,21,104,409,1122,1034,77,617
"Secundaria (040)",7032,,9,37,223,1035,3685,2043
"De 12 a 14 años (041)",19,,,,,,1,18
"De 15 a 19 años (042)",442,,,,,,259,183
"De 20 a 24 años (043)",1619,,,,,2,979,638
"De 25 a 29 años (044)",1620,,,,,67,1022,531
"De 30 a 34 años (045)",1226,,,,1,207,735,283
"De 35 a 39 años (046)",873,,,,4,264,440,165
"De 40 a 44 años (047)",508,,,,30,216,177,85
"De 45 a 49 años (048)",358,,,1,66,166,61,64
"De 50 y más años (049)",367,,9,36,122,113,11,76
"Sup. no Univ. incompleta (050)",555,,,1,11,54,245,244
