"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ANTABAMBA (000)",4135,502,1194,1303,14,999,22,101
"Agric., ganadería, caza y silvicultura (001)",2535,2,748,869,8,908,,
"Explotación de minas y canteras (003)",238,22,133,78,3,2,,
"Industrias manufactureras (004)",60,,22,29,1,8,,
"Suministro de electricidad, gas y agua (005)",2,1,,1,,,,
"Construcción (006)",169,5,144,18,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",243,2,1,193,1,46,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1,,,1,,,,
"Comercio al por mayor (009)",11,,,8,,3,,
"Comercio al por menor (010)",231,2,1,184,1,43,,
"Hoteles y restaurantes (011)",40,3,11,25,,1,,
"Trans., almac. y comunicaciones (012)",25,7,6,11,,1,,
"Intermediación financiera (013)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (014)",17,12,1,4,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",237,130,107,,,,,
"Enseñanza (016)",264,244,,20,,,,
"Servicios sociales y de salud (017)",52,50,1,1,,,,
"Otras activ. serv.comun.soc y personales (018)",17,5,1,9,,2,,
"Hogares privados con servicio doméstico (019)",22,,,,,,22,
"Actividad economica no especificada (021)",112,18,19,45,1,29,,
"Desocupado (022)",101,,,,,,,101
"Hombres (023)",2711,331,852,905,13,520,2,88
"Agric., ganadería, caza y silvicultura (024)",1653,1,472,679,8,493,,
"Explotación de minas y canteras (026)",231,20,130,77,3,1,,
"Industrias manufactureras (027)",33,,15,16,1,1,,
"Suministro de electricidad, gas y agua (028)",1,,,1,,,,
"Construcción (029)",155,5,133,15,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",85,1,1,72,1,10,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",1,,,1,,,,
"Comercio al por mayor (032)",6,,,6,,,,
"Comercio al por menor (033)",78,1,1,65,1,10,,
"Hoteles y restaurantes (034)",14,2,5,6,,1,,
"Trans., almac. y comunicaciones (035)",24,6,6,11,,1,,
"Activid.inmobil., empres. y alquileres (037)",13,9,1,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",180,105,75,,,,,
"Enseñanza (039)",155,149,,6,,,,
"Servicios sociales y de salud (040)",22,20,1,1,,,,
"Otras activ. serv.comun.soc y personales (041)",10,3,,5,,2,,
"Hogares privados con servicio doméstico (042)",2,,,,,,2,
"Actividad economica no especificada (044)",45,10,13,13,,9,,
"Desocupado (045)",88,,,,,,,88
"Mujeres (046)",1424,171,342,398,1,479,20,13
"Agric., ganadería, caza y silvicultura (047)",882,1,276,190,,415,,
"Explotación de minas y canteras (049)",7,2,3,1,,1,,
"Industrias manufactureras (050)",27,,7,13,,7,,
"Suministro de electricidad, gas y agua (051)",1,1,,,,,,
"Construcción (052)",14,,11,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",158,1,,121,,36,,
"Comercio al por mayor (055)",5,,,2,,3,,
"Comercio al por menor (056)",153,1,,119,,33,,
"Hoteles y restaurantes (057)",26,1,6,19,,,,
"Trans., almac. y comunicaciones (058)",1,1,,,,,,
"Intermediación financiera (059)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (060)",4,3,,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",57,25,32,,,,,
"Enseñanza (062)",109,95,,14,,,,
"Servicios sociales y de salud (063)",30,30,,,,,,
"Otras activ. serv.comun.soc y personales (064)",7,2,1,4,,,,
"Hogares privados con servicio doméstico (065)",20,,,,,,20,
"Actividad economica no especificada (067)",67,8,6,32,1,20,,
,,,,,,,,
"URBANA (068)",2672,450,896,723,8,497,19,79
"Agric., ganadería, caza y silvicultura (069)",1395,1,611,352,5,426,,
"Explotación de minas y canteras (071)",120,13,35,69,1,2,,
"Industrias manufactureras (072)",38,,13,21,1,3,,
"Suministro de electricidad, gas y agua (073)",2,1,,1,,,,
"Construcción (074)",143,4,121,17,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",206,2,1,165,,38,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",1,,,1,,,,
"Comercio al por mayor (077)",8,,,5,,3,,
"Comercio al por menor (078)",197,2,1,159,,35,,
"Hoteles y restaurantes (079)",31,3,7,20,,1,,
"Trans., almac. y comunicaciones (080)",24,7,6,10,,1,,
"Intermediación financiera (081)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (082)",16,11,1,4,,,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",208,122,86,,,,,
"Enseñanza (084)",237,220,,17,,,,
"Servicios sociales y de salud (085)",50,48,1,1,,,,
"Otras activ. serv.comun.soc y personales (086)",17,5,1,9,,2,,
"Hogares privados con servicio doméstico (087)",19,,,,,,19,
"Actividad economica no especificada (089)",86,12,13,37,1,23,,
"Desocupado (090)",79,,,,,,,79
"Hombres (091)",1683,289,597,467,7,254,2,67
"Agric., ganadería, caza y silvicultura (092)",877,,369,272,5,231,,
"Explotación de minas y canteras (094)",114,12,32,68,1,1,,
"Industrias manufactureras (095)",25,,10,13,1,1,,
"Suministro de electricidad, gas y agua (096)",1,,,1,,,,
"Construcción (097)",130,4,111,14,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",69,1,1,58,,9,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",1,,,1,,,,
"Comercio al por mayor (100)",4,,,4,,,,
"Comercio al por menor (101)",64,1,1,53,,9,,
"Hoteles y restaurantes (102)",10,2,2,5,,1,,
"Trans., almac. y comunicaciones (103)",23,6,6,10,,1,,
"Activid.inmobil., empres. y alquileres (105)",12,8,1,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",153,97,56,,,,,
"Enseñanza (107)",137,131,,6,,,,
"Servicios sociales y de salud (108)",21,19,1,1,,,,
"Otras activ. serv.comun.soc y personales (109)",10,3,,5,,2,,
"Hogares privados con servicio doméstico (110)",2,,,,,,2,
"Actividad economica no especificada (112)",32,6,8,11,,7,,
"Desocupado (113)",67,,,,,,,67
"Mujeres (114)",989,161,299,256,1,243,17,12
"Agric., ganadería, caza y silvicultura (115)",518,1,242,80,,195,,
"Explotación de minas y canteras (117)",6,1,3,1,,1,,
"Industrias manufactureras (118)",13,,3,8,,2,,
"Suministro de electricidad, gas y agua (119)",1,1,,,,,,
"Construcción (120)",13,,10,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (121)",137,1,,107,,29,,
"Comercio al por mayor (123)",4,,,1,,3,,
"Comercio al por menor (124)",133,1,,106,,26,,
"Hoteles y restaurantes (125)",21,1,5,15,,,,
"Trans., almac. y comunicaciones (126)",1,1,,,,,,
"Intermediación financiera (127)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (128)",4,3,,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (129)",55,25,30,,,,,
